date_base,date_pred,index_pred,index_real,index_today,loss_profits,prediction,real,std
2017-07-05,2017-07-12,312.77031300067904,312.6,311.1,1.5,1.6703130006790161,1.5,10.78599686
2017-07-06,2017-07-13,313.09690330028536,316.54999980926516,311.1,5.449999809265137,1.9969033002853394,5.449999809265137,10.63473525
2017-07-07,2017-07-14,312.29934072494507,316.69999980926514,310.25,6.449999809265137,2.0493407249450684,6.449999809265137,10.4024231
2017-07-03,2017-07-10,310.68164975643157,310.80000002384185,311.95,1.149999976158142,-1.2683502435684204,-1.149999976158142,11.32296408
2017-07-04,2017-07-11,308.8231987595558,312.69999995231626,309.65,-3.049999952316284,-0.8268012404441833,3.049999952316284,11.05558579
2017-07-05,2017-07-12,310.35601011514666,312.6,311.1,-1.5,-0.743989884853363,1.5,10.78599686
2017-07-06,2017-07-13,310.5560303092003,316.54999980926516,311.1,-5.449999809265137,-0.5439696907997131,5.449999809265137,10.63473525
2017-07-07,2017-07-14,310.57262045145035,316.69999980926514,310.25,6.449999809265137,0.3226204514503479,6.449999809265137,10.4024231
2017-07-10,2017-07-17,311.0865813076496,317.49999980926515,310.8,6.699999809265137,0.2865813076496124,6.699999809265137,10.18220426
2017-07-11,2017-07-18,312.2905461013317,318.04999990463256,312.7,-5.349999904632568,-0.4094538986682892,5.349999904632568,9.922219262999999
2017-07-12,2017-07-19,313.12310007810595,318.6999999046326,312.6,6.099999904632568,0.5231000781059265,6.099999904632568,9.568923622
2017-07-13,2017-07-20,314.2058883190155,319.5999999523163,316.55,-3.049999952316284,-2.344111680984497,3.049999952316284,9.242264372000001
2017-07-14,2017-07-21,317.1938361942768,321.1000000953674,316.7,4.400000095367432,0.4938361942768097,4.400000095367432,9.006403104
2017-07-17,2017-07-24,317.8997311890125,321.25,317.5,3.75,0.39973118901252747,3.75,8.772810035
2017-07-18,2017-07-25,318.8703340768814,319.65000002384187,318.05,1.600000023841858,0.8203340768814087,1.600000023841858,8.582615549
2017-07-19,2017-07-26,319.49266452789306,318.95,318.7,0.25,0.7926645278930664,0.25,8.38471688
2017-07-20,2017-07-27,321.08997294902804,319.85,319.6,0.25,1.4899729490280151,0.25,8.206821227999999
2017-07-21,2017-07-28,321.30700788497927,312.54999980926516,321.1,-8.550000190734863,0.20700788497924805,-8.550000190734863,7.881278632999999
2017-07-24,2017-07-31,322.38765382766724,313.55000019073486,321.25,-7.699999809265137,1.1376538276672363,-7.699999809265137,7.533613617
2017-07-25,2017-08-01,320.3712978005409,316.5500000953674,319.65,-3.0999999046325684,0.7212978005409241,-3.0999999046325684,7.285671363
2017-07-26,2017-08-02,318.0041115403175,317.1500000476837,318.95,1.7999999523162842,-0.9458884596824646,-1.7999999523162842,7.016293707999999
2017-07-27,2017-08-03,321.1403145551682,311.6500001907349,319.85,-8.199999809265137,1.2903145551681519,-8.199999809265137,6.745785542999999
2017-07-28,2017-08-04,312.824343341589,312.85000001192094,312.55,0.30000001192092896,0.274343341588974,0.30000001192092896,6.460258501
2017-07-31,2017-08-07,314.9185154914856,312.90000002384187,313.55,-0.6499999761581421,1.3685154914855957,-0.6499999761581421,6.39347643
2017-08-01,2017-08-08,317.2385742545128,312.8499999523163,316.55,-3.700000047683716,0.6885742545127869,-3.700000047683716,6.319893137999999
2017-08-02,2017-08-09,319.8213895797729,308.65,317.15,-8.5,2.671389579772949,-8.5,6.108970095
2017-08-03,2017-08-10,314.02081456184385,307.24999990463255,311.65,-4.400000095367432,2.370814561843872,-4.400000095367432,6.000102864
2017-08-04,2017-08-11,315.98001585006716,301.4999996185303,312.85,-11.350000381469727,3.1300158500671387,-11.350000381469727,5.928599299999999
