date_base,date_pred,index_pred,index_real,index_today,loss_profits,prediction,real,std,
2004-12-31,2005-01-07,130.4525588,126.2000001,129.3,-3.099999905,1.152558804,-3.099999905,3.588408991,
2005-01-03,2005-01-10,130.4824369,127.1,129.05,-1.950000048,1.432436943,-1.950000048,3.630113601,
2005-01-04,2005-01-11,130.3201198,128.65,128.85,-0.200000003,1.470119834,-0.200000003,3.70999608,
2005-01-05,2005-01-12,129.5897482,127.7,128.3,-0.600000024,1.289748192,-0.600000024,3.759705869,
2005-01-06,2005-01-13,128.0542169,128.65,127.25,1.399999976,0.804216862,1.399999976,3.810389548,
2005-01-07,2005-01-14,127.1547158,131.7,126.2,5.5,0.954715848,5.5,3.93314518,
2005-01-10,2005-01-17,127.6915353,133.6999999,127.1,6.599999905,0.59153527,6.599999905,4.136305457,
2005-01-11,2005-01-18,128.7477588,133.2000002,128.65,4.550000191,0.097758785,4.550000191,4.316721457,
2005-01-12,2005-01-19,128.3348273,132.8999998,127.7,5.199999809,0.634827316,5.199999809,4.400483201,
2005-01-13,2005-01-20,130.4450432,132.1,128.65,3.450000048,1.79504323,3.450000048,4.424414618,
2005-01-14,2005-01-21,132.0294119,133.55,131.7,1.850000024,0.329411924,1.850000024,4.502794538,
2005-01-17,2005-01-24,133.1379343,133.35,133.7,0.349999994,-0.562065721,-0.349999994,4.468083665,
2005-01-18,2005-01-25,131.5384671,132.55,133.2,0.649999976,-1.661532879,-0.649999976,4.412637283,
2005-01-19,2005-01-26,130.2631546,134.6,132.9,-1.700000048,-2.63684535,1.700000048,4.381724228,
2005-01-20,2005-01-27,129.6065179,133.85,132.1,-1.75,-2.493482113,1.75,4.43479766,
2005-01-21,2005-01-28,131.4846728,133.25,133.55,0.300000012,-2.065327168,-0.300000012,4.450138422,
2005-01-24,2005-01-31,132.1215015,134.6,133.35,-1.25,-1.228498459,1.25,4.508682596,
2005-01-25,2005-02-01,131.2698355,133.65,132.55,-1.100000024,-1.28016448,1.100000024,4.558876723,
2005-01-26,2005-02-02,133.2693766,133.55,134.6,1.049999952,-1.330623388,-1.049999952,4.625679914,
2005-01-27,2005-02-03,133.6772273,133.95,133.85,-0.100000001,-0.172772676,0.100000001,4.681651095,
2005-01-28,2005-02-04,133.5260913,134.6,133.25,1.350000024,0.276091278,1.350000024,4.766218138,
2005-01-31,2005-02-07,135.7449944,136.35,134.6,1.75,1.144994378,1.75,4.841483279,
2005-02-01,2005-02-08,136.3548147,136.35,133.65,2.700000048,2.704814672,2.700000048,4.895550619,
2005-02-02,2005-02-09,136.4621199,136.35,133.55,2.799999952,2.912119865,2.799999952,4.980536396,
2005-02-03,2005-02-10,136.4893307,136.3500001,133.95,2.400000095,2.539330721,2.400000095,5.065724875,
2005-02-04,2005-02-11,137.9624012,135.95,134.6,1.350000024,3.362401247,1.350000024,5.153896607,
2005-02-07,2005-02-14,138.9381982,138,136.35,1.649999976,2.588198185,1.649999976,5.297442802,
2005-02-08,2005-02-15,139.6954738,138.65,136.35,2.299999952,3.345473766,2.299999952,5.443383974,
2005-02-09,2005-02-16,139.2083703,139.5000001,136.35,3.150000095,2.858370304,3.150000095,5.614698152,
2005-02-10,2005-02-17,139.3585881,139.0000001,136.35,2.650000095,3.008588076,2.650000095,5.742772109,
2005-02-11,2005-02-18,138.1967229,140.7500002,135.95,4.800000191,2.246722937,4.800000191,5.888793852,
2005-02-14,2005-02-21,138.3603587,141,138,3,0.360358715,3,5.987704248,
2005-02-15,2005-02-22,138.2371809,139.7,138.65,-1.049999952,-0.412819147,1.049999952,6.050021158,
2005-02-16,2005-02-23,138.7966225,138.85,139.5,0.649999976,-0.703377545,-0.649999976,6.11547169,
2005-02-17,2005-02-24,138.4313527,141.1500001,139,-2.150000095,-0.568647325,2.150000095,6.2248074,
2005-02-18,2005-02-25,140.3157579,142.3,140.75,-1.549999952,-0.434242129,1.549999952,6.313736265,
2005-02-21,2005-02-28,141.6485872,143.4000001,141,2.400000095,0.648587227,2.400000095,6.442353286,
2005-02-22,2005-03-01,140.6501112,143.4,139.7,3.700000048,0.95011121,3.700000048,6.575705578,
2005-02-23,2005-03-02,138.1922787,143.4499999,138.85,-4.599999905,-0.657721341,4.599999905,6.697142132,
2005-02-24,2005-03-03,139.9785627,144.2,141.15,-3.049999952,-1.171437263,3.049999952,6.842766921,
2005-02-25,2005-03-04,141.3395898,143.95,142.3,-1.649999976,-0.960410237,1.649999976,6.951617393,
2005-02-28,2005-03-07,143.2708823,143.15,143.4,0.25,-0.129117653,-0.25,6.985571755,
2005-03-01,2005-03-08,143.7995995,142.3,143.4,-1.100000024,0.399599463,-1.100000024,6.973808573,
2005-03-02,2005-03-09,143.7692091,144.05,143.45,0.600000024,0.319209099,0.600000024,7.005151178,
2005-03-03,2005-03-10,143.9718829,143.1,144.2,1.100000024,-0.228117079,-1.100000024,6.984313382,
2005-03-04,2005-03-11,144.8676058,145.55,143.95,1.600000024,0.917605817,1.600000024,6.936992099,
2005-03-07,2005-03-14,145.7977206,145.35,143.15,2.200000048,2.647720575,2.200000048,6.866540425,
2005-03-08,2005-03-15,145.2523323,141.9,142.3,-0.400000006,2.952332258,-0.400000006,6.72118556,
2005-03-09,2005-03-16,145.601451,142.2,144.05,-1.850000024,1.551450968,-1.850000024,6.644490832,
2005-03-10,2005-03-17,145.3221813,141.2,143.1,-1.899999976,2.22218132,-1.899999976,6.567370628,
2005-03-11,2005-03-18,144.8637761,141.3,145.55,4.25,-0.686223924,-4.25,6.482667349,
2005-03-14,2005-03-21,148.2162746,140.6500002,145.35,-4.699999809,2.866274595,-4.699999809,6.384735026,
2005-03-15,2005-03-22,145.4955546,141.25,141.9,-0.649999976,3.59555459,-0.649999976,6.294186879,
2005-03-16,2005-03-23,145.0035324,139.65,142.2,-2.549999952,2.803532362,-2.549999952,6.182238925,
2005-03-17,2005-03-24,143.8496677,138.3500001,141.2,-2.849999905,2.64966774,-2.849999905,5.995929408,
2005-03-18,2005-03-25,145.8846233,139.35,141.3,-1.950000048,4.584623337,-1.950000048,5.839057093,
2005-03-21,2005-03-28,146.0582294,141.35,140.65,0.699999988,5.408229351,0.699999988,5.680628457,
2005-03-22,2005-03-29,145.297637,137.6500001,141.25,-3.599999905,4.047636986,-3.599999905,5.485393301,
2005-03-23,2005-03-30,144.2022227,137.85,139.65,-1.799999952,4.552222729,-1.799999952,5.368230531,
2005-03-24,2005-03-31,144.0264784,139.2,138.35,0.850000024,5.676478386,0.850000024,5.292780369,
2005-03-25,2005-04-01,143.8237644,141.25,139.35,1.899999976,4.47376442,1.899999976,5.230926663,
2005-03-28,2005-04-04,144.0651785,141.2,141.35,-0.150000006,2.71517849,-0.150000006,5.154942084,
2005-03-29,2005-04-05,140.6338703,141.2,137.65,3.549999952,2.983870268,3.549999952,5.065564481,
2005-03-30,2005-04-06,141.785998,142.0499998,137.85,4.199999809,3.935997963,4.199999809,4.961964464,
2005-03-31,2005-04-07,141.321413,142.1000001,139.2,2.900000095,2.121412992,2.900000095,4.813003845,
2005-04-01,2005-04-08,142.1729867,142.45,141.25,1.200000048,0.922986746,1.200000048,4.612204233,
2005-04-04,2005-04-11,142.1110949,141.6,141.2,0.400000006,0.911094904,0.400000006,4.414500255,
2005-04-05,2005-04-12,142.3076819,141.45,141.2,0.25,1.10768187,0.25,4.25539985,
2005-04-06,2005-04-13,140.9020604,141.15,142.05,0.899999976,-1.147939563,-0.899999976,4.038741176,
2005-04-07,2005-04-14,143.3593491,138.6,142.1,-3.5,1.259349108,-3.5,3.831100904,
2005-04-08,2005-04-15,141.3852882,136.1000001,142.45,6.349999905,-1.064711809,-6.349999905,3.738629878,
2005-04-11,2005-04-18,141.7392663,133.1500002,141.6,-8.449999809,0.139266327,-8.449999809,3.751469584,
2005-04-12,2005-04-19,141.7235723,133.7999999,141.45,-7.650000095,0.273572296,-7.650000095,3.737647604,
2005-04-13,2005-04-20,139.8665942,133.9999999,141.15,7.150000095,-1.283405781,-7.150000095,3.711881585,
2005-04-14,2005-04-21,138.2478318,134.5499998,138.6,4.050000191,-0.352168173,-4.050000191,3.652244601,
2005-04-15,2005-04-22,137.2673514,135.15,136.1,-0.949999988,1.167351365,-0.949999988,3.619637446,
2005-04-18,2005-04-25,136.2145063,135.5500001,133.15,2.400000095,3.064506292,2.400000095,3.574997478,
2005-04-19,2005-04-26,136.6047333,134.95,133.8,1.149999976,2.804733276,1.149999976,3.517824291,
2005-04-20,2005-04-27,134.6147749,132.75,134,-1.25,0.614774942,-1.25,3.562619263,
2005-04-21,2005-04-28,135.2816804,131.55,134.55,-3,0.731680393,-3,3.62689357,
2005-04-22,2005-04-29,135.2187137,131.45,135.15,-3.700000048,0.068713687,-3.700000048,3.67884692,
2005-04-25,2005-05-02,136.5827287,132.25,135.55,-3.299999952,1.032728672,-3.299999952,3.73472337,
2005-04-26,2005-05-03,136.0672781,130.6499998,134.95,-4.300000191,1.117278099,-4.300000191,3.820033226,
2005-04-27,2005-05-04,137.2631841,133.35,132.75,0.600000024,4.513184071,0.600000024,3.82457074,
2005-04-28,2005-05-05,134.966661,133.35,131.55,1.799999952,3.416661024,1.799999952,3.837647517,
2005-04-29,2005-05-06,135.1839082,134.7,131.45,3.25,3.733908176,3.25,3.835880077,
2005-05-02,2005-05-09,134.277276,133.75,132.25,1.5,2.027276039,1.5,3.877181768,
2005-05-03,2005-05-10,132.065472,133.95,130.65,3.299999952,1.415472031,3.299999952,3.913593175,
2005-05-04,2005-05-11,133.2112966,132.2,133.35,1.149999976,-0.138703391,-1.149999976,3.989194389,
2005-05-05,2005-05-12,133.4403762,131.65,133.35,-1.700000048,0.090376191,-1.700000048,4.076849952,
2005-05-06,2005-05-13,134.867875,131.9,134.7,-2.799999952,0.167874962,-2.799999952,4.151015718,
2005-05-09,2005-05-16,133.8133934,132.95,133.75,-0.800000012,0.063393444,-0.800000012,4.211433756,
2005-05-10,2005-05-17,132.190679,133.3,133.95,0.649999976,-1.759320974,-0.649999976,4.263151738,
2005-05-11,2005-05-18,133.4915379,133.35,132.2,1.149999976,1.291537881,1.149999976,4.309849659,
2005-05-12,2005-05-19,132.3781409,136.7000002,131.65,5.050000191,0.728140891,5.050000191,4.314792172,
2005-05-13,2005-05-20,131.8471103,136.9999999,131.9,-5.099999905,-0.052889705,5.099999905,4.30828989,
2005-05-16,2005-05-23,132.0574975,136.75,132.95,-3.799999952,-0.892502546,3.799999952,4.299958492,
2005-05-17,2005-05-24,133.3574418,136.55,133.3,3.25,0.057441805,3.25,4.301710304,
2005-05-18,2005-05-25,133.4711446,135.1,133.35,1.75,0.1211446,1.75,4.318703036,
2005-05-19,2005-05-26,132.6140487,135.8,136.7,0.899999976,-4.085951328,-0.899999976,4.312504599,
2005-05-20,2005-05-27,135.0191566,138,137,-1,-1.980843425,1,4.280145211,
2005-05-23,2005-05-30,135.6757088,138.4,136.75,-1.649999976,-1.074291229,1.649999976,4.227051021,
2005-05-24,2005-05-31,134.3493975,138.6499999,136.55,-2.099999905,-2.200602531,2.099999905,4.172430261,
2005-05-25,2005-06-01,134.1586649,138.55,135.1,-3.450000048,-0.941335142,3.450000048,4.114409044,
2005-05-26,2005-06-02,136.4262746,138.9500001,135.8,3.150000095,0.626274645,3.150000095,4.038076287,
2005-05-27,2005-06-03,134.0050201,139.55,138,-1.549999952,-3.994979858,1.549999952,3.968657555,
2005-05-30,2005-06-06,135.0167171,139.55,138.4,-1.149999976,-3.3832829,1.149999976,3.915808996,
2005-05-31,2005-06-07,139.867347,138.3,138.65,-0.349999994,1.217347026,-0.349999994,3.872276028,
2005-06-01,2005-06-08,139.0054585,139.15,138.55,0.600000024,0.455458462,0.600000024,3.790732627,
2005-06-02,2005-06-09,138.6453979,139.95,138.95,-1,-0.304602146,1,3.7375447,
2005-06-03,2005-06-10,139.6294739,140.95,139.55,1.399999976,0.079473928,1.399999976,3.623254222,
2005-06-06,2005-06-13,139.3113432,141.35,139.55,-1.799999952,-0.238656804,1.799999952,3.517906119,
2005-06-07,2005-06-14,139.2972208,140.3,138.3,2,0.997220755,2,3.490714331,
2005-06-08,2005-06-15,139.31606,143.2000002,139.15,4.050000191,0.166059971,4.050000191,3.5148743,
2005-06-09,2005-06-16,139.5694823,142.95,139.95,-3,-0.380517691,3,3.551788383,
2005-06-10,2005-06-17,139.2269898,142.8,140.95,-1.850000024,-1.723010182,1.850000024,3.582799286,
2005-06-13,2005-06-20,141.1388704,141.75,141.35,-0.400000006,-0.211129636,0.400000006,3.601221247,
2005-06-14,2005-06-21,141.5316275,140.9,140.3,0.600000024,1.231627464,0.600000024,3.595568854,
2005-06-15,2005-06-22,144.0611749,142.55,143.2,-0.649999976,0.861174941,-0.649999976,3.642205191,
2005-06-16,2005-06-23,143.9303875,143.8,142.95,0.850000024,0.980387509,0.850000024,3.726232695,
2005-06-17,2005-06-24,145.6010654,142.3,142.8,-0.5,2.801065445,-0.5,3.767086873,
2005-06-20,2005-06-27,146.0399456,140.25,141.75,-1.5,4.289945602,-1.5,3.752084837,
2005-06-21,2005-06-28,144.352152,140.85,140.9,-0.050000001,3.452152014,-0.050000001,3.774874711,
2005-06-22,2005-06-29,144.5879219,141.85,142.55,-0.699999988,2.037921906,-0.699999988,3.812109532,
2005-06-23,2005-06-30,144.3516852,142.65,143.8,-1.149999976,0.551685214,-1.149999976,3.858180308,
2005-06-24,2005-07-01,145.6157759,143.9,142.3,1.600000024,3.315775871,1.600000024,3.910210223,
2005-06-27,2005-07-04,145.1021733,143.8499999,140.25,3.599999905,4.852173328,3.599999905,3.960608017,
2005-06-28,2005-07-05,144.1776939,143.8,140.85,2.950000048,3.327693939,2.950000048,4.008776729,
2005-06-29,2005-07-06,143.9381164,144.05,141.85,2.200000048,2.088116407,2.200000048,4.049412647,
2005-06-30,2005-07-07,140.1800899,144.6,142.65,-1.950000048,-2.469910145,1.950000048,4.102169044,
2005-07-01,2005-07-08,141.8149666,144.4,143.9,-0.5,-2.085033417,0.5,4.143152512,
2005-07-04,2005-07-11,141.429849,147.15,143.85,-3.299999952,-2.420150995,3.299999952,4.275774784,
2005-07-05,2005-07-12,142.9542863,147.35,143.8,-3.549999952,-0.845713735,3.549999952,4.411073533,
2005-07-06,2005-07-13,141.5921386,148.55,144.05,-4.5,-2.457861423,4.5,4.58389609,
2005-07-07,2005-07-14,140.5330668,150.1999999,144.6,-5.599999905,-4.066933155,5.599999905,4.820045035,
2005-07-08,2005-07-15,141.2543282,149.7000002,144.4,-5.300000191,-3.145671844,5.300000191,5.011642935,
2005-07-11,2005-07-18,141.7655248,149.95,147.15,-2.799999952,-5.384475231,2.799999952,5.158682701,
2005-07-12,2005-07-19,144.4065827,152.2500001,147.35,-4.900000095,-2.943417311,4.900000095,5.380373209,
2005-07-13,2005-07-20,145.5673142,151.9500001,148.55,-3.400000095,-2.982685804,3.400000095,5.571032026,
2005-07-14,2005-07-21,148.2959945,152.3500001,150.2,-2.150000095,-1.904005527,2.150000095,5.763521622,
2005-07-15,2005-07-22,149.1014816,152.2,149.7,-2.5,-0.598518372,2.5,5.940124926,
2005-07-18,2005-07-25,148.5237082,154.0499999,149.95,-4.099999905,-1.426291823,4.099999905,6.166040877,
2005-07-19,2005-07-26,149.1441875,153.7,152.25,-1.450000048,-3.10581255,1.450000048,6.351832905,
2005-07-20,2005-07-27,150.7111858,153.85,151.95,-1.899999976,-1.238814235,1.899999976,6.487296017,
2005-07-21,2005-07-28,151.9003713,155.4499999,152.35,-3.099999905,-0.449628681,3.099999905,6.629168681,
2005-07-22,2005-07-29,153.304528,156.1000001,152.2,3.900000095,1.10452795,3.900000095,6.766778737,
2005-07-25,2005-08-01,150.1992898,156.6499999,154.05,-2.599999905,-3.850710154,2.599999905,6.91671931,
2005-07-26,2005-08-02,153.3058233,157.3500001,153.7,-3.650000095,-0.394176692,3.650000095,7.027280717,
2005-07-27,2005-08-03,153.6317534,157.2500001,153.85,-3.400000095,-0.218246609,3.400000095,7.172370615,
2005-07-28,2005-08-04,152.6990494,156.45,155.45,-1,-2.750950575,1,7.272168115,
2005-07-29,2005-08-05,154.2024034,153.05,156.1,3.049999952,-1.897596598,-3.049999952,7.297871463,
2005-08-01,2005-08-08,155.1971871,153.15,156.65,3.5,-1.45281291,-3.5,7.295282986,
2005-08-02,2005-08-09,156.4297924,155.3,157.35,2.049999952,-0.92020756,-2.049999952,7.331738581,
2005-08-03,2005-08-10,156.8163123,155.95,157.25,1.299999952,-0.433687717,-1.299999952,7.326792246,
2005-08-04,2005-08-11,157.0523014,158.15,156.45,1.700000048,0.602301419,1.700000048,7.346025057,
2005-08-05,2005-08-12,155.3738828,159.4500001,153.05,6.400000095,2.323882818,6.400000095,7.386930376,
2005-08-08,2005-08-15,153.9646842,159.4500002,153.15,6.300000191,0.814684212,6.300000191,7.432152085,
2005-08-09,2005-08-16,154.8754575,157.25,155.3,-1.950000048,-0.424542457,1.950000048,7.406739314,
2005-08-10,2005-08-17,156.5158437,156.6,155.95,0.649999976,0.565843701,0.649999976,7.349281918,
2005-08-11,2005-08-18,159.2533992,153.5500001,158.15,-4.599999905,1.103399158,-4.599999905,7.30164686,
2005-08-12,2005-08-19,158.5891308,153.1499998,159.45,6.300000191,-0.860869169,-6.300000191,7.245122116,
2005-08-15,2005-08-22,159.0644525,157.75,159.45,1.700000048,-0.385547519,-1.700000048,7.256887726,
2005-08-16,2005-08-23,158.408619,157.25,157.25,0,1.158619046,0,7.238556702,
2005-08-17,2005-08-24,157.9122826,153.55,156.6,-3.049999952,1.312282562,-3.049999952,7.106446829,
2005-08-18,2005-08-25,157.8822182,154.3,153.55,0.75,4.33221817,0.75,6.989717723,
2005-08-19,2005-08-26,156.605236,152.6,153.15,-0.550000012,3.455235958,-0.550000012,6.896048897,
2005-08-22,2005-08-29,157.9286003,149.9000001,157.75,-7.849999905,0.178600341,-7.849999905,6.785688064,
2005-08-23,2005-08-30,159.282186,151.1999998,157.25,-6.050000191,2.032186031,-6.050000191,6.680506138,
2005-08-24,2005-08-31,159.245467,152.75,153.55,-0.800000012,5.695466995,-0.800000012,6.577001651,
2005-08-25,2005-09-01,157.6209186,156.3999999,154.3,2.099999905,3.32091856,2.099999905,6.522436038,
2005-08-26,2005-09-02,158.3131701,156.9499999,152.6,4.349999905,5.713170052,4.349999905,6.480457586,
2005-08-29,2005-09-05,157.5451368,156.9999999,149.9,7.099999905,7.645136833,7.099999905,6.427780938,
2005-08-30,2005-09-06,156.7823836,158.7500002,151.2,7.550000191,5.582383633,7.550000191,6.363407918,
2005-08-31,2005-09-07,151.6367226,161.75,152.75,-9,-1.113277435,9,6.38033214,
2005-09-01,2005-09-08,155.2414007,160.9999999,156.4,-4.599999905,-1.158599257,4.599999905,6.380054557,
2005-09-02,2005-09-09,155.7269676,161.7999999,156.95,-4.849999905,-1.223032355,4.849999905,6.40921137,
2005-09-05,2005-09-12,155.6710554,162.3000002,157,-5.300000191,-1.328944564,5.300000191,6.444903044,
2005-09-06,2005-09-13,158.3082214,161.8499999,158.75,-3.099999905,-0.4417786,3.099999905,6.425220551,
2005-09-07,2005-09-14,161.7291707,163.95,161.75,-2.200000048,-0.020829305,2.200000048,6.515339518,
2005-09-08,2005-09-15,160.7356724,163.95,161,-2.950000048,-0.264327645,2.950000048,6.583092052,
2005-09-09,2005-09-16,161.0604569,164.3999999,161.8,-2.599999905,-0.73954308,2.599999905,6.643038939,
2005-09-12,2005-09-19,161.6893413,164.3999999,162.3,-2.099999905,-0.610658705,2.099999905,6.659492755,
2005-09-13,2005-09-20,159.7886778,167.0000001,161.85,-5.150000095,-2.061322212,5.150000095,6.708865224,
2005-09-14,2005-09-21,160.7678642,166.7,163.95,-2.75,-3.18213582,2.75,6.770324014,
2005-09-15,2005-09-22,160.9349019,167.75,163.95,-3.799999952,-3.015098095,3.799999952,6.873326894,
2005-09-16,2005-09-23,164.6998993,163.6,164.4,-0.800000012,0.29989934,-0.800000012,6.810314399,
2005-09-19,2005-09-26,163.2926617,168.2,164.4,-3.799999952,-1.107338309,3.799999952,6.784664994,
2005-09-20,2005-09-27,163.5280333,168.6,167,-1.600000024,-3.471966743,1.600000024,6.763690443,
2005-09-21,2005-09-28,164.3582379,170.7500002,166.7,-4.050000191,-2.341762066,4.050000191,6.817655688,
2005-09-22,2005-09-29,165.3618827,171.0999999,167.75,-3.349999905,-2.388117313,3.349999905,6.879021376,
2005-09-23,2005-09-30,166.1382659,169.6999999,163.6,6.099999905,2.538265944,6.099999905,6.905521585,
2005-09-26,2005-10-03,167.7825466,169.7,168.2,-1.5,-0.417453438,1.5,6.907321053,
2005-09-27,2005-10-04,168.2825874,172.3,168.6,-3.700000048,-0.317412585,3.700000048,6.96431512,
2005-09-28,2005-10-05,168.0231133,169.7,170.75,1.049999952,-2.726886749,-1.049999952,6.92369182,
2005-09-29,2005-10-06,170.8525993,165.9000002,171.1,5.199999809,-0.247400716,-5.199999809,6.793156642,
2005-09-30,2005-10-07,171.3205997,166.5499999,169.7,-3.150000095,1.620599747,-3.150000095,6.649013808,
2005-10-03,2005-10-10,170.8284106,169.85,169.7,0.150000006,1.128410578,0.150000006,6.642650472,
2005-10-04,2005-10-11,171.6329664,172.2,172.3,0.100000001,-0.667033553,-0.100000001,6.688668751,
2005-10-05,2005-10-12,171.1978836,167.8,169.7,-1.899999976,1.497883558,-1.899999976,6.636788043,
2005-10-06,2005-10-13,170.6100987,165.15,165.9,-0.75,4.710098743,-0.75,6.569136114,
2005-10-07,2005-10-14,164.7343258,163.7000001,166.55,2.849999905,-1.815674186,-2.849999905,6.464744719,
2005-10-10,2005-10-17,164.6187454,162.2999998,169.85,7.550000191,-5.231254578,-7.550000191,6.347638776,
2005-10-11,2005-10-18,169.0080907,164.3999998,172.2,7.800000191,-3.191909313,-7.800000191,6.291276966,
2005-10-12,2005-10-19,168.5643257,160.4999998,167.8,-7.300000191,0.764325738,-7.300000191,6.202841509,
2005-10-13,2005-10-20,168.7383992,161.7,165.15,-3.450000048,3.588399172,-3.450000048,6.120494516,
2005-10-14,2005-10-21,166.5195202,164.55,163.7,0.850000024,2.819520235,0.850000024,6.047863776,
2005-10-17,2005-10-24,164.4023028,164.25,162.3,1.950000048,2.10230279,1.950000048,6.003204072,
2005-10-18,2005-10-25,165.6046344,164.1,164.4,-0.300000012,1.204634428,-0.300000012,5.946171805,
2005-10-19,2005-10-26,164.9510808,163.2,160.5,2.700000048,4.451080799,2.700000048,5.881352233,
2005-10-20,2005-10-27,164.163392,160.5,161.7,-1.200000048,2.463392019,-1.200000048,5.837118358,
2005-10-21,2005-10-28,166.4375537,157.9999998,164.55,-6.550000191,1.887553692,-6.550000191,5.815395991,
2005-10-24,2005-10-31,169.041718,160.1999998,164.25,-4.050000191,4.791718006,-4.050000191,5.787381416,
2005-10-25,2005-11-01,165.6159135,165.1,164.1,1,1.515913486,1,5.782840789,
2005-10-26,2005-11-02,165.7480533,167.7999999,163.2,4.599999905,2.548053265,4.599999905,5.809639805,
2005-10-27,2005-11-03,164.3682504,168.9499998,160.5,8.449999809,3.86825037,8.449999809,5.841155893,
2005-10-28,2005-11-04,162.7810688,169.4499998,158,11.44999981,4.781068802,11.44999981,5.808940908,
2005-10-31,2005-11-07,165.0358626,168.5500004,160.2,8.350000381,4.835862637,8.350000381,5.751621531,
2005-11-01,2005-11-08,168.0995275,170.1,165.1,5,2.999527454,5,5.761293779,
2005-11-02,2005-11-09,169.7922137,169.8999999,167.8,2.099999905,1.992213726,2.099999905,5.770540965,
2005-11-03,2005-11-10,169.117944,171.25,168.95,2.299999952,0.167943984,2.299999952,5.834444411,
2005-11-04,2005-11-11,169.6202351,174.0499999,169.45,4.599999905,0.170235053,4.599999905,5.975395565,
2005-11-07,2005-11-14,170.497578,173.6000002,168.55,5.050000191,1.947577953,5.050000191,6.092731128,
2005-11-08,2005-11-15,171.0368992,173.1999999,170.1,3.099999905,0.936899185,3.099999905,6.160693681,
2005-11-09,2005-11-16,169.8471326,175.0999998,169.9,-5.199999809,-0.052867372,5.199999809,6.255252601,
2005-11-10,2005-11-17,169.8137488,175.5,171.25,-4.25,-1.436251163,4.25,6.276851646,
2005-11-11,2005-11-18,170.138752,175.7,174.05,-1.649999976,-3.911247969,1.649999976,6.274173923,
2005-11-14,2005-11-21,171.5945271,174.7,173.6,-1.100000024,-2.005472898,1.100000024,6.335020946,
2005-11-15,2005-11-22,170.9980812,170.7,173.2,2.5,-2.20191884,-2.5,6.300579758,
2005-11-16,2005-11-23,171.0401479,176.45,175.1,-1.350000024,-4.059852123,1.350000024,6.284088959,
2005-11-17,2005-11-24,172.3290589,177.75,175.5,-2.25,-3.170941114,2.25,6.306117299,
2005-11-18,2005-11-25,173.4475731,177.5,175.7,-1.799999952,-2.252426863,1.799999952,6.246081271,
2005-11-21,2005-11-28,172.3014235,177.15,174.7,-2.450000048,-2.398576498,2.450000048,6.045542601,
2005-11-22,2005-11-29,172.4786901,175.3999998,170.7,4.699999809,1.7786901,4.699999809,5.821518335,
2005-11-23,2005-11-30,174.2849056,177.3,176.45,-0.850000024,-2.165094376,0.850000024,5.677043219,
2005-11-24,2005-12-01,173.0082259,178.35,177.75,-0.600000024,-4.741774082,0.600000024,5.666577429,
2005-11-25,2005-12-02,172.7386694,179.55,177.5,-2.049999952,-4.761330605,2.049999952,5.688919624,
2005-11-28,2005-12-05,173.0884766,180.1,177.15,-2.950000048,-4.061523438,2.950000048,5.708407998,
2005-11-29,2005-12-06,176.8398574,180.2000002,175.4,4.800000191,1.439857364,4.800000191,5.760425332,
2005-11-30,2005-12-07,176.0912636,181.8500002,177.3,-4.550000191,-1.20873642,4.550000191,5.916178113,
2005-12-01,2005-12-08,178.3356046,181.15,178.35,-2.799999952,-0.014395391,2.799999952,6.014388297,
2005-12-02,2005-12-09,178.9233352,180.3,179.55,-0.75,-0.626664758,0.75,6.087880556,
2005-12-05,2005-12-12,179.7079292,183.6999999,180.1,-3.599999905,-0.3920708,3.599999905,6.260187178,
2005-12-06,2005-12-13,179.5306518,183.3500001,180.2,-3.150000095,-0.66934818,3.150000095,6.390388949,
2005-12-07,2005-12-14,182.3422475,182.1,181.85,0.25,0.492247492,0.25,6.503507929,
2005-12-08,2005-12-15,182.0780336,183.2499999,181.15,2.099999905,0.92803365,2.099999905,6.634728706,
2005-12-09,2005-12-16,181.3669851,181.35,180.3,1.049999952,1.06698513,1.049999952,6.708352375,
2005-12-12,2005-12-19,183.9628722,183.8,183.7,0.100000001,0.262872249,0.100000001,6.833702626,
2005-12-13,2005-12-20,183.7039897,183.5,183.35,0.150000006,0.353989691,0.150000006,6.970926661,
2005-12-14,2005-12-21,183.7019233,185.5000001,182.1,3.400000095,1.601923347,3.400000095,7.147870262,
2005-12-15,2005-12-22,179.537647,185.7,183.25,-2.450000048,-3.712352991,2.450000048,7.32593621,
2005-12-16,2005-12-23,179.4339386,186.7999998,181.35,-5.449999809,-1.916061401,5.449999809,7.460919656,
2005-12-19,2005-12-26,183.7983101,188.3,183.8,-4.5,-0.001689941,4.5,7.687728264,
2005-12-20,2005-12-27,184.9062809,189.5,183.5,6,1.406280875,6,7.936641232,
2005-12-21,2005-12-28,185.737661,190.1500001,185.5,4.650000095,0.237661019,4.650000095,8.201284784,
2005-12-22,2005-12-29,187.6795482,191.1499998,185.7,5.449999809,1.979548216,5.449999809,8.479844103,
2005-12-23,2005-12-30,188.7135245,191.1499999,186.8,4.349999905,1.913524508,4.349999905,8.729014464,
2005-12-26,2006-01-02,189.7442258,191.9500001,188.3,3.650000095,1.444225788,3.650000095,8.982646999,
2005-12-27,2006-01-03,187.855662,193.2,189.5,-3.700000048,-1.644338012,3.700000048,9.270820642,
