date_base,date_pred,index_pred,index_real,index_today,loss_profits,prediction,real,std
2017-05-25,2017-06-01,301.71833658218384,304.14999997615814,305.5,1.350000023841858,-3.781663417816162,-1.350000023841858,10.74919317
2017-05-26,2017-06-02,308.09004763364794,307.7500000059605,307.35,0.4000000059604645,0.7400476336479187,0.4000000059604645,10.84428953
2017-05-29,2017-06-05,306.99531840085984,307.60000001192094,306.8,0.800000011920929,0.19531840085983276,0.800000011920929,10.91785918
2017-05-30,2017-06-06,305.14074358940127,307.6,304.35,3.25,0.7907435894012451,3.25,10.99521569
2017-05-31,2017-06-07,304.56533779501916,305.39999999403955,305.05,-0.3499999940395355,-0.4846622049808502,0.3499999940395355,11.00263064
2017-06-01,2017-06-08,304.2860112428665,306.65,304.15,2.5,0.1360112428665161,2.5,10.99680094
2017-06-02,2017-06-09,305.8268498182297,308.55000001192093,307.75,-0.800000011920929,-1.9231501817703247,0.800000011920929,11.034456800000001
2017-06-05,2017-06-12,305.3048399448395,305.30000004768374,307.6,2.299999952316284,-2.2951600551605225,-2.299999952316284,11.04304422
2017-06-06,2017-06-13,306.0622133970261,307.0499999880791,307.6,0.550000011920929,-1.537786602973938,-0.550000011920929,11.11508293
2017-06-07,2017-06-14,306.0594305038452,307.4,305.4,2.0,0.6594305038452148,2.0,11.18719472
2017-06-08,2017-06-15,307.2286342024803,305.65,306.65,-1.0,0.5786342024803162,-1.0,11.23464326
2017-06-09,2017-06-16,309.73803453445436,306.0000000476837,308.55,-2.549999952316284,1.1880345344543457,-2.549999952316284,11.29285252
2017-06-12,2017-06-19,307.70252494812013,307.8,305.3,2.5,2.402524948120117,2.5,11.37418462
2017-06-13,2017-06-20,308.43597095012666,308.0999999523163,307.05,1.0499999523162842,1.385970950126648,1.0499999523162842,11.48218117
2017-06-14,2017-06-21,308.6394289970398,306.7999999761581,307.4,-0.6000000238418579,1.239428997039795,-0.6000000238418579,11.53170129
2017-06-15,2017-06-22,308.0485157012939,308.5500000953674,305.65,2.9000000953674316,2.3985157012939453,2.9000000953674316,11.61124357
2017-06-16,2017-06-23,307.8870259523392,309.25,306.0,3.25,1.8870259523391724,3.25,11.68553629
2017-06-19,2017-06-26,310.5977819442749,310.55,307.8,2.75,2.7977819442749023,2.75,11.73564984
