date_base,date_pred,index_pred,index_real,index_today,loss_profits,prediction,real,std
2017-05-16,2017-08-15,300.00680059194565,304.59999990463257,299.25,5.349999904632568,0.7568005919456482,5.349999904632568,5.7148547579999995
2017-05-17,2017-08-16,294.00769662857056,306.25,299.5,-6.75,-5.492303371429443,6.75,5.5839999360000006
2017-05-18,2017-08-17,294.3959783554077,307.9,298.65,-9.25,-4.254021644592285,9.25,5.406939763
2017-05-19,2017-08-18,295.1391851902008,307.75,298.25,-9.5,-3.1108148097991943,9.5,5.206907395
2017-05-22,2017-08-21,298.14125046730044,307.04999980926516,300.6,-6.449999809265137,-2.458749532699585,6.449999809265137,5.080547366
2017-05-23,2017-08-22,301.21949981451036,308.70000009536744,301.05,7.650000095367432,0.16949981451034546,7.650000095367432,4.949270537
2017-05-24,2017-08-23,304.2656198978424,308.5999998092651,301.9,6.699999809265137,2.3656198978424072,6.699999809265137,4.83709723
2017-05-25,2017-08-24,310.7750177383423,310.09999990463257,305.5,4.599999904632568,5.275017738342285,4.599999904632568,4.795610974
2017-05-26,2017-08-25,312.59699020385744,310.25000009536745,307.35,2.9000000953674316,5.246990203857422,2.9000000953674316,4.77821554
2017-05-29,2017-08-28,308.8958740711212,308.19999997615815,306.8,1.399999976158142,2.095874071121216,1.399999976158142,4.763677424
2017-05-30,2017-08-29,310.9744649887085,307.1499999523163,304.35,2.799999952316284,6.624464988708496,2.799999952316284,4.717968668999999
2017-05-31,2017-08-30,311.5217712402344,309.0000000476837,305.05,3.950000047683716,6.471771240234375,3.950000047683716,4.668919198999999
2017-06-01,2017-08-31,310.8832363128662,306.65,304.15,2.5,6.733236312866211,2.5,4.62348039
2017-06-02,2017-09-01,313.25936222076416,306.2999999523163,307.75,-1.4500000476837158,5.50936222076416,-1.4500000476837158,4.642003955
2017-06-05,2017-09-04,314.997819519043,303.50000009536745,307.6,-4.099999904632568,7.397819519042969,-4.099999904632568,4.713492678
2017-06-06,2017-09-05,316.46927032470705,302.6999999046326,307.6,-4.900000095367432,8.869270324707031,-4.900000095367432,4.8028090489999995
2017-06-07,2017-09-06,315.96945610046384,302.3000000953674,305.4,-3.0999999046325684,10.569456100463867,-3.0999999046325684,4.870798855
2017-06-08,2017-09-07,320.4994482040405,306.2000000119209,306.65,-0.44999998807907104,13.849448204040527,-0.44999998807907104,4.87683915
2017-06-09,2017-09-08,321.40186767578126,306.2500000476837,308.55,-2.299999952316284,12.85186767578125,-2.299999952316284,4.9002955660000005
2017-06-12,2017-09-11,320.1083658218384,309.2500000476837,305.3,3.950000047683716,14.808365821838379,3.950000047683716,4.858193045
2017-06-13,2017-09-12,323.0884464263916,309.20000009536744,307.05,2.1500000953674316,16.0384464263916,2.1500000953674316,4.840698853
2017-06-14,2017-09-13,323.2236961364746,308.5499999761581,307.4,1.149999976158142,15.82369613647461,1.149999976158142,4.830663152
2017-06-15,2017-09-14,321.0117191314697,310.24999990463255,305.65,4.599999904632568,15.361719131469727,4.599999904632568,4.789271238
2017-06-16,2017-09-15,322.03474044799805,311.19999980926514,306.0,5.199999809265137,16.034740447998047,5.199999809265137,4.751880573999999
2017-06-19,2017-09-18,322.41065483093263,316.6999996185303,307.8,8.899999618530273,14.610654830932617,8.899999618530273,4.791113444
2017-06-20,2017-09-19,320.2464729309082,316.04999980926516,308.1,7.949999809265137,12.146472930908203,7.949999809265137,4.81804164
2017-06-21,2017-09-20,323.07960205078126,315.8,306.8,9.0,16.27960205078125,9.0,4.822013947
2017-06-22,2017-09-21,326.5323169708252,316.05,308.55,7.5,17.982316970825195,7.5,4.846478822
2017-06-23,2017-09-22,319.80173683166504,313.75,309.25,4.5,10.551736831665039,4.5,4.84817484
2017-06-26,2017-09-25,321.54009227752687,313.8,310.55,3.25,10.990092277526855,3.25,4.855839194
2017-06-27,2017-09-26,319.01463613510134,311.7999999880791,311.1,0.699999988079071,7.914636135101318,0.699999988079071,4.855787213999999
2017-06-28,2017-09-27,321.7309322357178,311.39999997615814,310.25,1.149999976158142,11.480932235717773,1.149999976158142,4.853335738
2017-06-29,2017-09-28,322.94705829620364,311.6,312.35,-0.75,10.597058296203613,-0.75,4.852165456
2017-06-30,2017-09-29,323.1745040893555,314.3,311.55,2.75,11.624504089355469,2.75,4.864717336
2017-07-03,2017-10-02,322.7024175643921,314.29999990463256,311.95,2.3499999046325684,10.75241756439209,2.3499999046325684,4.876628548999999
2017-07-04,2017-10-03,319.1532796859741,314.3000000953674,309.65,4.650000095367432,9.503279685974121,4.650000095367432,4.8822296
2017-07-05,2017-10-04,320.7090135574341,314.30000004768374,311.1,3.200000047683716,9.609013557434082,3.200000047683716,4.89287674
2017-07-06,2017-10-05,319.0878044128418,314.30000004768374,311.1,3.200000047683716,7.987804412841797,3.200000047683716,4.902998739
2017-07-07,2017-10-06,319.93827533721924,314.30000019073486,310.25,4.050000190734863,9.688275337219238,4.050000190734863,4.909586629
2017-07-10,2017-10-09,318.26377897262574,314.3,310.8,3.5,7.463778972625732,3.5,4.917685656000001
2017-07-11,2017-10-10,317.7472741127014,320.1499998092651,312.7,7.449999809265137,5.047274112701416,7.449999809265137,5.023503413
2017-07-12,2017-10-11,317.8202758789063,323.2499996185303,312.6,10.649999618530273,5.22027587890625,10.649999618530273,5.214620603
2017-07-13,2017-10-12,317.80120556354524,325.65000038146974,316.55,9.100000381469727,1.251205563545227,9.100000381469727,5.451959444
2017-07-14,2017-10-13,320.65288825035094,325.3000003814697,316.7,8.600000381469727,3.952888250350952,8.600000381469727,5.661527233999999
2017-07-17,2017-10-16,322.96539783477783,325.5,317.5,8.0,5.465397834777832,8.0,5.85768777
2017-07-18,2017-10-17,322.61224298477174,325.8,318.05,7.75,4.5622429847717285,7.75,6.047734795
2017-07-19,2017-10-18,323.2433950424194,325.8500000953674,318.7,7.150000095367432,4.543395042419434,7.150000095367432,6.222146878999999
2017-07-20,2017-10-19,318.9315799236298,324.1,319.6,-4.5,-0.6684200763702393,4.5,6.323733626
2017-07-21,2017-10-20,320.1436601042748,326.25000009536745,321.1,-5.150000095367432,-0.9563398957252502,5.150000095367432,6.45987309
2017-07-24,2017-10-23,319.9473206996918,327.05000019073486,321.25,-5.800000190734863,-1.3026793003082275,5.800000190734863,6.6151943939999995
2017-07-25,2017-10-24,321.94941463470457,326.5500000953674,319.65,6.900000095367432,2.29941463470459,6.900000095367432,6.7771174489999995
2017-07-26,2017-10-25,321.3078152656555,326.75000019073485,318.95,7.800000190734863,2.3578152656555176,7.800000190734863,6.949258659
2017-07-27,2017-10-26,320.1382713079453,323.75000009536745,319.85,3.9000000953674316,0.28827130794525146,3.9000000953674316,7.023866166
