date_base,date_pred,index_pred,index_real,index_today,loss_profits,prediction,real,std,index_pred,index_pred,index_pred,index_pred,¾Ó»óºí,profit ,0.716363636
2018-03-16,2018-06-15,319.5861425,309.1999998,322,12.80000019,-2.41385746,-12.80000019,3.301953821,315.5459995,321.7100163,315.1767478,314.2404113,317.2518635,12.80000019,
2018-03-19,2018-06-18,318.753663,305.85,319.85,14,-1.096336961,-14,3.442615425,320.5090816,323.7822829,318.7007278,314.2090951,319.1909701,14,
2018-03-20,2018-06-19,317.5084761,301.3499992,321.3,19.95000076,-3.791523933,-19.95000076,3.740512036,319.2371128,323.9244318,315.706363,312.7951105,317.8342988,19.95000076,
2018-03-21,2018-06-20,319.9656161,304.2000004,321.6,17.39999962,-1.634383917,-17.39999962,3.852936255,319.1340626,323.7299822,315.505992,310.9179579,317.8507222,17.39999962,
2018-03-22,2018-06-21,318.1821743,300.7499996,322.1,21.35000038,-3.917825699,-21.35000038,4.083849964,321.2396928,326.3345343,319.7228611,313.8495222,319.8657569,21.35000038,
2018-03-23,2018-06-22,326.0648794,303.6500001,311.5,-7.849999905,14.56487942,-7.849999905,4.270952734,325.4856424,329.9275227,326.3594847,324.9399128,326.5554884,-7.849999905,
2018-03-26,2018-06-25,329.1187363,303.25,314.5,-11.25,14.61873627,-11.25,4.469073482,324.6799603,330.3318701,327.7385025,323.8416061,327.142135,-11.25,
2018-03-27,2018-06-26,324.2039484,302.4,315.15,-12.75,9.053948402,-12.75,4.679889078,315.6142237,325.3399872,317.7566718,313.2323444,319.2294351,-12.75,
2018-03-28,2018-06-27,319.3548903,301.5499996,310.65,-9.100000381,8.704890251,-9.100000381,4.898046731,320.1997522,323.6120228,319.5801777,318.4780821,320.244985,-9.100000381,
2018-03-29,2018-06-28,315.3358203,299.0999996,314.45,-15.35000038,0.885820329,-15.35000038,5.20590537,317.6610291,324.1901714,317.4225027,314.0944155,317.7407878,-15.35000038,
2018-03-30,2018-06-29,315.8180471,299.9999998,314.55,-14.55000019,1.268047094,-14.55000019,5.451422053,310.9525023,320.0876511,313.5748365,308.3312095,313.7528493,14.55000019,
2018-04-02,2018-07-02,308.2929632,292.9000008,313.45,20.54999924,-5.157036781,-20.54999924,5.989417551,305.34326,312.8790118,305.2076685,303.4324066,307.031062,20.54999924,
2018-04-03,2018-07-03,307.1681531,293.7500008,312.8,19.04999924,-5.631846905,-19.04999924,6.429470534,306.5370796,313.4624728,305.8637021,306.1862271,307.8435269,19.04999924,
2018-04-04,2018-07-04,307.1275264,292.55,307.55,15,-0.42247358,-15,6.857853794,304.9228015,311.2723585,304.8532312,304.7883769,306.5928589,15,
2018-04-05,2018-07-05,308.5587422,291.9999992,312.95,20.95000076,-4.391257763,-20.95000076,7.294615539,303.1955359,312.7734013,305.1146256,302.1805603,306.3645731,20.95000076,
2018-04-06,2018-07-06,308.4163417,293.5999996,311.2,17.60000038,-2.783658266,-17.60000038,7.6342921,306.1287915,312.385998,305.1342108,308.2811245,308.0692933,17.60000038,
2018-04-09,2018-07-09,310.9867287,296.2499992,312.95,16.70000076,-1.96327126,-16.70000076,7.861824448,307.6679694,316.4973812,307.4280393,309.5707416,310.430172,16.70000076,
2018-04-10,2018-07-10,311.7832943,296.95,313.45,16.5,-1.666705728,-16.5,8.05300365,306.389919,315.2801251,306.0975072,307.2806193,309.366293,16.5,
2018-04-11,2018-07-11,312.0458445,295.3000004,312.45,17.14999962,-0.404155493,-17.14999962,8.281588201,307.0876271,314.997076,306.6305434,310.3090174,310.2140217,17.14999962,
2018-04-12,2018-07-12,312.0677341,296,311.75,-15.75,0.317734122,-15.75,8.478748391,306.1379485,312.5731102,307.4690671,308.189513,309.2874746,15.75,
2018-04-13,2018-07-13,316.704669,299.0999996,314.45,-15.35000038,2.254668951,-15.35000038,8.579269934,307.6174666,316.7449302,309.9586727,309.2388408,312.0529159,15.35000038,
2018-04-16,2018-07-16,309.5853847,298.1999996,314.3,16.10000038,-4.714615345,-16.10000038,8.691649673,304.7939089,314.2636053,305.4465168,305.7693546,307.971754,16.10000038,
2018-04-17,2018-07-17,310.1456827,297.3500008,314.4,17.04999924,-4.254317284,-17.04999924,8.812725925,308.0792369,316.3371481,309.5869226,310.2947101,310.8887401,17.04999924,
2018-04-18,2018-07-18,310.9971181,297.0500008,317.6,20.54999924,-6.602881908,-20.54999924,8.893910852,309.5231291,315.3741945,305.0208755,306.4005705,309.4631775,20.54999924,
2018-04-19,2018-07-19,305.1374969,296.0499992,319,22.95000076,-13.86250305,-22.95000076,8.962344972,306.249135,312.5809593,304.2753792,301.1841412,305.8854223,22.95000076,
accuracy, RMSE,,,,,,,,,,,,,,
0.658181818,12.737409,,,,,,,,,,,,,,
