date,index1,index2,loss_profits,pred_date,prediction,real,0.841004184,이동펴균,std,,BT,BB,예측지수 ,실재지수,기준일 이동평균,기준일 std,추정 예측,date
2018-04-23,317.1,315.1,-2.000000001,2018-05-21,0.366748661,-0.533656657,,316.51,2.642148249,2018-05-21,321.7942965,311.2257035,317.4790043,315.1,313.855,2.617949177,314.8151294,2018-04-23
2018-04-24,315.35,315.1,-0.250000012,2018-05-22,0.950067282,-0.527655423,,316.4975,2.648508766,2018-05-22,321.7945175,311.2004825,319.0137615,315.1,313.865,2.623532171,316.3575321,2018-04-24
2018-04-25,312.95,317.15,4.199999985,2018-05-23,1.054966331,0.175902545,,316.7075,2.515597397,2018-05-23,321.7386948,311.6763052,319.3613706,317.15,313.98,2.523698205,316.6424166,2018-04-25
2018-04-26,317.45,316.55,0.900000004,2018-05-24,0.253737509,-0.044826809,,316.6625,2.509658972,2018-05-24,321.6818179,311.6431821,317.2992946,316.55,314.13,2.639597258,314.7997648,2018-04-26
2018-04-27,320.15,317.3,2.849999966,2018-05-25,0.120576538,0.327908784,,316.52,2.378710398,2018-05-25,321.2774208,311.7625792,316.8068167,317.3,314.41,2.96362154,314.7673432,2018-04-27
2018-04-30,321.65,318.1,3.550000049,2018-05-28,-0.707707286,0.840592742,,316.3425,2.090786493,2018-05-28,320.524073,312.160927,314.8628352,318.1,314.82,3.36398886,312.4392806,2018-04-30
2018-05-01,321.65,314.9,6.749999965,2018-05-29,-0.776929855,-0.651309013,,316.005,1.696583254,2018-05-29,319.3981665,312.6118335,314.6868738,314.9,315.2625,3.653868714,312.4237003,2018-05-01
2018-05-02,319.75,307.5500001,12.19999994,2018-05-30,-0.382812619,-3.341771126,,315.395,2.347557521,2018-05-30,320.090115,310.699885,314.4963254,307.5500001,315.8725,3.299739822,314.609318,2018-05-02
2018-05-03,318,309.15,8.849999973,2018-05-31,-0.602549434,-2.193078041,,314.9525,2.645824665,2018-05-31,320.2441493,309.6608507,313.3582598,309.15,316.125,3.257279297,314.1623282,2018-05-03
2018-05-04,316.45,311.4000001,5.049999891,2018-06-01,-0.307864755,-1.206641912,,314.7,2.734862644,2018-06-01,320.1697253,309.2302747,313.8580322,311.4000001,316.3875,3.04405698,315.4503421,2018-05-04
2018-05-07,316.45,313.15,3.30000003,2018-06-04,-0.436659157,-0.508583903,,314.535,2.723247867,2018-06-04,319.9814957,309.0885043,313.3458689,313.15,316.5625,2.934678096,315.2810459,2018-05-07
2018-05-08,314.05,313.75,0.299999988,2018-06-05,-0.543240666,-0.282373607,,314.52,2.726883704,2018-06-05,319.9737674,309.0662326,313.0386459,313.75,316.5925,2.904093073,315.0148785,2018-05-08
2018-05-09,314.05,313.75,0.299999994,2018-06-06,-0.48923105,-0.276513427,,314.505,2.73042796,2018-06-06,319.9658559,309.0441441,313.1691899,313.75,316.6725,2.804295343,315.3005516,2018-05-09
2018-05-10,315.85,316.85,-0.99999998,2018-06-07,0.450056255,0.829931736,,314.555,2.76528765,2018-06-07,320.0855753,309.0244247,315.799535,316.85,316.8775,2.565175433,318.0319732,2018-05-10
2018-05-11,317.65,313.3,4.350000017,2018-06-08,-0.839014173,-0.387306035,,314.3375,2.678760269,2018-06-08,319.6950205,308.9799795,312.0899822,313.3,317.0375,2.504883388,314.9358673,2018-05-11
2018-05-14,316.85,316.15,0.700000031,2018-06-11,-0.255687624,0.69753617,,314.3025,2.648608125,2018-06-11,319.5997163,309.0052838,313.6252837,316.15,317.165,2.421727309,316.5457943,2018-05-14
2018-05-15,313.75,315.65,-1.899999962,2018-06-12,-0.541221797,0.470548034,,314.3975,2.661789811,2018-06-12,319.7210796,309.0739204,312.9568813,315.65,317.1325,2.464766189,315.7985148,2018-05-15
2018-05-16,314.9,315.65,-0.750000038,2018-06-13,-0.279608876,0.454291463,,314.435,2.674494542,2018-06-13,319.7839891,309.0860109,313.6871876,315.65,316.9975,2.511315183,316.295314,2018-05-16
2018-05-17,313.4,310.3999999,3.000000145,2018-06-14,-0.509153664,-1.379624605,,314.285,2.815983515,2018-06-14,319.916967,308.653033,312.8512317,310.3999999,316.7175,2.58733123,315.4001508,2018-05-17
2018-05-18,314.75,309.1999999,5.550000121,2018-06-15,-0.09191741,-1.585138321,,314.0075,3.032858431,2018-06-15,320.0732169,307.9417831,313.7287275,309.1999999,316.61,2.623757851,316.368831,2018-05-18
2018-05-21,315.1,305.8500001,9.249999921,2018-06-18,0.206046134,-2.184123278,,313.545,3.523152745,2018-06-18,320.5913055,306.4986945,314.270932,305.8500001,316.51,2.642148249,317.0544044,2018-05-21
2018-05-22,315.1,301.3500001,13.7499999,2018-06-19,-0.141369566,-2.59828043,,312.8575,4.428890648,2018-06-19,321.7152813,303.9997187,312.2313897,301.3500001,316.4975,2.648508766,316.1230815,2018-05-22
2018-05-23,317.15,304.1999999,12.95000007,2018-06-20,-0.185762778,-1.701990008,,312.21,4.706255635,2018-06-20,321.6225113,302.7974887,311.3357529,304.1999999,316.7075,2.515597397,316.2401956,2018-05-23
2018-05-24,316.55,300.7500006,15.79999944,2018-06-21,0.008422507,-2.037925005,,311.42,5.235717414,2018-06-21,321.8914348,300.9485652,311.4640979,300.7500006,316.6625,2.509658972,316.6836376,2018-05-24
2018-05-25,317.3,303.6500001,13.64999986,2018-06-22,0.232492059,-1.332758904,,310.7375,5.31791597,2018-06-22,321.3733319,300.1016681,311.9738732,303.6500001,316.52,2.378710398,317.0730313,2018-05-25
2018-05-28,318.1,303.25,14.84999995,2018-06-25,0.22637926,-1.27931726,,309.995,5.272343432,2018-06-25,320.5396869,299.4503131,311.1885492,303.25,316.3425,2.090786493,316.8158107,2018-05-28
2018-05-29,314.9,302.4000003,-12.49999969,2018-06-26,1.102918267,-1.290825725,,309.37,5.399644238,2018-06-26,320.1692885,298.5707115,315.3253663,302.4000003,316.005,1.696583254,317.8761927,2018-05-29
2018-05-30,307.55,301.5500001,-5.999999866,2018-06-27,0.115820877,-1.327172041,,309.07,5.666183158,2018-06-27,320.4023663,297.7376337,309.7262623,301.5500001,315.395,2.347557521,315.6668962,2018-05-30
2018-05-31,309.15,299.1000001,10.04999992,2018-06-28,-0.498882055,-1.554953575,,308.5675,6.088606162,2018-06-28,320.7447123,296.3902877,305.5300036,299.1000001,314.9525,2.645824665,313.6325456,2018-05-31
2018-06-01,311.4,300.0000002,11.39999976,2018-06-29,-0.827850282,-1.261835217,,307.9975,6.337990612,2018-06-29,320.6734812,295.3215188,302.7505927,300.0000002,314.7,2.734862644,312.4359432,2018-06-01
2018-06-04,313.15,292.8999999,20.25000006,2018-07-02,-0.430663943,-1.998117805,,306.985,7.049133952,2018-07-02,321.0832679,292.8867321,303.9491922,292.8999999,314.535,2.723247867,313.3621953,2018-06-04
2018-06-05,313.75,293.7499998,20.00000017,2018-07-03,-0.184931725,-1.643086076,,305.985,7.446353753,2018-07-03,320.8777075,291.0922925,304.607933,293.7499998,314.52,2.726883704,314.0157127,2018-06-05
2018-06-06,313.75,292.5499996,21.20000043,2018-07-04,0.189818159,-1.589782357,,304.925,7.78408464,2018-07-04,320.4931693,289.3568307,306.4025606,292.5499996,314.505,2.73042796,315.0232848,2018-06-06
2018-06-07,316.85,292.0000001,24.84999994,2018-07-05,0.284029812,-1.504762173,,303.6825,7.763685285,2018-07-05,319.2098706,288.1551294,305.8876181,292.0000001,314.555,2.76528765,315.3404241,2018-06-07
