date,index1,index2,loss_profits,pred_date,prediction,real,0.627615063,8.533333348,-8.625280875,,예측지수 ,BT,BB,,
2018-04-09,312.95,316.45,3.499999953,2018-05-07,2.374330759,0.72680676,,316.5625,2.934678096,,319.9178965,322.4318562,310.6931438,1,1
2018-04-10,313.45,314.05,0.600000009,2018-05-08,3.46242094,0.128042713,,316.5925,2.904093073,,323.5051927,322.4006861,310.7843139,0,0
2018-04-11,312.45,314.0499999,1.599999941,2018-05-09,4.205748558,0.352438599,,316.6725,2.804295343,,324.2441611,322.2810907,311.0639093,0,0
2018-04-12,311.75,315.85,4.100000032,2018-05-10,3.851517916,0.965718746,,316.8775,2.565175433,,321.6298191,322.0078509,311.7471491,1,1
2018-04-13,314.45,317.65,3.200000015,2018-05-11,2.745838642,0.821848571,,317.0375,2.504883388,,321.3280056,322.0472668,312.0277332,1,1
2018-04-16,314.3,316.8499999,2.549999939,2018-05-14,4.192926884,0.693104625,,317.165,2.421727309,,324.4541255,322.0084546,312.3215454,0,0
2018-04-17,314.4,313.75,-0.649999989,2018-05-15,3.532371283,-0.198462993,,317.1325,2.464766189,,323.1064693,322.0620324,312.2029676,0,0
2018-04-18,317.6,314.9000001,-2.699999924,2018-05-16,1.334286928,-0.940205276,,316.9975,2.511315183,,320.950815,322.0201304,311.9748696,1,0
2018-04-19,319,313.3999999,-5.600000144,2018-05-17,1.452895761,-2.294462442,,316.7175,2.58733123,,322.7591226,321.8921625,311.5428375,0,0
2018-04-20,316.9,314.75,-2.150000022,2018-05-18,1.629423976,-0.856339097,,316.61,2.623757851,,321.1752139,321.8575157,311.3624843,1,0
2018-04-23,317.1,315.1,-2.000000037,2018-05-21,2.213288784,-0.763956785,,316.51,2.642148249,,322.9478371,321.7942965,311.2257035,0,0
2018-04-24,315.35,315.1,-0.25000001,2018-05-22,2.425619364,-0.095291384,,316.4975,2.648508766,,321.7742741,321.7945175,311.2004825,1,0
2018-04-25,312.95,317.1500001,4.200000096,2018-05-23,4.161527634,1.664224386,,316.7075,2.515597397,,323.4187281,321.7386948,311.6763052,0,0
2018-04-26,317.45,316.55,-0.899999981,2018-05-24,2.425880194,-0.340961099,,316.6625,2.509658972,,323.538132,321.6818179,311.6431821,0,0
2018-04-27,320.15,317.2999999,-2.850000081,2018-05-25,0.570905387,-0.961661279,,316.52,2.378710398,,321.5080186,321.2774208,311.7625792,0,0
2018-04-30,321.65,318.0999998,3.550000191,2018-05-28,-0.966648519,-1.055294871,,316.3425,2.090786493,,319.6289443,320.524073,312.160927,1,1
2018-05-01,321.65,314.8999999,6.750000073,2018-05-29,-1.402708888,-1.847357035,,316.005,1.696583254,,319.2701876,319.3981665,312.6118335,1,1
2018-05-02,319.75,307.5500003,12.19999967,2018-05-30,-0.197750196,-3.697261095,,315.395,2.347557521,,319.28577,320.090115,310.699885,1,1
2018-05-03,318,309.1500001,8.849999917,2018-05-31,-0.751051545,-2.716991425,,314.9525,2.645824665,,316.0128493,320.2441493,309.6608507,1,1
2018-05-04,316.45,311.4000001,5.049999929,2018-06-01,-0.67613548,-1.658970237,,314.7,2.734862644,,314.6008623,320.1697253,309.2302747,1,1
2018-05-07,316.45,313.1499999,3.300000146,2018-06-04,-0.589932561,-1.124484539,,314.535,2.723247867,,314.8434674,319.9814957,309.0885043,1,1
2018-05-08,314.05,313.75,-0.299999991,2018-06-05,0.360386968,-0.103302471,,314.52,2.726883704,,315.0327334,319.9737674,309.0662326,1,0
2018-05-09,314.05,313.75,-0.299999994,2018-06-06,0.040249187,-0.106978744,,314.505,2.73042796,,314.1598975,319.9658559,309.0441441,1,0
2018-05-10,315.85,316.85,0.999999981,2018-06-07,0.718691945,0.389836878,,314.555,2.76528765,,317.83739,320.0855753,309.0244247,1,1
2018-05-11,317.65,313.3,4.350000005,2018-06-08,-1.428730845,-1.73660779,,314.3375,2.678760269,,313.8227726,319.6950205,308.9799795,1,1
2018-05-14,316.85,316.15,0.700000021,2018-06-11,-0.125095099,-0.289049894,,314.3025,2.648608125,,316.5186721,319.5997163,309.0052838,1,1
2018-05-15,313.75,315.65,-1.899999989,2018-06-12,-1.599219918,0.770864189,,314.3975,2.661789811,,309.4932127,319.7210796,309.0739204,1,0
2018-05-16,314.9,315.65,0.750000005,2018-06-13,0.507973075,0.298648298,,314.435,2.674494542,,316.2585712,319.7839891,309.0860109,1,1
2018-05-17,313.4,310.3999999,-3.000000082,2018-06-14,0.151582837,-1.15949595,,314.285,2.815983515,,313.8268548,319.916967,308.653033,1,0
2018-05-18,314.75,309.2000002,5.549999794,2018-06-15,-0.911183536,-2.115286589,,314.0075,3.032858431,,311.9865093,320.0732169,307.9417831,1,1
2018-05-21,315.1,305.8499998,-9.250000194,2018-06-18,0.860782981,-3.500939131,,313.545,3.523152745,,318.1326699,320.5913055,306.4986945,1,0
2018-05-22,315.1,301.3499998,-13.75000023,2018-06-19,0.50277251,-5.1916008,,312.8575,4.428890648,,317.3267245,321.7152813,303.9997187,1,0
2018-05-23,317.15,304.2000003,-12.94999972,2018-06-20,0.029014627,-5.147882462,,312.21,4.706255635,,317.2865503,321.6225113,302.7974887,1,0
2018-05-24,316.55,300.7499997,-15.80000034,2018-06-21,1.897278666,-6.295676231,,311.42,5.235717414,,326.483615,321.8914348,300.9485652,0,0
2018-05-25,317.3,303.6500004,-13.64999965,2018-06-22,1.121246576,-5.73840332,,310.7375,5.31791597,,323.2626951,321.3733319,300.1016681,0,0
2018-05-28,318.1,303.2499996,-14.85000041,2018-06-25,0.431779832,-7.102590561,,309.995,5.272343432,,320.3764916,320.5396869,299.4503131,1,0
2018-05-29,314.9,302.4000001,-12.49999994,2018-06-26,1.462135434,-7.367749214,,309.37,5.399644238,,322.7950112,320.1692885,298.5707115,0,0
2018-05-30,307.55,301.5500001,-5.999999921,2018-06-27,2.046637774,-2.555847883,,309.07,5.666183158,,319.1466245,320.4023663,297.7376337,1,0
2018-05-31,309.15,299.1000001,10.04999988,2018-06-28,-0.884081423,-3.798437595,,308.5675,6.088606162,,303.7671764,320.7447123,296.3902877,1,1
2018-06-01,311.4,300.0000004,11.39999962,2018-06-29,-0.010659317,-4.168399334,,307.9975,6.337990612,,311.3324413,320.6734812,295.3215188,1,1
2018-06-04,313.15,292.9000006,-20.24999937,2018-07-02,0.719404757,-7.435973644,,306.985,7.049133952,,318.2211805,321.0832679,292.8867321,1,0
2018-06-05,313.75,293.7499996,-20.00000041,2018-07-03,0.15396367,-7.334379673,,305.985,7.446353753,,314.896468,320.8777075,291.0922925,1,0
2018-06-06,313.75,292.5500005,-21.19999946,2018-07-04,1.268578887,-7.764350414,,304.925,7.78408464,,323.6247254,320.4931693,289.3568307,0,0
2018-06-07,316.85,291.9999989,-24.85000107,2018-07-05,0.95963043,-8.98640728,,303.6825,7.763685285,,324.3002686,319.2098706,288.1551294,0,0
,,,,,,,,,,,,,,,0.493723849
