date,index1,index2,loss_profits,pred_date,prediction,real,0.631799163,8.397019863,-8.676436771,23.00000014,-24.84999977,,,예측지수,실재지수
2018-05-14,316.85,316.15,-0.700000012,2018-06-11,-0.022944354,-0.419122338,,,,317.165,2.421727309,,2018-06-11,317.109435,316.15
2018-05-15,313.75,315.6500001,1.900000054,2018-06-12,-1.150766015,-0.601476908,,,,317.1325,2.464766189,,2018-06-12,314.2961308,315.6500001
2018-05-16,314.9,315.65,0.749999988,2018-06-13,-0.111878961,-0.536571443,,,,316.9975,2.511315183,,2018-06-13,316.7165367,315.65
2018-05-17,313.4,310.3999998,-3.000000188,2018-06-14,0.511336863,-2.441705227,,,,316.7175,2.58733123,,2018-06-14,318.0404978,310.3999998
2018-05-18,314.75,309.2000002,5.54999981,2018-06-15,-1.004470348,-2.824193478,,,,316.61,2.623757851,,2018-06-15,313.974513,309.2000002
2018-05-21,315.1,305.8500006,-9.249999408,2018-06-18,0.988704622,-4.03459549,,,,316.51,2.642148249,,2018-06-18,319.1223042,305.8500006
2018-05-22,315.1,301.3500005,-13.74999945,2018-06-19,0.019540273,-5.719255924,,,,316.4975,2.648508766,,2018-06-19,316.5492526,301.3500005
2018-05-23,317.15,304.1999998,12.95000018,2018-06-20,-0.93966943,-4.971980095,,,,316.7075,2.515597397,,2018-06-20,314.34367,304.1999998
2018-05-24,316.55,300.7500004,-15.79999959,2018-06-21,0.708159447,-6.340502739,,,,316.6625,2.509658972,,2018-06-21,318.4397387,300.7500004
2018-05-25,317.3,303.6499998,-13.65000025,2018-06-22,0.675474226,-5.410494804,,,,316.52,2.378710398,,2018-06-22,318.1267576,303.6499998
2018-05-28,318.1,303.2499998,14.85000021,2018-06-25,0.629018664,-6.2619977,,,,316.3425,2.090786493,,2018-06-25,317.6576437,303.2499998
2018-05-29,314.9,302.4000001,-12.4999999,2018-06-26,0.702953696,-8.019058228,,,,316.005,1.696583254,,2018-06-26,317.1976195,302.4000001
2018-05-30,307.55,301.5499996,-6.00000042,2018-06-27,-1.213291526,-5.897619247,,,,315.395,2.347557521,,2018-06-27,312.5467284,301.5499996
2018-05-31,309.15,299.1000001,-10.04999985,2018-06-28,-1.914579868,-5.991515636,,,,314.9525,2.645824665,,2018-06-28,309.8868574,299.1000001
2018-06-01,311.4,299.9999998,11.40000017,2018-06-29,-1.454581976,-5.375041485,,,,314.7,2.734862644,,2018-06-29,310.7219181,299.9999998
2018-06-04,313.15,292.9000003,-20.24999972,2018-07-02,0.166502401,-7.944557667,,,,314.535,2.723247867,,2018-07-02,314.9884273,292.9000003
2018-06-05,313.75,293.7500001,-19.99999991,2018-07-03,-0.017157011,-7.616753101,,,,314.52,2.726883704,,2018-07-03,314.4732148,293.7500001
2018-06-06,313.75,292.5500001,-21.19999986,2018-07-04,0.650349915,-8.040863991,,,,314.505,2.73042796,,2018-07-04,316.2807336,292.5500001
2018-06-07,316.85,292.0000002,-24.84999977,2018-07-05,1.238196611,-8.156475067,,,,314.555,2.76528765,,2018-07-05,317.9789698,292.0000002
