date,index1,index2,loss_profits,pred_date,prediction,real,,,,,예측지수 ,BT,BB,,
2017-07-10,310.8,311.4625,0.662499959,2017-08-07,1.873434424,1.022395492,,316.52,3.1866663,,316.7700103,322.8933326,310.1466674,1,1
2017-07-11,312.7,309.795,2.904999995,2017-08-08,1.414975524,0.071189173,,316.5275,3.177365468,,317.1958944,322.8822309,310.1727691,1,1
2017-07-12,312.6,305.955,-6.64499997,2017-08-09,2.605879068,-1.849175453,,316.33,3.536776707,,321.8164124,323.4035534,309.2564466,1,0
2017-07-13,316.55,301.1500003,15.39999972,2017-08-10,1.117003798,-3.922508955,,315.865,4.076508439,,321.1034754,324.0180169,307.7119831,1,1
2017-07-14,316.7,295.7850002,20.91499984,2017-08-11,-0.084178522,-6.039687634,,315.105,5.180146818,,316.2639429,325.4652936,304.7447064,1,1
2017-07-17,317.5,298.5699997,18.93000032,2017-08-14,0.232943222,-4.623044968,,314.46,5.648208845,,318.815712,325.7564177,303.1635823,1,1
2017-07-18,318.05,298.5174999,19.53250006,2017-08-15,0.027138986,-4.432731628,,313.7875,5.988714716,,318.2125276,325.7649294,301.8100706,1,1
2017-07-19,318.7,300.1124999,18.58750013,2017-08-16,-0.104337782,-3.974133015,,313.165,6.097283692,,318.0638229,325.3595674,300.9704326,1,1
2017-07-20,319.6,301.4150003,18.18499973,2017-08-17,-0.112754956,-3.487935543,,312.58,6.008007814,,318.9225673,324.5960156,300.5639844,1,1
2017-07-21,321.1,300.3574996,20.74250041,2017-08-18,0.673377872,-3.639862537,,311.9125,5.747559551,,324.9702794,323.4076191,300.4173809,0,0
2017-07-24,321.25,300.0424997,21.20750031,2017-08-21,0.601071,-3.592883825,,311.2025,5.399938474,,324.4957464,322.0023769,300.4026231,0,0
2017-07-25,319.65,303.7200001,-15.92999992,2017-08-22,1.56314683,-2.700026274,,310.655,5.041587574,,327.5307416,320.7381751,300.5718249,0,0
2017-07-26,318.95,304.7549997,-14.19500032,2017-08-23,1.119762421,-2.572755337,,310.1375,4.662246889,,324.1706089,319.4619938,300.8130062,0,0
2017-07-27,319.85,305.7299999,-14.12000012,2017-08-24,3.276492596,-2.377241373,,309.65,4.064674519,,333.167876,317.779349,301.520651,0,0
2017-07-28,312.55,313.2300001,0.680000057,2017-08-25,2.928166151,-0.566947401,,309.535,4.010482974,,324.2933605,317.5559659,301.5140341,0,0
2017-07-31,313.55,310.2600002,-3.289999816,2017-08-28,-0.227856517,-1.338219881,,309.2675,3.905639479,,312.6600746,317.078779,301.456221,1,0
2017-08-01,316.55,306.5550004,-9.994999633,2017-08-29,0.331447393,-2.509170532,,308.7975,3.530747461,,317.720257,315.8589949,301.7360051,0,0
2017-08-02,317.15,308.1075003,-9.042499712,2017-08-30,0.439957201,-2.280426979,,308.39,2.936279422,,318.4418373,314.2625588,302.5174412,0,0
2017-08-03,311.65,311.285,-0.365000017,2017-08-31,2.217159986,-1.414822817,,308.14,2.855861931,,317.9819028,313.8517239,302.4282761,0,0
2017-08-04,312.85,309.8650001,-2.98499987,2017-09-01,1.295101523,-1.959326386,,307.8125,2.655871103,,316.2896227,313.1242422,302.5007578,0,0
2017-08-07,312.9,307.1199998,-5.780000187,2017-09-04,1.0277704,-2.949791193,,307.3425,2.537263082,,315.5077239,312.4170262,302.2679738,0,0
2017-08-08,312.85,306.3775,-6.472499955,2017-09-05,1.428836584,-3.194470406,,306.835,2.388409513,,316.2626469,311.611819,302.058181,0,0
2017-08-09,308.65,309.9800002,1.330000186,2017-09-06,3.507992744,-1.795420051,,306.5175,2.550968598,,317.5987793,311.6194372,301.4155628,0,0
2017-08-10,307.25,314.815,7.564999999,2017-09-07,3.973296165,-0.257573366,,306.465,2.545899696,,317.3656135,311.5567994,301.3732006,0,0
2017-08-11,301.5,319.8550001,18.35500009,2017-09-08,3.20176816,0.916962445,,306.7025,2.264338814,,308.7498879,311.2311776,302.1738224,1,1
2017-08-14,304.6,319.11,14.51000002,2017-09-11,2.941459656,0.823269844,,306.935,2.275793673,,311.2941553,311.4865873,302.3834127,1,1
2017-08-15,304.6,318.3875001,13.78750009,2017-09-12,3.295277119,0.768111408,,307.165,2.259779915,,312.046601,311.6845598,302.6454402,0,0
2017-08-16,306.25,315.4649999,9.214999939,2017-09-13,4.365128517,0.377217144,,307.28,2.269268373,,316.1556481,311.8185367,302.7414633,0,0
2017-08-17,307.9,314.93,7.030000013,2017-09-14,2.877409697,0.391144633,,307.3975,2.362006005,,314.696459,312.121512,302.673488,0,0
2017-08-18,307.75,315.3625001,7.61250006,2017-09-15,3.874827623,0.600254774,,307.57,2.510420388,,317.4774463,312.5908408,302.5491592,0,0
2017-08-21,307.05,320.8525,13.80250001,2017-09-18,4.298451424,1.7870574,,308.0525,3.229570405,,320.9321515,314.5116408,301.5933592,0,0
2017-08-22,308.7,318.0049997,9.304999744,2017-09-19,4.881477833,1.45787406,,308.42,3.692182353,,326.7233063,315.8043647,301.0356353,0,0
2017-08-23,308.6,317.3374999,8.737499945,2017-09-20,5.105146408,1.544319749,,308.78,4.044827756,,329.2494379,316.8696555,300.6903445,0,0
2017-08-24,310.1,315.6000002,5.50000023,2017-09-21,5.083947182,1.463831902,,309.0775,4.354020374,,332.2356096,317.7855407,300.3694593,0,0
2017-08-25,310.25,313.035,2.785000028,2017-09-22,1.387318254,0.872712851,,309.2525,4.472355879,,316.4545809,318.1972118,300.3077882,1,1
2017-08-28,308.2,314.8674999,6.667499864,2017-09-25,2.135841608,1.433824062,,309.5325,4.577067407,,317.975891,318.6866348,300.3783652,1,1
2017-08-29,307.15,313.4475,6.297499989,2017-09-26,0.93820107,1.317001581,,309.765,4.567767507,,311.4354844,318.900535,300.629465,1,1
2017-08-30,309,310.7899999,1.789999926,2017-09-27,1.741019368,0.817360878,,309.885,4.578125909,,316.9706059,319.0412518,300.7287482,1,1
2017-08-31,306.65,313.09,6.440000036,2017-09-28,2.829803228,1.733277082,,310.1325,4.527555254,,319.4620905,319.1876105,301.0773895,0,0
2017-09-01,306.3,315.8125001,9.51250005,2017-09-29,3.240988016,3.012194395,,310.5325,4.524531816,,320.9639534,319.5815636,301.4834364,0,0
2017-09-04,303.5,318.1425001,14.64250006,2017-10-02,3.90639925,4.25655508,,311.0725,4.278848683,,320.2148913,319.6301974,302.5148026,0,0
2017-09-05,302.7,318.4350002,15.73500018,2017-10-03,4.153516293,4.856788635,,311.6525,3.848802787,,318.6860651,319.3501056,303.9548944,1,1
2017-09-06,302.3,318.5174996,16.21749955,2017-10-04,4.135964394,4.704095364,,312.2525,3.193681055,,315.5089511,318.6398621,305.8651379,1,1
2017-09-07,306.2,314.5650001,8.365000113,2017-10-05,1.792879224,3.181586504,,312.6575,2.88436233,,311.3713133,318.4262247,306.8887753,1,1
2017-09-08,306.25,314.7525,8.502499964,2017-10-06,2.753338814,3.55512166,,313.06,2.475915567,,313.0670344,318.0118311,308.1081689,1,1
2017-09-11,309.25,311.985,2.734999955,2017-10-09,1.370333076,2.219006062,,313.3125,2.31947561,,312.4284541,317.9514512,308.6735488,1,1
2017-09-12,309.2,318.1149995,8.914999544,2017-10-10,1.761789799,4.84560442,,313.86,2.575828942,,313.7380692,319.0116579,308.7083421,1,1
2017-09-13,308.55,321.9799995,13.42999952,2017-10-11,1.921666503,6.477858543,,314.595,3.036917585,,314.3859428,320.6688352,308.5211648,1,1
2017-09-14,310.25,322.7974998,-12.54749979,2017-10-12,0.027480757,6.519881725,,315.365,3.746651136,,310.3529608,322.8583023,307.8716977,1,0
2017-09-15,311.2,321.6699997,-10.46999971,2017-10-13,-1.262934089,5.616589069,,316.07,4.218549264,,305.8722503,324.5070985,307.6329015,0,0
2017-09-18,316.7,316.8525,-0.152500013,2017-10-16,-0.226662397,2.724820614,,316.51,4.717174667,,315.6307939,325.9443493,307.0756507,1,0
2017-09-19,316.05,318.17,-2.120000013,2017-10-17,0.138414457,2.640714645,,316.9975,5.150995688,,316.7629723,327.2994914,306.6955086,1,0
2017-09-20,315.8,318.8300002,-3.030000153,2017-10-18,-0.488298267,2.484654665,,317.5,5.50600151,,313.111429,328.512003,306.487997,1,0
2017-09-21,316.05,317.1275002,1.077500171,2017-10-19,2.044245243,1.848865986,,317.9025,5.685727167,,327.6730207,329.2739543,306.5310457,1,1
2017-09-22,313.75,321.7525004,8.002500439,2017-10-20,1.949170947,2.794947624,,318.5275,5.888648201,,325.227982,330.3047964,306.7502036,1,1
2017-09-25,313.8,322.7825,8.982500043,2017-10-23,3.198170424,2.894866705,,319.19,6.071300043,,333.2170522,331.3326001,307.0473999,0,0
2017-09-26,311.8,324.5150002,12.71500017,2017-10-24,4.521883488,3.229148626,,319.9275,6.022031372,,339.0309242,331.9715627,307.8834373,0,0
