date,index1,index2,loss_profits,pred_date,prediction,real,이동펴균,std,,real 지수,prediction 지수,BT,BB,,변화율 예측지수,조정지수,조정손익 ,예측확률,평균이익,평균손실,최대이익,최대손실,
2018-01-25,334.3,338.5047173,4.204717345,2018-04-26,0.638503194,1.257767677,314.13,2.639597258,2018-04-26,317.45,315.8153913,322.7291945,312.1708055,1,332.9917679,315.8153913,16.85,,2018-04-23,317.1,314.2521915,322.3358984,311.8641016
2018-01-26,335.95,342.4567453,6.50674529,2018-04-27,0.584199429,1.936819553,314.41,2.96362154,2018-04-27,320.15,316.141346,326.0772431,314.2227569,1,330.9216063,316.141346,15.8,,2018-04-24,315.35,315.1956127,320.5970643,310.1029357
2018-01-29,338.5,345.3726596,6.872659593,2018-04-30,0.239257634,2.030327797,314.82,3.36398886,2018-04-30,321.65,315.62486,328.3779777,314.9220223,1,345.5974835,339.5,-16.85,,2018-04-25,312.95,315.8002286,317.9973964,307.9026036
2018-01-30,333.9,339.7370633,5.837063267,2018-05-01,0.009737894,1.74814713,315.2625,3.653868714,2018-05-01,321.65,315.298081,328.9577374,314.3422626,1,338.0653776,334.9,-12.25,,2018-04-26,317.45,315.8153913,322.7291945,312.1708055
2018-01-31,334.45,338.3800975,3.930097526,2018-05-02,0.834701538,1.175092697,315.8725,3.299739822,2018-05-02,319.75,318.6267979,326.3494796,313.1505204,1,336.1360391,335.45,-14.7,,2018-04-27,320.15,316.141346,326.0772431,314.2227569
2018-02-01,333.65,335.5706021,1.920602054,2018-05-03,0.535581946,0.575633764,316.125,3.257279297,2018-05-03,318,317.86954,324.5145586,311.4854414,1,328.2822366,317.86954,15.65,,2018-04-30,321.65,339.5,328.3779777,314.9220223
2018-02-02,327.4,327.4672211,0.067221149,2018-05-04,0.365078419,0.020531811,316.3875,3.04405698,2018-05-04,316.45,317.4988195,322.538114,310.361886,1,337.090251,328.4,-10.95,,2018-05-01,321.65,334.9,328.9577374,314.3422626
2018-02-05,323,322.8761789,-0.123821073,2018-05-07,0.554041743,-0.038334697,316.5625,2.934678096,2018-05-07,316.45,318.1884342,322.3193562,310.5806438,1,343.0990272,324,-6.55,,2018-05-02,319.75,335.45,326.3494796,313.1505204
2018-02-06,317.65,314.8690109,-2.780989093,2018-05-08,1.338421464,-0.87548846,316.5925,2.904093073,2018-05-08,314.05,320.4794005,319.8581861,308.2418139,0,333.7795144,320.4794005,-3.6,,2018-05-03,318,317.86954,324.5145586,311.4854414
2018-02-07,309.5,306.6056409,-2.894359066,2018-05-09,1.048419356,-0.935172558,316.6725,2.804295343,2018-05-09,314.05,319.6125775,319.6585907,308.4414093,1,325.4970032,319.6125775,4.55,,2018-05-04,316.45,328.4,322.538114,310.361886
2018-02-08,312.5,311.2482581,-1.251741871,2018-05-10,1.395482063,-0.400557399,316.8775,2.565175433,2018-05-10,315.85,320.4571563,320.9803509,310.7196491,1,312.4804049,312.4804049,-3.35,,2018-05-07,316.45,324,322.3193562,310.5806438
2018-02-09,303.85,304.5929812,0.7429812,2018-05-11,0.01704162,0.244522363,317.0375,2.504883388,2018-05-11,317.65,317.0801873,322.6597668,312.6402332,1,315.2285838,317.0801873,13.8,,2018-05-08,314.05,320.4794005,319.8581861,308.2418139
2018-02-12,308.1,307.6992468,0.400753202,2018-05-14,-0.114576742,-0.130072445,317.165,2.421727309,2018-05-14,316.85,316.8875264,321.6934546,312.0065454,1,317.3065236,316.8875264,8.75,,2018-05-09,314.05,319.6125775,319.6585907,308.4414093
2018-02-13,311.4,307.1265296,-4.27347036,2018-05-15,0.050886743,-1.372341156,317.1325,2.464766189,2018-05-15,313.75,317.2579239,318.6795324,308.8204676,1,323.0514613,317.2579239,2.35,,2018-05-10,315.85,312.4804049,320.9803509,310.7196491
2018-02-14,314.3,311.6749044,2.625095646,2018-05-16,-0.148745179,-0.835219741,316.9975,2.511315183,2018-05-16,314.9,316.623954,319.9226304,309.8773696,1,316.302856,316.623954,0.6,,2018-05-11,317.65,317.0801873,322.6597668,312.6402332
2018-02-15,314.3,310.2700162,4.029983758,2018-05-17,-0.12743856,-1.282209277,316.7175,2.58733123,2018-05-17,313.4,316.3877742,318.5746625,308.2253375,1,313.4157603,313.4157603,0.9,,2018-05-14,316.85,316.8875264,321.6934546,312.0065454
2018-02-16,314.3,312.0719056,-2.228094352,2018-05-18,0.048443962,-0.708906889,316.61,2.623757851,2018-05-18,314.75,316.7371052,319.9975157,309.5024843,1,321.022691,316.7371052,0.45,,2018-05-15,313.75,317.2579239,318.6795324,308.8204676
2018-02-19,316.25,314.5623108,-1.687689177,2018-05-21,0.400911242,-0.533656657,316.51,2.642148249,2018-05-21,315.1,317.5692669,320.3842965,309.8157035,1,319.8849748,317.5692669,-1.15,,2018-05-16,314.9,316.623954,319.9226304,309.8773696
2018-02-20,312,310.3537151,-1.646284919,2018-05-22,0.701890826,-0.527655423,316.4975,2.648508766,2018-05-22,315.1,318.356464,320.3970175,309.8029825,1,312.911187,318.356464,3.1,,2018-05-17,313.4,313.4157603,318.5746625,308.2253375
2018-02-21,314.05,314.6024219,0.552421944,2018-05-23,0.389362067,0.175902545,316.7075,2.515597397,2018-05-23,317.15,317.6869782,322.1811948,312.1188052,1,307.962983,307.962983,-3.1,,2018-05-18,314.75,316.7371052,319.9975157,309.5024843
2018-02-22,311.85,311.7102076,-0.139792405,2018-05-24,0.599333525,-0.044826809,316.6625,2.509658972,2018-05-24,316.55,318.1666228,321.5693179,311.5306821,1,309.1984115,309.1984115,-4.7,,2018-05-21,315.1,317.5692669,320.3842965,309.8157035
2018-02-23,316.95,317.9893069,1.039306891,2018-05-25,0.108579881,0.327908784,316.52,2.378710398,2018-05-25,317.3,316.7782801,322.0574208,312.5425792,1,315.588675,316.7782801,-0.35,,2018-05-22,315.1,318.356464,320.3970175,309.8029825
2018-02-26,317.1,319.7655196,2.665519585,2018-05-28,0.306981057,0.840592742,316.3425,2.090786493,2018-05-28,318.1,316.9843318,322.281573,313.918427,1,310.933791,316.9843318,-1,,2018-05-23,317.15,307.962983,322.1811948,312.1188052
2018-02-27,315.75,313.6934918,-2.05650821,2018-05-29,0.107393853,-0.651309013,316.005,1.696583254,2018-05-29,314.9,316.1872026,318.2931665,311.5068335,1,313.6994369,313.6994369,0.85,,2018-05-24,316.55,309.1984115,321.5693179,311.5306821
2018-02-28,312.45,302.0086361,-10.44136388,2018-05-30,0.52578783,-3.341771126,315.395,2.347557521,2018-05-30,307.55,316.6293172,312.245115,302.854885,0,302.8916471,302.8916471,4.9,,2018-05-25,317.3,316.7782801,322.0574208,312.5425792
2018-03-01,312.45,305.5977277,-6.852272339,2018-05-31,0.760415912,-2.193078041,314.9525,2.645824665,2018-05-31,309.15,316.9644272,314.4416493,303.8583507,0,303.4404943,303.4404943,3.3,,2018-05-28,318.1,316.9843318,322.281573,313.918427
2018-03-02,308.15,304.4317329,-3.718267053,2018-06-01,0.686649799,-1.206641912,314.7,2.734862644,2018-06-01,311.4,316.5778929,316.8697253,305.9302747,1,307.4372236,307.4372236,-3.25,,2018-05-29,314.9,313.6994369,318.2931665,311.5068335
2018-03-05,303.85,302.3046678,-1.54533219,2018-06-04,0.555077672,-0.508583903,314.535,2.723247867,2018-06-04,313.15,316.0466141,318.5964957,307.7035043,1,303.790428,303.790428,-9.3,,2018-05-30,307.55,302.8916471,312.245115,302.854885
2018-03-06,310.3,309.4237947,-0.876205303,2018-06-05,0.786698341,-0.282373607,314.52,2.726883704,2018-06-05,313.75,316.6652349,319.2037674,308.2962326,1,301.9408043,301.9408043,-3.45,,2018-05-31,309.15,303.4404943,314.4416493,303.8583507
2018-03-07,310.45,309.5915641,-0.858435936,2018-06-06,0.693711758,-0.276513427,314.505,2.73042796,2018-06-06,313.75,316.39913,319.2108559,308.2891441,1,303.8551151,303.8551151,-3.3,,2018-06-01,311.4,307.4372236,316.8697253,305.9302747
2018-03-08,313.6,316.2026659,2.602665924,2018-06-07,0.403901994,0.829931736,314.555,2.76528765,2018-06-07,316.85,315.6719052,322.3805753,311.3194247,1,308.0717763,308.0717763,-3.25,,2018-06-04,313.15,303.790428,318.5964957,307.7035043
2018-03-09,317.1,315.8718526,-1.228147436,2018-06-08,0.742843866,-0.387306035,314.3375,2.678760269,2018-06-08,313.3,316.3274006,318.6575205,307.9424795,1,310.4717847,316.3274006,3.8,,2018-06-05,313.75,301.9408043,319.2037674,308.2962326
2018-03-12,320.1,322.3328133,2.232813282,2018-06-11,1.238916755,0.69753617,314.3025,2.648608125,2018-06-11,316.15,317.583905,321.4472163,310.8527838,1,316.0543056,317.583905,3.95,,2018-06-06,313.75,303.8551151,319.2108559,308.2891441
2018-03-13,321.5,323.0128119,1.512811928,2018-06-12,0.604134083,0.470548034,314.3975,2.661789811,2018-06-12,315.65,316.0055779,320.9735796,310.3264204,1,315.6178982,316.0055779,5.85,,2018-06-07,316.85,308.0717763,322.3805753,311.3194247
2018-03-14,321.55,323.0107742,1.460774199,2018-06-13,0.888000846,0.454291463,314.435,2.674494542,2018-06-13,315.65,316.8099534,320.9989891,310.3010109,1,311.3403936,316.8099534,5.9,,2018-06-08,313.3,316.3274006,318.6575205,307.9424795
2018-03-15,322.85,318.395882,-4.454118038,2018-06-14,0.768270493,-1.379624605,314.285,2.815983515,2018-06-14,310.4,316.448437,316.031967,304.768033,0,312.530382,316.448437,12.45,,2018-06-11,316.15,317.583905,321.4472163,310.8527838
2018-03-16,322,316.8958546,-5.104145393,2018-06-15,0.823083997,-1.585138321,314.0075,3.032858431,2018-06-15,309.2,316.5037972,315.2657169,303.1342831,0,312.7978249,316.5037972,12.8,,2018-06-12,315.65,316.0055779,320.9735796,310.3264204
2018-03-19,319.85,312.8640817,-6.985918304,2018-06-18,0.701040149,-2.184123278,313.545,3.523152745,2018-06-18,305.85,316.0148715,312.8963055,298.8036945,0,314.9550727,316.0148715,14,,2018-06-13,315.65,316.8099534,320.9989891,310.3010109
2018-03-20,321.3,312.951725,-8.348275021,2018-06-19,1.009707928,-2.59828043,312.8575,4.428890648,2018-06-19,301.35,317.329386,310.2077813,292.4922187,0,310.3747992,317.329386,19.95,,2018-06-14,310.4,316.448437,316.031967,304.768033
2018-03-21,321.6,316.1264001,-5.473599867,2018-06-20,0.639981985,-1.701990008,312.21,4.706255635,2018-06-20,304.2,315.2219188,313.6125113,294.7874887,0,300.0137422,315.2219188,17.4,,2018-06-15,309.2,316.5037972,315.2657169,303.1342831
2018-03-22,322.1,315.5358436,-6.564156441,2018-06-21,0.078803092,-2.037925005,311.42,5.235717414,2018-06-21,300.75,311.8325907,311.2214348,290.2785652,0,306.0777892,311.8325907,21.35,,2018-06-18,305.85,316.0148715,312.8963055,298.8036945
2018-03-23,311.5,307.348456,-4.151543984,2018-06-22,0.929834366,-1.332758904,310.7375,5.31791597,2018-06-22,303.65,315.682281,314.2858319,293.0141681,0,318.6615737,315.682281,-7.85,,2018-06-19,301.35,317.329386,310.2077813,292.4922187
2018-03-26,314.5,310.4765472,-4.023452782,2018-06-25,0.563614845,-1.27931726,309.995,5.272343432,2018-06-25,303.25,312.966571,313.7946869,292.7053131,1,328.9080738,315.5,-11.25,,2018-06-20,304.2,315.2219188,313.6125113,294.7874887
2018-03-27,315.15,311.0819627,4.068037271,2018-06-26,-0.56853044,-1.290825725,309.37,5.399644238,2018-06-26,302.4,306.3001379,313.1992885,291.6007115,1,311.5517975,306.3001379,12.75,,2018-06-21,300.75,311.8325907,311.2214348,290.2785652
2018-03-28,310.65,306.5271401,-4.122859945,2018-06-27,0.322367668,-1.327172041,309.07,5.666183158,2018-06-27,301.55,310.8965943,312.8823663,290.2176337,1,310.2085349,310.2085349,9.1,,2018-06-22,303.65,315.682281,314.2858319,293.0141681
2018-03-29,314.45,309.5604485,-4.889551517,2018-06-28,0.042964961,-1.554953575,308.5675,6.088606162,2018-06-28,299.1,308.8290967,311.2772123,286.9227877,1,288.4096184,308.8290967,15.35,,2018-06-25,303.25,315.5,313.7946869,292.7053131
2018-03-30,314.55,310.5808973,-3.969102677,2018-06-29,0.011039164,-1.261835217,307.9975,6.337990612,2018-06-29,300,308.0674661,312.6759812,287.3240188,1,298.0391968,308.0674661,14.55,,2018-06-26,302.4,306.3001379,313.1992885,291.6007115
2018-04-02,313.45,307.1868997,-6.263100258,2018-07-02,0.077747017,-1.998117805,306.985,7.049133952,2018-07-02,292.9,307.5330491,306.9982679,278.8017321,0,300.9230626,307.5330491,20.55,,2018-06-27,301.55,310.2085349,312.8823663,290.2176337
2018-04-03,312.8,307.6604268,5.139573245,2018-07-03,-0.101740688,-1.643086076,305.985,7.446353753,2018-07-03,293.75,305.2274028,308.6427075,278.8572925,1,299.0135375,305.2274028,19.05,,2018-06-28,299.1,308.8290967,311.2772123,286.9227877
2018-04-04,307.55,302.6606244,-4.88937564,2018-07-04,0.178930864,-1.589782357,304.925,7.78408464,2018-07-04,292.55,306.317813,308.1181693,276.9818307,1,300.8331996,306.317813,15,,2018-06-29,300,308.0674661,312.6759812,287.3240188
2018-04-05,312.95,308.2408468,4.709153219,2018-07-05,-0.005459018,-1.504762173,303.6825,7.763685285,2018-07-05,292,303.6401179,307.5273706,276.4726294,1,295.6461177,303.6401179,20.95,,2018-07-02,292.9,307.5330491,306.9982679,278.8017321
,,,,,,,319.9739562,,,,,,,0.793814433,,,,,2018-07-03,293.75,305.2274028,308.6427075,278.8572925
,,,,,,,,,,,,,,,,,,,2018-07-04,292.55,306.317813,308.1181693,276.9818307
,,,,,,,,,,,,,,,,,,,2018-07-05,292,303.6401179,307.5273706,276.4726294
