date,index1,index2,loss_profits,pred_date,prediction,real,0.547244094
2017-07-10,310.8,317.5,6.699999976,2017-07-17,0.881709039,2.155727148,
2017-07-11,312.7,318.0500002,5.35000017,2017-07-18,0.673345983,1.710905075,
2017-07-12,312.6,318.7000001,6.100000137,2017-07-19,0.648341298,1.951375604,
2017-07-13,316.55,319.6000001,-3.050000077,2017-07-20,-0.145470038,0.963512897,
2017-07-14,316.7,321.0999999,-4.399999898,2017-07-21,-0.7688241,1.389327407,
2017-07-17,317.5,321.2500001,-3.750000104,2017-07-24,-1.062036157,1.181102395,
2017-07-18,318.05,319.6499999,-1.599999907,2017-07-25,-1.370235801,0.503065526,
2017-07-19,318.7,318.95,-0.249999996,2017-07-26,-0.988264203,0.078443676,
2017-07-20,319.6,319.85,0.250000009,2017-07-27,0.269291252,0.078222781,
2017-07-21,321.1,312.5500001,8.549999932,2017-07-28,-0.283321649,-2.662721872,
2017-07-24,321.25,313.5500003,-7.699999693,2017-07-31,0.289464146,-2.396887064,
2017-07-25,319.65,316.55,-3.09999998,2017-08-01,1.405771732,-0.969810724,
2017-07-26,318.95,317.1499999,-1.800000057,2017-08-02,0.551569343,-0.564351797,
2017-07-27,319.85,311.6500003,-8.199999662,2017-08-03,1.579654932,-2.56370163,
2017-07-28,312.55,312.85,0.300000009,2017-08-04,1.958905816,0.095984645,
2017-07-31,313.55,312.9,-0.650000013,2017-08-07,0.319854885,-0.207303464,
2017-08-01,316.55,312.8499998,3.700000161,2017-08-08,-0.395037621,-1.168851733,
2017-08-02,317.15,308.6500002,-8.499999796,2017-08-09,0.422761172,-2.680119753,
2017-08-03,311.65,307.25,-4.399999985,2017-08-10,2.017735481,-1.4118402,
2017-08-04,312.85,301.5000003,-11.34999966,2017-08-11,0.587042093,-3.627936602,
2017-08-07,312.9,304.6000003,-8.299999731,2017-08-14,0.293921977,-2.65260458,
2017-08-08,312.85,304.5999998,-8.250000212,2017-08-15,0.56723237,-2.637046576,
2017-08-09,308.65,306.25,-2.400000005,2017-08-16,1.115982294,-0.777579784,
2017-08-10,307.25,307.9,0.650000003,2017-08-17,1.30998385,0.21155411,
2017-08-11,301.5,307.75,6.249999976,2017-08-18,1.659992337,2.072968483,
2017-08-14,304.6,307.05,2.450000047,2017-08-21,1.864777207,0.804333568,
2017-08-15,304.6,308.7000001,4.100000108,2017-08-22,2.441524506,1.346027613,
2017-08-16,306.25,308.5999999,2.349999938,2017-08-23,1.79502821,0.767346919,
2017-08-17,307.9,310.1,2.200000037,2017-08-24,1.450635552,0.714517713,
2017-08-18,307.75,310.2500001,2.500000078,2017-08-25,3.027111053,0.81234771,
2017-08-21,307.05,308.2,1.15,2017-08-28,3.365602493,0.374531835,
2017-08-22,308.7,307.15,-1.549999968,2017-08-29,1.900743842,-0.502105594,
2017-08-23,308.6,309,0.400000011,2017-08-30,2.065434456,0.129617631,
2017-08-24,310.1,306.6500001,-3.449999869,2017-08-31,1.908226728,-1.112544298,
2017-08-25,310.25,306.3000001,-3.949999922,2017-09-01,1.186156273,-1.273166776,
2017-08-28,308.2,303.5,-4.69999996,2017-09-04,1.282659769,-1.524983764,
2017-08-29,307.15,302.6999999,4.450000086,2017-09-05,-0.971169829,-1.448803544,
2017-08-30,309,302.2999997,6.700000319,2017-09-06,-0.334887475,-2.168284893,
2017-08-31,306.65,306.2,-0.45000002,2017-09-07,1.601022005,-0.146747112,
2017-09-01,306.3,306.25,-0.049999997,2017-09-08,0.846346736,-0.016323864,
2017-09-04,303.5,309.25,5.75000003,2017-09-11,2.307256222,1.894563437,
2017-09-05,302.7,309.1999998,6.499999803,2017-09-12,0.539469838,2.147340536,
2017-09-06,302.3,308.5500002,6.250000232,2017-09-13,0.984121323,2.06748271,
2017-09-07,306.2,310.2500002,-4.050000157,2017-09-14,-0.490520686,1.322664976,
2017-09-08,306.25,311.2000001,-4.950000122,2017-09-15,-0.473849535,1.616326571,
2017-09-11,309.25,316.7000004,-7.450000359,2017-09-18,-0.247804418,2.409054279,
2017-09-12,309.2,316.0499998,-6.849999784,2017-09-19,-0.3264094,2.215394497,
2017-09-13,308.55,315.8,-7.250000006,2017-09-20,-0.482718021,2.349700212,
2017-09-14,310.25,316.05,-5.799999979,2017-09-21,-0.403494447,1.869460106,
2017-09-15,311.2,313.7499999,-2.54999992,2017-09-22,-1.130822659,0.819408715,
2017-09-18,316.7,313.7999999,2.900000061,2017-09-25,-2.083209991,-0.915693104,
2017-09-19,316.05,311.8,4.250000012,2017-09-26,-0.056888048,-1.34472394,
2017-09-20,315.8,311.3999998,4.400000167,2017-09-27,-0.408352345,-1.393286943,
2017-09-21,316.05,311.5999998,-4.450000177,2017-09-28,0.226064175,-1.408005118,
2017-09-22,313.75,314.3,0.550000016,2017-09-29,0.755744576,0.17529881,
2017-09-25,313.8,314.3,0.500000017,2017-10-02,1.250586748,0.159337163,
2017-09-26,311.8,314.3,2.499999987,2017-10-03,1.851707816,0.801796019,
2017-09-27,311.4,314.3,2.900000033,2017-10-04,2.512530804,0.93127811,
2017-09-28,311.6,314.2999999,2.699999947,2017-10-05,2.129994154,0.86649549,
2017-09-29,314.3,314.3,0,2017-10-06,0.105588362,0,
2017-10-02,314.3,314.3,0,2017-10-09,-0.298181295,0,
2017-10-03,314.3,320.1499999,-5.849999931,2017-10-10,-0.120191611,1.861279011,
2017-10-04,314.3,323.25,8.950000003,2017-10-11,0.07108365,2.847597837,
2017-10-05,314.3,325.6499996,11.34999965,2017-10-12,0.215921357,3.611199379,
2017-10-06,314.3,325.3000002,11.00000018,2017-10-13,0.246629924,3.499840975,
2017-10-09,314.3,325.5000001,11.20000009,2017-10-16,0.352737814,3.563474417,
2017-10-10,320.15,325.8000002,5.650000178,2017-10-17,0.3944453,1.764797807,
2017-10-11,323.25,325.85,2.599999972,2017-10-18,0.30690673,0.804331005,
2017-10-12,325.65,324.1,1.549999993,2017-10-19,-0.720873833,-0.475971133,
2017-10-13,325.3,326.25,-0.949999981,2017-10-20,-2.143647909,0.292038113,
2017-10-16,325.5,327.05,-1.550000005,2017-10-23,-1.075512528,0.476190478,
2017-10-17,325.8,326.55,0.749999975,2017-10-24,0.990820169,0.230202571,
2017-10-18,325.85,326.75,0.900000019,2017-10-25,0.091479346,0.276200712,
2017-10-19,324.1,323.75,0.349999998,2017-10-26,-0.319173813,-0.10799136,
2017-10-20,326.25,326.85,0.599999998,2017-10-27,0.946114421,0.183908045,
2017-10-23,327.05,327.45,0.400000008,2017-10-30,1.011870861,0.12230546,
2017-10-24,326.55,331.05,4.499999987,2017-10-31,0.875919819,1.378043175,
2017-10-25,326.75,336.5500001,9.800000084,2017-11-01,0.820259571,2.999234915,
2017-10-26,323.75,335.0499997,11.29999966,2017-11-02,1.067082644,3.490347385,
2017-10-27,326.85,336.35,-9.500000003,2017-11-03,-0.280040979,2.906532049,
2017-10-30,327.45,334.1500002,-6.700000188,2017-11-06,-0.350262612,2.046113968,
2017-10-31,331.05,333.7499999,-2.699999922,2017-11-07,-0.37482366,0.815586746,
2017-11-01,336.55,335.25,1.299999965,2017-11-08,-0.918181181,-0.38627246,
2017-11-02,335.05,333.65,1.399999993,2017-11-09,-0.023997713,-0.41784808,
2017-11-03,336.35,332.9,-3.449999999,2017-11-10,0.137137905,-1.025717258,
2017-11-06,334.15,331.5499999,2.600000084,2017-11-13,-0.903024793,-0.778093696,
2017-11-07,333.75,331.3,2.450000013,2017-11-14,-0.660196185,-0.734082401,
2017-11-08,335.25,329.1500001,6.099999937,2017-11-15,-1.964986205,-1.81953764,
2017-11-09,333.65,331.3000001,2.34999992,2017-11-16,-2.085828781,-0.704330862,
2017-11-10,332.9,330.95,1.949999992,2017-11-17,-0.390895724,-0.585761487,
2017-11-13,331.55,329.45,-2.100000031,2017-11-20,0.279590964,-0.633388638,
2017-11-14,331.3,330.85,0.450000001,2017-11-21,-0.203753665,-0.135828555,
2017-11-15,329.15,332.5500002,-3.400000192,2017-11-22,-1.522075653,1.032963753,
2017-11-16,331.3,331.45,-0.149999996,2017-11-23,-1.479819298,0.045276184,
2017-11-17,330.95,332.25,-1.300000017,2017-11-24,-1.334883451,0.392808586,
2017-11-20,329.45,325.9,-3.550000041,2017-11-27,1.528004646,-1.077553511,
2017-11-21,330.85,327.7000001,-3.149999905,2017-11-28,1.282751322,-0.952093065,
2017-11-22,332.55,327.7,4.850000019,2017-11-29,-0.860983849,-1.45842731,
2017-11-23,331.45,322.2499997,-9.200000269,2017-11-30,0.220722944,-2.775682688,
2017-11-24,332.25,321.8500003,-10.39999969,2017-12-01,0.320111483,-3.130172968,
2017-11-27,325.9,325,-0.900000007,2017-12-04,2.754401207,-0.276158333,
2017-11-28,327.7,326.6,-1.100000045,2017-12-05,0.763098657,-0.335672885,
2017-11-29,327.7,321.6499999,-6.0500001,2017-12-06,1.531579137,-1.846200824,
2017-11-30,322.25,320.7,-1.550000047,2017-12-07,0.858160615,-0.480993032,
2017-12-01,321.85,321.4,0.450000006,2017-12-08,-0.128462031,-0.139816687,
2017-12-04,325,321.4999998,3.500000179,2017-12-11,-0.488201022,-1.076923132,
2017-12-05,326.6,320.4500001,6.149999916,2017-12-12,-0.450361311,-1.883037329,
2017-12-06,321.65,322.85,1.199999982,2017-12-13,0.680129766,0.37307632,
2017-12-07,320.7,324.2999999,3.599999916,2017-12-14,1.088680029,1.122544408,
2017-12-08,321.4,322.75,1.349999976,2017-12-15,0.730000019,0.420037329,
2017-12-11,321.5,324.1499999,2.649999913,2017-12-18,1.099896312,0.824261248,
2017-12-12,320.45,323.8500001,3.400000061,2017-12-19,1.65997386,1.061007977,
2017-12-13,322.85,323.55,0.700000008,2017-12-20,0.911264777,0.216818959,
2017-12-14,324.3,316.8500004,-7.449999639,2017-12-21,0.646047831,-2.297255516,
2017-12-15,322.75,318.4999999,-4.250000081,2017-12-22,0.2434358,-1.316808701,
