date,index1,index2,loss_profits,pred_date,prediction,real,이동펴균,std,,real 지수,prediction 지수,BT,BB,
2018-03-09,317.1,315.8718526,-1.228147436,2018-06-08,0.726371527,-0.387306035,314.3375,2.678760269,2018-06-08,313.3,316.2832752,318.6575205,307.9424795,1
2018-03-12,320.1,322.3328133,2.232813282,2018-06-11,1.264375448,0.69753617,314.3025,2.648608125,2018-06-11,316.15,317.6513351,321.4472163,310.8527838,1
2018-03-13,321.5,323.0128119,1.512811928,2018-06-12,0.603630066,0.470548034,314.3975,2.661789811,2018-06-12,315.65,316.0042364,320.9735796,310.3264204,1
2018-03-14,321.55,323.0107742,1.460774199,2018-06-13,0.967384458,0.454291463,314.435,2.674494542,2018-06-13,315.65,317.0222645,320.9989891,310.3010109,1
2018-03-15,322.85,318.395882,-4.454118038,2018-06-14,0.808730721,-1.379624605,314.285,2.815983515,2018-06-14,310.4,316.5623724,316.031967,304.768033,0
2018-03-16,322,316.8958546,-5.104145393,2018-06-15,0.875058413,-1.585138321,314.0075,3.032858431,2018-06-15,309.2,316.6614283,315.2657169,303.1342831,0
2018-03-19,319.85,312.8640817,-6.985918304,2018-06-18,0.701192975,-2.184123278,313.545,3.523152745,2018-06-18,305.85,316.01541,312.8963055,298.8036945,0
2018-03-20,321.3,312.951725,-8.348275021,2018-06-19,1.00755167,-2.59828043,312.8575,4.428890648,2018-06-19,301.35,317.3198362,310.2077813,292.4922187,0
2018-03-21,321.6,316.1264001,-5.473599867,2018-06-20,0.646725059,-1.701990008,312.21,4.706255635,2018-06-20,304.2,315.2536535,313.6125113,294.7874887,0
2018-03-22,322.1,315.5358436,6.564156441,2018-06-21,-0.004718834,-2.037925005,311.42,5.235717414,2018-06-21,300.75,311.3952935,311.2214348,290.2785652,0
2018-03-23,311.5,307.348456,-4.151543984,2018-06-22,0.916939318,-1.332758904,310.7375,5.31791597,2018-06-22,303.65,315.6137062,314.2858319,293.0141681,0
2018-03-26,314.5,310.4765472,-4.023452782,2018-06-25,0.49334389,-1.27931726,309.995,5.272343432,2018-06-25,303.25,312.5960784,313.7946869,292.7053131,1
2018-03-27,315.15,311.0819627,4.068037271,2018-06-26,-0.660842896,-1.290825725,309.37,5.399644238,2018-06-26,302.4,305.8016835,313.1992885,291.6007115,1
2018-03-28,310.65,306.5271401,-4.122859945,2018-06-27,0.339513361,-1.327172041,309.07,5.666183158,2018-06-27,301.55,310.9937449,312.8823663,290.2176337,1
2018-03-29,314.45,309.5604485,4.889551517,2018-06-28,-0.03069042,-1.554953575,308.5675,6.088606162,2018-06-28,299.1,308.3806381,311.2772123,286.9227877,1
2018-03-30,314.55,310.5808973,3.969102677,2018-06-29,-0.03129711,-1.261835217,307.9975,6.337990612,2018-06-29,300,307.7991392,312.6759812,287.3240188,1
2018-04-02,313.45,307.1868997,-6.263100258,2018-07-02,0.004542406,-1.998117805,306.985,7.049133952,2018-07-02,292.9,307.01702,306.9982679,278.8017321,0
2018-04-03,312.8,307.6604268,5.139573245,2018-07-03,-0.204104334,-1.643086076,305.985,7.446353753,2018-07-03,293.75,304.4651669,308.6427075,278.8572925,1
2018-04-04,307.55,302.6606244,-4.88937564,2018-07-04,0.115770705,-1.589782357,304.925,7.78408464,2018-07-04,292.55,305.826169,308.1181693,276.9818307,1
2018-04-05,312.95,308.2408468,4.709153219,2018-07-05,-0.044582557,-1.504762173,303.6825,7.763685285,2018-07-05,292,303.3363751,307.5273706,276.4726294,1
,,,,,,,319.9739562,,,,,,,0.788659794
