date,index1,index2,loss_profits,pred_date,prediction,real,0.519685039,4.109848485,-5.060416667
2017-09-06,302.3,308.55,-6.25,2017-09-13,-0.230604693,2.067482633,,,
2017-09-07,306.2,310.25,-4.05,2017-09-14,-0.555695474,1.322664925,,,
2017-09-08,306.25,311.2,-4.95,2017-09-15,-0.246161029,1.616326531,,,
2017-09-11,309.25,316.7,7.45,2017-09-18,0.255053103,2.409054163,,,
2017-09-12,309.2,316.05,6.85,2017-09-19,0.045891829,2.215394567,,,
2017-09-13,308.55,315.8,-7.25,2017-09-20,-0.274424851,2.349700211,,,
2017-09-14,310.25,316.05,5.8,2017-09-21,0.150696203,1.869460113,,,
2017-09-15,311.2,313.75,-2.55,2017-09-22,-0.055831954,0.81940874,,,
2017-09-18,316.7,313.8,-2.9,2017-09-25,0.508624852,-0.915693085,,,
2017-09-19,316.05,311.8,-4.25,2017-09-26,1.11258316,-1.344723936,,,
2017-09-20,315.8,311.4,-4.4,2017-09-27,0.632223248,-1.39328689,,,
2017-09-21,316.05,311.6,-4.45,2017-09-28,1.070771933,-1.408005062,,,
2017-09-22,313.75,314.3,0.55,2017-09-29,0.051850975,0.175298805,,,
2017-09-25,313.8,314.3,0.5,2017-10-02,0.815657318,0.159337157,,,
2017-09-26,311.8,314.3,2.5,2017-10-03,1.65286088,0.801796023,,,
2017-09-27,311.4,314.3,2.9,2017-10-04,1.785610557,0.931278099,,,
2017-09-28,311.6,314.3,2.7,2017-10-05,1.764944077,0.866495507,,,
2017-09-29,314.3,314.3,0,2017-10-06,1.357938409,0,,,
2017-10-02,314.3,314.3,0,2017-10-09,0.698253572,0,,,
2017-10-03,314.3,320.15,5.85,2017-10-10,0.851843894,1.861279033,,,
2017-10-04,314.3,323.25,8.95,2017-10-11,1.141160488,2.847597836,,,
2017-10-05,314.3,325.65,11.35,2017-10-12,1.298261642,3.611199491,,,
2017-10-06,314.3,325.3,11,2017-10-13,1.24871397,3.499840916,,,
2017-10-09,314.3,325.5,11.2,2017-10-16,0.814356625,3.563474388,,,
2017-10-10,320.15,325.8,5.65,2017-10-17,1.398919106,1.764797751,,,
2017-10-11,323.25,325.85,2.6,2017-10-18,1.24258852,0.804331013,,,
2017-10-12,325.65,324.1,-1.55,2017-10-19,1.01333499,-0.475971135,,,
2017-10-13,325.3,326.25,0.95,2017-10-20,0.52762121,0.292038119,,,
2017-10-16,325.5,327.05,1.55,2017-10-23,0.629960239,0.476190476,,,
2017-10-17,325.8,326.55,0.75,2017-10-24,0.591827452,0.230202578,,,
2017-10-18,325.85,326.75,0.9,2017-10-25,0.556504369,0.276200706,,,
2017-10-19,324.1,323.75,-0.35,2017-10-26,0.865658164,-0.107991361,,,
2017-10-20,326.25,326.85,0.6,2017-10-27,1.439278841,0.183908046,,,
2017-10-23,327.05,327.45,0.4,2017-10-30,1.175548792,0.122305458,,,
2017-10-24,326.55,331.05,4.5,2017-10-31,0.73446846,1.378043179,,,
2017-10-25,326.75,336.55,9.8,2017-11-01,0.93746686,2.999234889,,,
2017-10-26,323.75,335.05,11.3,2017-11-02,1.309803963,3.49034749,,,
2017-10-27,326.85,336.35,9.5,2017-11-03,0.480040431,2.906532048,,,
2017-10-30,327.45,334.15,6.7,2017-11-06,0.683380663,2.046113911,,,
2017-10-31,331.05,333.75,2.7,2017-11-07,1.031620979,0.815586769,,,
2017-11-01,336.55,335.25,-1.3,2017-11-08,0.549847007,-0.386272471,,,
2017-11-02,335.05,333.65,-1.4,2017-11-09,1.038792491,-0.417848082,,,
2017-11-03,336.35,332.9,-3.45,2017-11-10,0.750829816,-1.025717259,,,
2017-11-06,334.15,331.55,-2.6,2017-11-13,0.684454262,-0.778093671,,,
2017-11-07,333.75,331.3,-2.45,2017-11-14,0.35084039,-0.734082397,,,
2017-11-08,335.25,329.15,-6.1,2017-11-15,0.077237152,-1.819537658,,,
2017-11-09,333.65,331.3,-2.35,2017-11-16,0.065045707,-0.704330886,,,
2017-11-10,332.9,330.95,-1.95,2017-11-17,0.326730728,-0.58576149,,,
2017-11-13,331.55,329.45,-2.1,2017-11-20,0.261187971,-0.633388629,,,
2017-11-14,331.3,330.85,0.45,2017-11-21,-3.53E-05,-0.135828554,,,
2017-11-15,329.15,332.55,-3.4,2017-11-22,-0.128459558,1.032963694,,,
2017-11-16,331.3,331.45,-0.15,2017-11-23,-0.083601668,0.045276185,,,
2017-11-17,330.95,332.25,-1.3,2017-11-24,-0.553011596,0.392808581,,,
2017-11-20,329.45,325.9,3.55,2017-11-27,-0.120110095,-1.077553498,,,
2017-11-21,330.85,327.7,-3.15,2017-11-28,0.816562116,-0.952093094,,,
2017-11-22,332.55,327.7,4.85,2017-11-29,-0.087694138,-1.458427304,,,
2017-11-23,331.45,322.25,-9.2,2017-11-30,0.426750064,-2.775682607,,,
2017-11-24,332.25,321.85,-10.4,2017-12-01,0.136611357,-3.130173062,,,
2017-11-27,325.9,325,0.9,2017-12-04,-0.654160917,-0.276158331,,,
2017-11-28,327.7,326.6,1.1,2017-12-05,-0.065082863,-0.335672872,,,
2017-11-29,327.7,321.65,6.05,2017-12-06,-0.866870582,-1.846200793,,,
2017-11-30,322.25,320.7,1.55,2017-12-07,-0.130575791,-0.480993018,,,
2017-12-01,321.85,321.4,-0.45,2017-12-08,0.10593313,-0.139816685,,,
2017-12-04,325,321.5,3.5,2017-12-11,-0.598047793,-1.076923077,,,
2017-12-05,326.6,320.45,6.15,2017-12-12,-1.002805591,-1.883037355,,,
2017-12-06,321.65,322.85,-1.2,2017-12-13,-1.10226202,0.373076325,,,
2017-12-07,320.7,324.3,3.6,2017-12-14,0.408358097,1.122544434,,,
2017-12-08,321.4,322.75,1.35,2017-12-15,0.088715293,0.420037337,,,
2017-12-11,321.5,324.15,2.65,2017-12-18,0.002131216,0.824261275,,,
2017-12-12,320.45,323.85,3.4,2017-12-19,0.597757697,1.061007958,,,
2017-12-13,322.85,323.55,0.7,2017-12-20,0.374671519,0.216818956,,,
2017-12-14,324.3,316.85,-7.45,2017-12-21,0.692388833,-2.297255628,,,
2017-12-15,322.75,318.5,-4.25,2017-12-22,1.03271091,-1.316808675,,,
2017-12-18,324.15,318.5,-5.65,2017-12-25,0.906426847,-1.743020207,,,
2017-12-19,323.85,317.45,-6.4,2017-12-26,0.93929261,-1.97622356,,,
2017-12-20,323.55,321.2,-2.35,2017-12-27,0.414418906,-0.726317416,,,
2017-12-21,316.85,325.65,8.8,2017-12-28,0.777077854,2.777339435,,,
2017-12-22,318.5,325.65,7.15,2017-12-29,0.417024672,2.244897959,,,
2017-12-25,318.5,325.65,7.15,2018-01-01,0.530614197,2.244897959,,,
2017-12-26,317.45,326.5,9.05,2018-01-02,0.423247278,2.850842652,,,
2017-12-27,321.2,327.7,6.5,2018-01-03,0.461513638,2.02366127,,,
2017-12-28,325.65,325,-0.65,2018-01-04,0.318196118,-0.199600798,,,
2017-12-29,325.65,328.95,3.3,2018-01-05,0.332748026,1.0133579,,,
2018-01-01,325.65,331.25,-5.6,2018-01-08,-0.175578788,1.719637648,,,
2018-01-02,326.5,330.45,-3.95,2018-01-09,-0.360705793,1.209800919,,,
2018-01-03,327.7,327.85,-0.15,2018-01-10,-0.274630189,0.045773573,,,
2018-01-04,325,326.5,1.5,2018-01-11,0.208153978,0.461538462,,,
2018-01-05,328.95,326.85,2.1,2018-01-12,-0.507269144,-0.638394893,,,
2018-01-08,331.25,327.3,3.95,2018-01-15,-0.049144242,-1.19245283,,,
2018-01-09,330.45,330.5,-0.05,2018-01-16,-0.162698373,0.015130882,,,
2018-01-10,327.85,329.2,1.35,2018-01-17,0.203812525,0.411773677,,,
2018-01-11,326.5,329.4,2.9,2018-01-18,0.708297908,0.88820827,,,
2018-01-12,326.85,329.6,-2.75,2018-01-19,-0.193525061,0.84136454,,,
2018-01-15,327.3,326.25,1.05,2018-01-22,-0.088405564,-0.320806599,,,
2018-01-16,330.5,331.25,0.75,2018-01-23,0.087096922,0.226928896,,,
2018-01-17,329.2,331.6,-2.4,2018-01-24,-0.169179127,0.729040097,,,
2018-01-18,329.4,334.3,-4.9,2018-01-25,-0.065826155,1.487553127,,,
2018-01-19,329.6,335.95,-6.35,2018-01-26,-0.16211614,1.92657767,,,
2018-01-22,326.25,338.5,-12.25,2018-01-29,-0.489832163,3.754789272,,,
2018-01-23,331.25,333.9,2.65,2018-01-30,0.042584501,0.8,,,
2018-01-24,331.6,334.45,-2.85,2018-01-31,-0.003950611,0.85946924,,,
2018-01-25,334.3,333.65,-0.65,2018-02-01,0.135121897,-0.194436135,,,
2018-01-26,335.95,327.4,8.55,2018-02-02,-7.69E-05,-2.545021581,,,
2018-01-29,338.5,323,-15.5,2018-02-05,0.246240959,-4.579025111,,,
2018-01-30,333.9,317.65,-16.25,2018-02-06,0.293008566,-4.866726565,,,
2018-01-31,334.45,309.5,-24.95,2018-02-07,0.487874448,-7.46000897,,,
2018-02-01,333.65,312.5,21.15,2018-02-08,-0.004208785,-6.338977971,,,
2018-02-02,327.4,303.85,-23.55,2018-02-09,0.08111845,-7.193036042,,,
2018-02-05,323,308.1,14.9,2018-02-12,-0.129158527,-4.613003096,,,
2018-02-06,317.65,311.4,6.25,2018-02-13,-0.380086601,-1.967574374,,,
2018-02-07,309.5,314.3,-4.8,2018-02-14,-0.572082937,1.55088853,,,
2018-02-08,312.5,314.3,-1.8,2018-02-15,-0.307444751,0.576,,,
2018-02-09,303.85,314.3,-10.45,2018-02-16,-1.031372786,3.439196972,,,
2018-02-12,308.1,316.25,-8.15,2018-02-19,-0.782143533,2.64524505,,,
2018-02-13,311.4,312,-0.6,2018-02-20,-0.234003112,0.192678227,,,
2018-02-14,314.3,314.05,-0.25,2018-02-21,0.11932154,-0.079541839,,,
2018-02-15,314.3,311.85,-2.45,2018-02-22,0.557085097,-0.779510022,,,
2018-02-16,314.3,316.95,2.65,2018-02-23,0.465688765,0.843143493,,,
2018-02-19,316.25,317.1,0.85,2018-02-26,0.236083642,0.268774704,,,
2018-02-20,312,315.75,3.75,2018-02-27,0.185553655,1.201923077,,,
2018-02-21,314.05,312.45,1.6,2018-02-28,-0.126193449,-0.509473014,,,
2018-02-22,311.85,312.45,0.6,2018-03-01,0.238398999,0.192400192,,,
2018-02-23,316.95,308.15,-8.8,2018-03-02,0.015847554,-2.776463165,,,
2018-02-26,317.1,303.85,-13.25,2018-03-05,0.472193182,-4.178492589,,,
2018-02-27,315.75,310.3,-5.45,2018-03-06,0.422385693,-1.726049089,,,
2018-02-28,312.45,310.45,2,2018-03-07,-0.594963193,-0.640102416,,,
2018-03-01,312.45,313.6,-1.15,2018-03-08,-0.755533814,0.368058889,,,
2018-03-02,308.15,317.1,-8.95,2018-03-09,-1.115656614,2.904429661,,,
2018-03-05,303.85,320.1,-16.25,2018-03-12,-1.022242308,5.348033569,,,
2018-03-06,310.3,321.5,-11.2,2018-03-13,-0.788102806,3.609410248,,,
2018-03-07,310.45,321.55,-11.1,2018-03-14,-0.486902684,3.575454985,,,
2018-03-08,313.6,322.85,-9.25,2018-03-15,-0.177386135,2.949617347,,,
2018-03-09,317.1,322,4.9,2018-03-16,0.343721867,1.545253863,,,
2018-03-12,320.1,319.85,-0.25,2018-03-19,0.781535923,-0.078100594,,,
2018-03-13,321.5,321.3,-0.2,2018-03-20,0.627951205,-0.062208398,,,
2018-03-14,321.55,321.6,0.05,2018-03-21,0.404269427,0.015549681,,,
2018-03-15,322.85,322.1,-0.75,2018-03-22,0.934887469,-0.232306024,,,
2018-03-16,322,311.5,-10.5,2018-03-23,1.060853362,-3.260869565,,,
2018-03-19,319.85,314.5,-5.35,2018-03-26,0.178097665,-1.672659059,,,
2018-03-20,321.3,315.15,-6.15,2018-03-27,0.327633619,-1.914098973,,,
2018-03-21,321.6,310.65,-10.95,2018-03-28,0.114017308,-3.404850746,,,
2018-03-22,322.1,314.45,7.65,2018-03-29,-0.003720403,-2.375038808,,,
2018-03-23,311.5,314.55,-3.05,2018-03-30,-0.279494047,0.979133226,,,
2018-03-26,314.5,313.45,1.05,2018-04-02,-0.446421862,-0.333863275,,,
2018-03-27,315.15,312.8,-2.35,2018-04-03,0.169652089,-0.745676662,,,
2018-03-28,310.65,307.55,3.1,2018-04-04,-0.731618047,-0.997907613,,,
2018-03-29,314.45,312.95,-1.5,2018-04-05,0.258015394,-0.477023374,,,
2018-03-30,314.55,311.2,3.35,2018-04-06,-0.277366817,-1.065013511,,,
2018-04-02,313.45,312.95,0.5,2018-04-09,-0.26085043,-0.159515074,,,
2018-04-03,312.8,313.45,-0.65,2018-04-10,-0.107590191,0.207800512,,,
2018-04-04,307.55,312.45,-4.9,2018-04-11,-0.581188142,1.593236872,,,
2018-04-05,312.95,311.75,-1.2,2018-04-12,0.477520913,-0.383447835,,,
2018-04-06,311.2,314.45,-3.25,2018-04-13,-0.418915063,1.044344473,,,
2018-04-09,312.95,314.3,1.35,2018-04-16,0.768499315,0.431378815,,,
2018-04-10,313.45,314.4,0.95,2018-04-17,0.87816447,0.303078641,,,
2018-04-11,312.45,317.6,5.15,2018-04-18,0.593694627,1.648263722,,,
2018-04-12,311.75,319,7.25,2018-04-19,0.125406891,2.325581395,,,
2018-04-13,314.45,316.9,2.45,2018-04-20,0.820553005,0.779138178,,,
2018-04-16,314.3,317.1,2.8,2018-04-23,1.119488716,0.890868597,,,
2018-04-17,314.4,315.35,0.95,2018-04-24,0.895143032,0.30216285,,,
2018-04-18,317.6,312.95,-4.65,2018-04-25,0.528574646,-1.464105793,,,
2018-04-19,319,317.45,-1.55,2018-04-26,1.022234201,-0.485893417,,,
2018-04-20,316.9,320.15,3.25,2018-04-27,0.812896013,1.025560114,,,
2018-04-23,317.1,321.65,4.55,2018-04-30,0.810005248,1.434878587,,,
2018-04-24,315.35,321.65,6.3,2018-05-01,0.527032733,1.997780244,,,
2018-04-25,312.95,319.75,6.8,2018-05-02,0.258590907,2.172871066,,,
2018-04-26,317.45,318,0.55,2018-05-03,0.897543609,0.173255631,,,
2018-04-27,320.15,316.45,-3.7,2018-05-04,1.166313648,-1.155708262,,,
2018-04-30,321.65,316.45,5.2,2018-05-07,-0.309577942,-1.616664076,,,
2018-05-01,321.65,314.05,7.6,2018-05-08,-0.422733009,-2.362816726,,,
2018-05-02,319.75,314.05,-5.7,2018-05-09,0.267509252,-1.78264269,,,
2018-05-03,318,315.85,2.15,2018-05-10,-0.331876487,-0.676100629,,,
2018-05-04,316.45,317.65,-1.2,2018-05-11,-0.521985233,0.379206826,,,
2018-05-07,316.45,316.85,-0.4,2018-05-14,-0.59380883,0.126402275,,,
2018-05-08,314.05,313.75,-0.3,2018-05-15,0.117831528,-0.09552619,,,
2018-05-09,314.05,314.9,0.85,2018-05-16,0.942038476,0.270657539,,,
2018-05-10,315.85,313.4,-2.45,2018-05-17,1.075912714,-0.77568466,,,
2018-05-11,317.65,314.75,-2.9,2018-05-18,0.22792311,-0.91295451,,,
2018-05-14,316.85,315.1,-1.75,2018-05-21,0.745421112,-0.552311819,,,
2018-05-15,313.75,315.1,1.35,2018-05-22,0.143626183,0.430278884,,,
2018-05-16,314.9,317.15,2.25,2018-05-23,0.51919049,0.714512544,,,
2018-05-17,313.4,316.55,3.15,2018-05-24,0.125650778,1.005105297,,,
2018-05-18,314.75,317.3,-2.55,2018-05-25,-0.107181229,0.810166799,,,
2018-05-21,315.1,318.1,3,2018-05-28,0.475854456,0.952078705,,,
2018-05-22,315.1,314.9,-0.2,2018-05-29,0.396221638,-0.063471914,,,
2018-05-23,317.15,307.55,9.6,2018-05-30,-0.191695139,-3.026958852,,,
2018-05-24,316.55,309.15,-7.4,2018-05-31,0.495388329,-2.337703364,,,
2018-05-25,317.3,311.4,-5.9,2018-06-01,0.25041756,-1.859439017,,,
2018-05-28,318.1,313.15,-4.95,2018-06-04,0.929211736,-1.556114429,,,
2018-05-29,314.9,313.75,1.15,2018-06-05,-0.003373668,-0.3651953,,,
2018-05-30,307.55,313.75,-6.2,2018-06-06,-0.472796142,2.015932369,,,
2018-05-31,309.15,316.85,7.7,2018-06-07,0.015021689,2.490700307,,,
2018-06-01,311.4,313.3,1.9,2018-06-08,0.322364092,0.61014772,,,
2018-06-04,313.15,316.15,3,2018-06-11,0.004780672,0.958007345,,,
2018-06-05,313.75,315.65,1.9,2018-06-12,0.525155962,0.605577689,,,
2018-06-06,313.75,315.65,1.9,2018-06-13,0.739444613,0.605577689,,,
2018-06-07,316.85,310.4,-6.45,2018-06-14,1.318530083,-2.035663563,,,
2018-06-08,313.3,309.2,-4.1,2018-06-15,1.297663569,-1.308649856,,,
2018-06-11,316.15,305.85,-10.3,2018-06-18,1.112034082,-3.257947177,,,
2018-06-12,315.65,301.35,-14.3,2018-06-19,1.048372269,-4.530334231,,,
2018-06-13,315.65,304.2,-11.45,2018-06-20,1.237430215,-3.627435451,,,
2018-06-14,310.4,300.75,9.65,2018-06-21,-0.385254592,-3.108891753,,,
2018-06-15,309.2,303.65,5.55,2018-06-22,-0.328653157,-1.794954722,,,
2018-06-18,305.85,303.25,2.6,2018-06-25,-0.910172999,-0.850089913,,,
2018-06-19,301.35,302.4,-1.05,2018-06-26,-0.578201294,0.348432056,,,
2018-06-20,304.2,301.55,2.65,2018-06-27,-0.307435364,-0.87113741,,,
2018-06-21,300.75,299.1,1.65,2018-06-28,-0.514567316,-0.548628429,,,
2018-06-22,303.65,300,3.65,2018-06-29,-0.637440979,-1.202041824,,,
2018-06-25,303.25,292.9,-10.35,2018-07-02,0.200573742,-3.413025556,,,
2018-06-26,302.4,293.75,-8.65,2018-07-03,0.350702435,-2.860449735,,,
2018-06-27,301.55,292.55,-9,2018-07-04,0.16234751,-2.984579672,,,
2018-06-28,299.1,292,7.1,2018-07-05,-0.525445282,-2.373788031,,,
