date_base,date_pred,index_pred,index_real,index_today,loss_profits,prediction,real,std,date_pred,BT,BB,predict
2018-03-06,2018-04-03,299.854738,312.8,310.3,-2.5,-10.44526196,2.5,8.690151989,2018-04-03,327.1387508,298.4612492,299.854738
2018-03-07,2018-04-04,306.6961522,307.5499999,310.45,2.900000095,-3.753847837,-2.900000095,8.780645852,2018-04-04,322.0380656,293.0619342,306.6961522
2018-03-08,2018-04-05,314.1995904,312.95,313.6,-0.649999976,0.599590421,-0.649999976,8.800202959,2018-04-05,327.4703349,298.4296651,314.1995904
2018-03-09,2018-04-06,313.2961005,311.1999999,317.1,5.900000095,-3.803899527,-5.900000095,8.787077829,2018-04-06,325.6986783,296.7013215,313.2961005
2018-03-12,2018-04-09,311.9220205,312.9499999,320.1,7.150000095,-8.177979469,-7.150000095,8.698167427,2018-04-09,327.3019762,298.5980237,311.9220205
2018-03-13,2018-04-10,312.911582,313.4499998,321.5,8.050000191,-8.588418007,-8.050000191,8.611002647,2018-04-10,327.6581542,299.2418454,312.911582
2018-03-14,2018-04-11,316.8411553,312.4499996,321.55,9.100000381,-4.708844662,-9.100000381,8.574900832,2018-04-11,326.598586,298.3014132,316.8411553
2018-03-15,2018-04-12,315.5693265,311.7499996,322.85,11.10000038,-7.280673504,-11.10000038,8.561555254,2018-04-12,325.8765658,297.6234334,315.5693265
2018-03-16,2018-04-13,313.9965677,314.4499998,322,7.550000191,-8.003432274,-7.550000191,8.510940216,2018-04-13,328.4930512,300.4069485,313.9965677
2018-03-19,2018-04-16,317.1634646,314.2999998,319.85,5.550000191,-2.686535358,-5.550000191,8.449251645,2018-04-16,328.241265,300.3587346,317.1634646
2018-03-20,2018-04-17,312.1594656,314.3999999,321.3,6.900000095,-9.140534401,-6.900000095,8.315728118,2018-04-17,328.1209513,300.6790485,312.1594656
2018-03-21,2018-04-18,316.4977933,317.6,321.6,4,-5.102206707,-4,8.192488791,2018-04-18,331.1176065,304.0823935,316.4977933
2018-03-22,2018-04-19,320.7860795,319.0000001,322.1,3.099999905,-1.313920498,-3.099999905,8.060885348,2018-04-19,332.3004609,305.6995393,320.7860795
2018-03-23,2018-04-20,319.1040092,316.9000001,311.5,5.400000095,7.604009151,5.400000095,7.916586015,2018-04-20,329.962367,303.8376332,319.1040092
2018-03-26,2018-04-23,315.1686182,317.0999999,314.5,2.599999905,0.668618202,2.599999905,7.836679736,2018-04-23,330.0305215,304.1694783,315.1686182
2018-03-27,2018-04-24,311.2720648,315.35,315.15,-0.200000003,-3.877935171,0.200000003,7.636948787,2018-04-24,327.9509655,302.7490345,311.2720648
2018-03-28,2018-04-25,315.8085674,312.95,310.65,2.299999952,5.158567429,2.299999952,7.425657022,2018-04-25,325.202334,300.6976659,315.8085674
2018-03-29,2018-04-26,314.3094636,317.45,314.45,-3,-0.140536398,3,7.086997167,2018-04-26,329.1435453,305.7564547,314.3094636
2018-03-30,2018-04-27,312.0759984,320.1499999,314.55,-5.599999905,-2.474001646,5.599999905,6.664760224,2018-04-27,331.1468543,309.1531455,312.0759984
2018-04-02,2018-04-30,306.0739629,321.6499998,313.45,-8.199999809,-7.376037121,8.199999809,6.085073261,2018-04-30,331.6903707,311.6096289,306.0739629
2018-04-03,2018-05-01,307.1667531,321.6500004,312.8,-8.850000381,-5.633246899,8.850000381,5.69646198,2018-05-01,331.0491626,312.2508381,307.1667531
2018-04-04,2018-05-02,308.6714886,319.7499998,307.55,12.19999981,1.121488571,12.19999981,5.212523404,2018-05-02,328.3506634,311.1493362,308.6714886
2018-04-05,2018-05-03,306.4945137,318.0000002,312.95,-5.050000191,-6.455486298,5.050000191,4.696735133,2018-05-03,325.7496132,310.2503872,306.4945137
2018-04-06,2018-05-04,318.0796253,316.45,311.2,5.25,6.87962532,5.25,4.443839864,2018-05-04,323.7823358,309.1176642,318.0796253
2018-04-09,2018-05-07,316.1489014,316.45,312.95,3.5,3.198901415,3.5,4.334481326,2018-05-07,323.6018942,309.2981058,316.1489014
2018-04-10,2018-05-08,318.5274627,314.05,313.45,0.600000024,5.077462673,0.600000024,4.322876035,2018-05-08,321.1827455,306.9172546,318.5274627
2018-04-11,2018-05-09,317.6377723,314.05,312.45,1.600000024,5.187772274,1.600000024,4.270104034,2018-05-09,321.0956717,307.0043284,317.6377723
2018-04-12,2018-05-10,318.1095805,315.8499999,311.75,4.099999905,6.359580517,4.099999905,4.259671829,2018-05-10,322.8784584,308.8215414,318.1095805
2018-04-13,2018-05-11,317.3149762,317.65,314.45,3.200000048,2.864976168,3.200000048,4.03042411,2018-05-11,324.3001998,310.9998003,317.3149762
2018-04-16,2018-05-14,313.6732042,316.85,314.3,-2.549999952,-0.626795769,2.549999952,3.932371966,2018-05-14,323.3384137,310.3615862,313.6732042
2018-04-17,2018-05-15,317.0147082,313.75,314.4,-0.649999976,2.614708185,-0.649999976,3.905756046,2018-05-15,320.1944975,307.3055025,317.0147082
2018-04-18,2018-05-16,317.9108621,314.9,317.6,-2.700000048,0.310862064,-2.700000048,3.903742965,2018-05-16,321.3411758,308.4588241,317.9108621
2018-04-19,2018-05-17,313.6669354,313.4000001,319,5.599999905,-5.333064556,-5.599999905,3.90945261,2018-05-17,319.8505969,306.9494033,313.6669354
2018-04-20,2018-05-18,315.6773523,314.7499999,316.9,2.150000095,-1.222647667,-2.150000095,3.907819762,2018-05-18,321.1979025,308.3020973,315.6773523
2018-04-23,2018-05-21,318.4192285,315.1,317.1,-2,1.31922853,-2,3.906680669,2018-05-21,321.5460231,308.6539769,318.4192285
2018-04-24,2018-05-22,319.4597207,315.1,315.35,-0.25,4.109720707,-0.25,3.883147762,2018-05-22,321.5071938,308.6928062,319.4597207
2018-04-25,2018-05-23,315.5920121,317.1499998,312.95,4.199999809,2.642012119,4.199999809,3.884519634,2018-05-23,323.5594572,310.7405424,315.5920121
2018-04-26,2018-05-24,320.9936258,316.55,317.45,-0.899999976,3.543625832,-0.899999976,3.858913259,2018-05-24,322.9172069,310.1827931,320.9936258
2018-04-27,2018-05-25,324.4904498,317.3000001,320.15,-2.849999905,4.34044981,-2.849999905,3.861089642,2018-05-25,323.670798,310.9292022,324.4904498
2018-04-30,2018-05-28,318.1513025,318.1,321.65,3.549999952,-3.498697519,-3.549999952,3.869177853,2018-05-28,324.4841435,311.7158566,318.1513025
2018-05-01,2018-05-29,317.0308923,314.9,321.65,6.75,-4.619107723,-6.75,3.870123017,2018-05-29,321.285703,308.514297,317.0308923
2018-05-02,2018-05-30,315.7555597,307.5500002,319.75,12.19999981,-3.994440317,-12.19999981,3.978522115,2018-05-30,314.1145617,300.9854387,315.7555597
2018-05-03,2018-05-31,313.1303334,309.1499996,318,8.850000381,-4.869666576,-8.850000381,4.038887443,2018-05-31,315.8141639,302.4858353,313.1303334
2018-05-04,2018-06-01,313.2617714,311.3999998,316.45,5.050000191,-3.188228607,-5.050000191,3.966347016,2018-06-01,317.9444724,304.8555272,313.2617714
2018-05-07,2018-06-04,312.2267658,313.15,316.45,3.299999952,-4.223234177,-3.299999952,3.697512807,2018-06-04,319.2508962,307.0491039,312.2267658
2018-05-08,2018-06-05,308.6366232,313.75,314.05,0.300000012,-5.413376808,-0.300000012,3.643728642,2018-06-05,319.7621522,307.7378477,308.6366232
2018-05-09,2018-06-06,307.7526286,313.75,314.05,0.300000012,-6.297371387,-0.300000012,3.591860624,2018-06-06,319.67657,307.82343,307.7526286
2018-05-10,2018-06-07,315.1988178,316.85,315.85,-1,-0.651182175,1,3.583869276,2018-06-07,322.7633843,310.9366157,315.1988178
2018-05-11,2018-06-08,310.2949132,313.3000001,317.65,4.349999905,-7.355086803,-4.349999905,3.593554426,2018-06-08,319.2293649,307.3706353,310.2949132
2018-05-14,2018-06-11,309.9379436,316.15,316.85,0.699999988,-6.912056446,-0.699999988,3.552109002,2018-06-11,322.0109799,310.2890202,309.9379436
2018-05-15,2018-06-12,306.5209126,315.65,313.75,-1.899999976,-7.229087353,1.899999976,3.476035402,2018-06-12,321.3854584,309.9145416,306.5209126
2018-05-16,2018-06-13,308.4436139,315.65,314.9,-0.75,-6.456386089,0.75,3.394454612,2018-06-13,321.2508501,310.0491499,308.4436139
2018-05-17,2018-06-14,309.4339115,310.4,313.4,3,-3.966088533,-3,3.324613193,2018-06-14,315.8856118,304.9143882,309.4339115
2018-05-18,2018-06-15,308.5606942,309.1999998,314.75,5.550000191,-6.189305782,-5.550000191,3.301953821,2018-06-15,314.6482236,303.751776,308.5606942
2018-05-21,2018-06-18,308.246678,305.85,315.1,9.25,-6.853322029,-9.25,3.442615425,2018-06-18,311.5303155,300.1696845,308.246678
2018-05-22,2018-06-19,305.722077,301.35,315.1,13.75,-9.377923012,-13.75,3.740512036,2018-06-19,307.5218449,295.1781551,305.722077
2018-05-23,2018-06-20,305.6275229,304.2000002,317.15,12.94999981,-11.52247715,-12.94999981,3.852936255,2018-06-20,310.557345,297.8426554,305.6275229
2018-05-24,2018-06-21,313.9834567,300.7499998,316.55,15.80000019,-2.566543341,-15.80000019,4.083849964,2018-06-21,307.4883522,294.0116474,313.9834567
2018-05-25,2018-06-22,310.1129249,303.6500004,317.3,13.64999962,-7.187075138,-13.64999962,4.270952734,2018-06-22,310.6970724,296.6029284,310.1129249
2018-05-28,2018-06-25,313.0259295,303.2499996,318.1,14.85000038,-5.074070454,-14.85000038,4.469073482,2018-06-25,310.6239709,295.8760284,313.0259295
2018-05-29,2018-06-26,312.627772,302.4,314.9,12.5,-2.272228003,-12.5,4.679889078,2018-06-26,310.121817,294.678183,312.627772
2018-05-30,2018-06-27,310.304811,301.55,307.55,-6,2.754811049,-6,4.898046731,2018-06-27,309.6317771,293.4682229,310.304811
2018-05-31,2018-06-28,307.3417219,299.0999998,309.15,10.05000019,-1.808278084,-10.05000019,5.20590537,2018-06-28,307.6897437,290.5102559,307.3417219
2018-06-01,2018-06-29,310.6794427,300.0000004,311.4,11.39999962,-0.720557332,-11.39999962,5.451422053,2018-06-29,308.9948468,291.005154,310.6794427
2018-06-04,2018-07-02,312.3457076,292.9,313.15,20.25,-0.80429244,-20.25,5.989417551,2018-07-02,302.782539,283.017461,312.3457076
2018-06-05,2018-07-03,309.6576767,293.75,313.75,20,-4.092323303,-20,6.429470534,2018-07-03,304.3586264,283.1413736,309.6576767
2018-06-06,2018-07-04,310.8748555,292.5499992,313.75,21.20000076,-2.875144482,-21.20000076,6.857853794,2018-07-04,303.865458,281.2345405,310.8748555
2018-06-07,2018-07-05,316.3038215,291.9999996,316.85,24.85000038,-0.54617846,-24.85000038,7.294615539,2018-07-05,304.0361153,279.963884,316.3038215
2018-06-08,2018-07-06,319.2719443,296.9499996,313.3,-16.35000038,5.971944332,-16.35000038,7.6342921,2018-07-06,309.5465816,284.3534177,319.2719443
2018-06-11,2018-07-09,317.5629531,295.2999996,316.15,-20.85000038,1.412953138,-20.85000038,7.861824448,2018-07-09,308.27201,282.3279893,317.5629531
2018-06-12,2018-07-10,321.208651,296.0000004,315.65,-19.64999962,5.55865097,-19.64999962,8.05300365,2018-07-10,309.2874564,282.7125444,321.208651
2018-06-13,2018-07-11,322.1421718,299.1000008,315.65,-16.54999924,6.492171764,-16.54999924,8.281588201,2018-07-11,312.7646213,285.4353802,322.1421718
2018-06-14,2018-07-12,314.5620669,298.2000002,310.4,-12.19999981,4.162066936,-12.19999981,8.478748391,2018-07-12,312.189935,284.2100653,314.5620669
2018-06-15,2018-07-13,315.7809407,297.3499996,309.2,-11.85000038,6.580940723,-11.85000038,8.579269934,2018-07-13,311.505795,283.1942042,315.7809407
2018-06-18,2018-07-16,314.4272762,297.0499998,305.85,-8.800000191,8.57727623,-8.800000191,8.691649673,2018-07-16,311.3912218,282.7087778,314.4272762
2018-06-19,2018-07-17,312.7748533,296.0499998,301.35,-5.300000191,11.42485332,-5.300000191,8.812725925,2018-07-17,310.5909976,281.509002,312.7748533
2018-06-20,2018-07-18,314.3446896,297.0499999,304.2,-7.150000095,10.14468956,-7.150000095,8.893910852,2018-07-18,311.7249528,282.375047,314.3446896
2018-06-21,2018-07-19,312.8519278,296.0500002,300.75,-4.699999809,12.10192776,-4.699999809,8.962344972,2018-07-19,310.8378694,281.262131,312.8519278
accuracy, RMSE,,,,,,,, RMSE,,,
0.621875,9.331402,,,,,,,,9.331402,,,
