date_base,date_pred,index_pred,index_real,index_today,loss_profits,prediction,real,std,index_pred,index_pred,index_pred,index_pred,index_pred,index_pred,index_pred,index_pred,¾Ó»óºí,
2017-12-08,2018-03-09,318.1631204,317.0999998,321.4,4.300000191,-3.236879587,-4.300000191,8.420010934,326.2453979,323.7193822,321.3864389,320.473374,321.0032592,311.1962255,315.4046754,316.3315615,319.3248261,1
2017-12-11,2018-03-12,312.3586435,320.1,321.5,1.399999976,-9.141356468,-1.399999976,8.421835316,326.1076398,325.0891411,318.0170493,321.8900788,319.268832,313.307724,312.1706161,311.9446545,317.794931,1
2017-12-12,2018-03-13,317.0914039,321.5,320.45,-1.049999952,-3.358596087,1.049999952,8.420813272,331.967848,330.5198624,321.5883674,325.7405869,324.8008363,314.3318827,318.2862906,318.7663621,322.5659378,1
2017-12-13,2018-03-14,319.1923696,321.55,322.85,1.299999952,-3.657630444,-1.299999952,8.41911901,327.9308034,325.7017027,322.4248673,325.2929121,327.4253636,318.3643452,318.8582436,319.9479764,322.793176,1
2017-12-14,2018-03-15,328.5691326,322.85,324.3,-1.450000048,4.269132614,-1.450000048,8.413470055,332.7704781,332.6706694,327.5972507,334.5100325,334.743512,327.7306691,325.5100097,325.4998249,329.955731,0
2017-12-15,2018-03-16,328.9512486,322,322.75,-0.75,6.201248646,-0.75,8.41219496,334.1843767,335.2391148,332.0916004,327.7502646,332.0006237,324.8075962,325.8243494,326.6747091,329.724876,0
2017-12-18,2018-03-19,335.232366,319.8499998,324.15,-4.300000191,11.08236599,-4.300000191,8.407567419,337.0831932,336.409798,333.6562885,329.1550626,332.7085928,327.7993156,327.1117953,325.5199244,331.6307041,0
2017-12-19,2018-03-20,337.2677208,321.3,323.85,-2.549999952,13.41772079,-2.549999952,8.401845822,336.8824717,338.6695782,332.5838791,331.5602919,336.6747938,329.1170054,331.4706002,331.9779373,334.0226976,0
2017-12-20,2018-03-21,333.5549706,321.6,323.55,-1.950000048,10.00497055,-1.950000048,8.397342256,336.4147985,338.449579,332.7450407,329.8496268,334.9836176,329.070658,332.1055878,329.8976791,333.0079509,0
2017-12-21,2018-03-22,334.7832867,322.1,316.85,5.25,17.93328667,5.25,8.37891929,333.9693886,333.6450993,335.3321548,332.4022633,331.6263796,330.2948586,334.0575634,333.9941135,333.345012,1
2017-12-22,2018-03-23,334.1892672,311.5,318.5,-7,15.68926716,-7,8.461343944,336.6884651,339.8429966,335.2092686,330.0208845,336.0152988,330.9618893,329.4660988,327.8621302,333.361811,0
2017-12-25,2018-03-26,337.1311741,314.5,318.5,-4,18.63117409,-4,8.496436753,339.4678688,339.1739006,334.920908,333.6953573,335.291008,332.277276,332.9547472,331.9108543,335.202566,0
2017-12-26,2018-03-27,330.8670551,315.15,317.45,-2.299999952,13.41705513,-2.299999952,8.517189068,337.222831,337.1233532,333.7978184,332.1031019,334.6246025,331.8535826,333.2130663,333.268162,333.7859525,0
2017-12-27,2018-03-28,338.6301319,310.6499998,321.2,-10.55000019,17.43013191,-10.55000019,8.617022718,339.0235874,341.2683231,335.0519955,334.2216904,336.110264,331.6300394,338.7151329,336.2579653,336.7676811,0
2017-12-28,2018-03-29,338.2456812,314.4500002,325.65,-11.19999981,12.59568119,-11.19999981,8.635203204,337.4712233,335.1284822,335.7152761,336.5255255,335.0441355,332.1997217,336.6692909,335.3510822,335.8167132,0
2017-12-29,2018-03-30,337.6617559,314.5499996,325.65,-11.10000038,12.01175594,-11.10000038,8.648742197,336.7307104,336.3850025,334.6218122,334.2242922,332.5745434,332.0542926,332.8691396,331.5880159,334.3010628,0
2018-01-01,2018-04-02,327.2689947,313.4500002,325.65,-12.19999981,1.618994713,-12.19999981,8.671752676,328.9994813,329.5947522,324.3046692,325.9056895,327.6034119,323.0292286,321.2402233,321.2497572,325.4662453,1
2018-01-02,2018-04-03,327.6355492,312.8000002,326.5,-13.69999981,1.135549188,-13.69999981,8.690151989,330.7845492,329.7762482,326.0885987,323.5713336,330.0648587,321.5605121,323.489419,323.1875684,326.2398486,1
2018-01-03,2018-04-04,327.41749,307.5500004,327.7,20.14999962,-0.282509983,-20.14999962,8.780645852,331.2523188,329.8643219,327.2289831,324.7037596,331.5288414,320.6885693,319.3181498,320.0653989,325.7853148,1
2018-01-04,2018-04-05,325.6962435,312.9499998,325,-12.05000019,0.696243465,-12.05000019,8.800202959,331.5352359,326.7339137,324.00234,323.3828536,328.1509566,318.5098572,317.4809184,318.5408492,323.7814631,1
2018-01-05,2018-04-06,328.0112634,311.2,328.95,17.75,-0.938736618,-17.75,8.787077829,329.0908685,328.7510378,327.9014173,321.8891012,328.2764085,316.3964998,318.6510336,319.3677818,324.2594902,1
2018-01-08,2018-04-09,326.1744385,312.9500008,331.25,18.29999924,-5.075561523,-18.29999924,8.698167427,332.401623,327.675612,328.329565,323.8790603,327.438206,320.1042442,319.7637806,318.8476992,324.9571365,1
2018-01-09,2018-04-10,328.3121609,313.45,330.45,17,-2.137839079,-17,8.611002647,331.7558624,328.007936,326.8970184,323.938935,328.7612155,321.0056078,320.2423174,321.5850689,325.6117914,1
2018-01-10,2018-04-11,329.4648869,312.4500004,327.85,-15.39999962,1.61488688,-15.39999962,8.574900832,332.5999003,328.0119922,328.1023765,323.2307197,330.4583827,322.3158456,319.74715,321.1437775,326.1194479,1
2018-01-11,2018-04-12,332.8616419,311.75,326.5,-14.75,6.361641884,-14.75,8.561555254,331.0216975,330.6960678,333.2988315,326.7987801,333.904541,331.4593453,327.6308948,326.7817265,330.4948363,0
2018-01-12,2018-04-13,329.7209683,314.4500004,326.85,-12.39999962,2.870968342,-12.39999962,8.510940216,333.8031236,331.0591718,329.0630768,327.5067774,327.5427098,320.028575,331.5512582,330.659855,328.9928351,0
2018-01-15,2018-04-16,333.024349,314.3,327.3,-13,5.724349022,-13,8.449251645,334.0447686,334.4690559,333.126344,326.8495518,329.5769854,323.1207636,329.0361289,327.4413956,330.0765937,0
2018-01-16,2018-04-17,336.4638529,314.3999996,330.5,-16.10000038,5.963852882,-16.10000038,8.315728118,335.1377473,336.4740133,328.6740023,327.4505997,330.6492241,324.0366621,331.4312456,330.9492713,331.2518465,0
2018-01-17,2018-04-18,332.337542,317.5999996,329.2,-11.60000038,3.137542009,-11.60000038,8.192488791,332.7507123,335.0030605,332.0130372,328.7574243,332.935049,323.5859959,330.2874908,328.5409722,330.6901427,0
2018-01-18,2018-04-19,334.8348326,319.0000004,329.4,-10.39999962,5.434832573,-10.39999962,8.060885348,330.6750411,333.0797245,331.5540155,326.8774137,331.4499971,327.4381638,329.3238998,327.989671,330.3580843,0
2018-01-19,2018-04-20,336.7758127,316.9000002,329.6,-12.69999981,7.175812721,-12.69999981,7.916586015,332.0410605,334.6715537,335.5530959,328.4808833,333.7463256,330.425875,330.6168314,329.7300808,332.4490577,0
2018-01-22,2018-04-23,332.4289398,317.1000004,326.25,-9.149999619,6.178939819,-9.149999619,7.836679736,332.7760625,331.9972429,331.6302242,329.3964229,331.0558801,327.6347553,330.4035163,330.5707564,330.8770889,0
2018-01-23,2018-04-24,334.1562266,315.3500004,331.25,-15.89999962,2.906226635,-15.89999962,7.636948787,332.2428145,332.7161648,335.159101,327.2527821,330.6289399,325.5415325,325.4500904,325.3971109,329.838307,1
2018-01-24,2018-04-25,338.1482283,312.9500004,331.6,-18.64999962,6.548228264,-18.64999962,7.425657022,335.6564008,336.3712045,334.1531843,330.6942113,333.0803861,327.1967236,327.950801,326.6542769,332.211713,0
2018-01-25,2018-04-26,336.5768555,317.4499996,334.3,-16.85000038,2.276855469,-16.85000038,7.086997167,336.0746059,332.8982929,335.780661,332.9446067,328.9902146,324.2058485,329.1935399,329.139251,331.7559862,1
2018-01-26,2018-04-27,339.1475543,320.1499998,335.95,-15.80000019,3.19755435,-15.80000019,6.664760224,336.6579151,334.7266583,336.2841894,334.406848,334.682211,326.6020243,330.5992448,330.6137721,333.746713,1
2018-01-29,2018-04-30,331.0523858,321.6499996,338.5,16.85000038,-7.447614193,-16.85000038,6.085073261,337.2099733,329.1738281,332.8446765,332.7521219,335.745949,326.408083,328.9101963,328.7641382,331.4290391,1
2018-01-30,2018-05-01,328.2976893,321.65,333.9,12.25,-5.602310658,-12.25,5.69646198,337.3009809,327.3928255,331.8165609,326.145646,334.2272239,318.760054,328.2244472,327.8119716,328.8863777,1
2018-01-31,2018-05-02,334.5639997,319.7500002,334.45,-14.69999981,0.113999739,-14.69999981,5.212523404,341.3379399,333.1576378,328.892677,327.5964815,334.8183571,329.5363652,325.9725782,326.5618326,331.3819855,1
2018-02-01,2018-05-03,334.048129,318.0000004,333.65,-15.64999962,0.398128986,-15.64999962,4.696735133,341.1182994,334.2449019,327.3931417,327.8265637,337.6624731,332.6216717,323.3260769,323.1242289,331.2628318,1
2018-02-02,2018-05-04,332.2458405,316.4500002,327.4,-10.94999981,4.845840454,-10.94999981,4.443839864,333.8119611,339.5099606,327.5755373,327.9298833,322.0252484,331.1760296,327.2272436,327.264719,329.8629359,0
2018-02-05,2018-05-07,325.7557986,316.4499998,323,-6.550000191,2.755798578,-6.550000191,4.334481326,342.461853,337.1947241,326.6257246,324.9044574,324.8167063,332.1814661,328.1602769,329.1839762,330.1427759,0
2018-02-06,2018-05-08,322.6854147,314.0500001,317.65,-3.599999905,5.035414696,-3.599999905,4.322876035,338.0220341,331.9383091,325.8786396,322.4248699,329.7476992,327.7121157,323.8241862,324.0459827,327.3643612,0
2018-02-07,2018-05-09,321.3525763,314.0500002,309.5,4.550000191,11.85257626,4.550000191,4.270104034,329.710125,325.7986774,318.9019604,315.8055549,317.8892851,319.8786669,317.8493767,319.2210321,320.7119172,1
2018-02-08,2018-05-10,318.6695552,315.8499999,312.5,3.349999905,6.169555187,3.349999905,4.259671829,322.6115103,323.7824068,315.8882501,307.705162,316.727819,321.1252108,316.4290857,316.6825733,317.7357304,1
2018-02-09,2018-05-11,309.6610828,317.6500002,303.85,13.80000019,5.81108284,13.80000019,4.03042411,321.8366829,321.7502762,308.0543123,308.0266515,310.5055042,311.1548096,315.4419418,315.8360258,313.5852541,1
2018-02-12,2018-05-14,310.5977145,316.85,308.1,8.75,2.49771452,8.75,3.932371966,322.8995939,316.1918236,305.3121959,309.4604289,309.883909,306.7465014,314.8033563,314.1648732,312.228933,1
2018-02-13,2018-05-15,310.3404062,313.7499999,311.4,-2.349999905,-1.059593797,2.349999905,3.905756046,327.9026512,317.710492,305.6565055,310.7477396,312.9951191,306.693457,316.9618587,318.5741776,314.175823,1
2018-02-14,2018-05-16,311.0600827,314.9,314.3,-0.600000024,-3.239917278,0.600000024,3.903742965,323.5990637,315.6470809,309.0955775,311.4887536,319.611986,310.2617257,309.5353749,310.2926772,313.3991469,0
2018-02-15,2018-05-17,317.0562139,313.4,314.3,-0.899999976,2.756213903,-0.899999976,3.90945261,325.3860252,318.6864594,310.781144,310.4391034,320.3565805,313.1480182,309.2382782,309.7701996,314.9846692,0
2018-02-16,2018-05-18,319.3914717,314.75,314.3,0.449999988,5.091471672,0.449999988,3.907819762,329.7381981,321.2474974,315.1792983,313.8125382,322.7935961,317.5709064,313.6204738,313.8429283,318.5774342,1
2018-02-19,2018-05-21,320.0611403,315.1,316.25,-1.149999976,3.811140299,-1.149999976,3.906680669,329.3048849,324.3551121,314.5633379,315.3802238,323.3054824,316.2237423,311.8316259,311.7901073,318.535073,0
2018-02-20,2018-05-22,316.4879127,315.0999999,312,3.099999905,4.487912655,3.099999905,3.883147762,324.5113993,315.7351501,312.9609675,306.3107285,315.5670068,314.0022521,305.8332953,306.365953,313.0860739,1
2018-02-21,2018-05-23,316.2063482,317.1499999,314.05,3.099999905,2.156348228,3.099999905,3.884519634,323.6538027,313.9045324,312.1532032,307.7617615,312.8836858,308.6936186,304.9854744,304.779064,311.6690545,0
2018-02-22,2018-05-24,317.4872843,316.5499998,311.85,4.699999809,5.637284279,4.699999809,3.858913259,326.4311977,318.8194524,318.9409142,311.6319415,314.7256788,319.4226976,313.3353023,312.1444023,316.9932079,1
2018-02-23,2018-05-25,324.5215218,317.3,316.95,0.349999994,7.571521759,0.349999994,3.861089642,329.0363237,321.9419367,319.9457018,318.8836091,319.7875585,318.4879924,316.5670878,315.5521692,320.5248779,1
2018-02-26,2018-05-28,318.7305025,318.1,317.1,1,1.630502462,1,3.869177853,325.6113201,318.8355361,318.2064382,318.7259828,317.6875109,319.1477054,318.4383424,319.0056348,319.3765526,1
2018-02-27,2018-05-29,310.2439594,314.9,315.75,0.850000024,-5.506040573,-0.850000024,3.870123017,321.5134101,312.1484628,309.0540519,310.2528472,309.4932709,309.7967448,313.8774731,313.9767183,312.2618821,1
2018-02-28,2018-05-30,321.4722588,307.5499999,312.45,-4.900000095,9.022258759,-4.900000095,3.978522115,325.1532175,316.8697993,316.8989498,317.1906831,326.3998663,320.9777739,320.0184714,320.7942116,320.6416924,0
2018-03-01,2018-05-31,322.0674402,309.15,312.45,-3.299999952,9.617440224,-3.299999952,4.038887443,324.7379515,320.9387657,317.503472,314.7045443,325.7039225,317.8973476,319.1099212,320.038172,320.3001708,0
2018-03-02,2018-06-01,317.6687874,311.4,308.15,3.25,9.518787384,3.25,3.966347016,320.8623671,316.8365597,314.3356322,315.5724405,316.1063227,314.9281196,316.1489514,315.9284472,316.4875142,1
2018-03-05,2018-06-04,316.9194246,313.1500002,303.85,9.300000191,13.06942463,9.300000191,3.697512807,321.278112,314.7012917,312.7701031,315.2568098,312.4524208,312.8486153,308.579538,309.3513847,313.7953,1
2018-03-06,2018-06-05,319.9357775,313.75,310.3,3.450000048,9.635777473,3.450000048,3.643728642,324.2330454,320.6967695,317.9045623,317.0997441,320.9243715,315.4984053,313.4942606,314.4673985,318.2504816,1
2018-03-07,2018-06-06,317.6110136,313.75,310.45,3.299999952,7.161013603,3.299999952,3.591860624,321.5676519,322.1424973,320.6633694,319.122842,318.9974129,320.6127398,318.9043285,319.9359457,319.9508668,1
2018-03-08,2018-06-07,323.3495613,316.85,313.6,3.25,9.74956131,3.25,3.583869276,321.1670242,319.9284626,318.3864108,313.9707343,316.5978707,321.14497,319.8049923,321.3928057,319.5269813,1
2018-03-09,2018-06-08,321.0235294,313.3,317.1,-3.799999952,3.923529387,-3.799999952,3.593554426,324.0232531,323.842022,320.5144676,314.0723589,320.1218215,319.934903,319.5661036,319.9615947,320.340006,0
2018-03-12,2018-06-11,321.6937897,316.15,320.1,-3.950000048,1.593789697,-3.950000048,3.552109002,326.9451953,323.6233011,318.7704649,320.1359384,320.7802169,320.6656707,320.9666399,319.9408764,321.5024548,0
2018-03-13,2018-06-12,323.115741,315.6500001,321.5,-5.849999905,1.615741014,-5.849999905,3.476035402,327.7726912,325.8592958,314.0194187,319.1846116,319.5211152,321.6018416,323.1624773,323.9132998,322.0167214,0
2018-03-14,2018-06-13,323.641423,315.6499999,321.55,-5.900000095,2.091423035,-5.900000095,3.394454612,324.333241,322.9871185,315.7111586,320.8485754,322.5765187,322.3006645,319.5909539,319.3378866,321.2586156,1
2018-03-15,2018-06-14,324.9862071,310.4000002,322.85,-12.44999981,2.136207104,-12.44999981,3.324613193,327.7828218,322.5331389,316.305893,320.7527803,322.2429783,320.7769722,319.0899964,319.5083726,321.5532401,1
2018-03-16,2018-06-15,317.9581747,309.1999998,322,12.80000019,-4.041825294,-12.80000019,3.301953821,321.9241372,318.6948462,313.4447594,317.2140312,318.8019083,313.9288197,314.7470722,314.2305264,316.7715861,1
2018-03-19,2018-06-18,317.0462845,305.85,319.85,14,-2.803715467,-14,3.442615425,320.610763,316.9802888,315.1716996,315.0459205,314.5292479,315.4191218,313.3770572,313.6259871,315.7562634,1
2018-03-20,2018-06-19,318.434491,301.3499992,321.3,19.95000076,-2.865509033,-19.95000076,3.740512036,324.1379281,316.6041329,315.8740118,311.5563419,315.3861034,312.5306938,310.8937252,311.0315493,315.1609975,1
2018-03-21,2018-06-20,313.835589,304.2000004,321.6,17.39999962,-7.764410973,-17.39999962,3.852936255,323.6505886,317.6974209,315.9841033,314.0679894,310.1271807,309.5288206,309.7239061,310.3593746,313.8861081,1
2018-03-22,2018-06-21,323.1956607,300.7499996,322.1,-21.35000038,1.095660686,-21.35000038,4.083849964,328.3106895,323.107936,325.0308119,318.4165548,314.3932177,322.1449281,316.5484444,316.4191195,320.8408181,1
2018-03-23,2018-06-22,327.5048065,303.6500001,311.5,-7.849999905,16.00480652,-7.849999905,4.270952734,326.3399172,327.6735134,327.9569969,326.1510534,321.7557917,327.1117802,330.2350464,330.3997917,327.2365219,0
2018-03-26,2018-06-25,328.9023781,303.25,314.5,-11.25,14.40237808,-11.25,4.469073482,331.1839409,328.2072058,326.2643204,325.808239,317.4129255,329.1825819,324.9741402,325.0636978,326.3332699,0
2018-03-27,2018-06-26,321.5514964,302.4,315.15,-12.75,6.40149641,-12.75,4.679889078,320.4044398,316.4563016,317.6818947,319.3808345,309.4935545,321.846064,321.7872271,321.8690471,318.9412066,0
2018-03-28,2018-06-27,320.0315794,301.5499996,310.65,-9.100000381,9.381579399,-9.100000381,4.898046731,319.2215141,318.159727,318.753838,320.0018705,314.5148255,322.0779509,321.3463882,322.0208687,319.5698403,0
2018-03-29,2018-06-28,317.449728,299.0999996,314.45,-15.35000038,2.999727964,-15.35000038,5.20590537,321.9532697,322.7785656,318.018769,318.2736353,316.9264793,319.3851883,316.6873996,317.6180152,318.7878944,0
2018-03-30,2018-06-29,313.9644375,299.9999998,314.55,14.55000019,-0.585562527,-14.55000019,5.451422053,319.0899938,318.1280702,315.7199692,314.5301759,315.283853,315.1680261,313.3862613,313.2845418,315.3950365,0
2018-04-02,2018-07-02,304.8920547,292.9000008,313.45,20.54999924,-8.557945251,-20.54999924,5.989417551,308.5700008,306.611932,304.9636499,305.1723063,301.6671774,301.4637825,301.8516113,303.5451204,304.3041817,1
2018-04-03,2018-07-03,305.356571,293.7500008,312.8,19.04999924,-7.443428993,-19.04999924,6.429470534,307.3436435,308.2362955,305.0552247,306.3787959,304.6224688,300.3081024,303.9674938,305.0036819,305.1413642,1
2018-04-04,2018-07-04,304.9318996,292.55,307.55,15,-2.618100405,-15,6.857853794,305.798717,303.1373203,303.6154855,306.9604611,302.6898072,304.0901759,302.0892609,304.9153202,304.2476053,1
2018-04-05,2018-07-05,302.9367039,291.9999992,312.95,20.95000076,-10.01329613,-20.95000076,7.294615539,307.3136322,307.3967649,304.577286,305.9356925,301.6125986,305.6104095,304.842046,307.2062189,305.2701503,1
2018-04-06,2018-07-06,304.3419754,293.5999996,311.2,17.60000038,-6.858024597,-17.60000038,7.6342921,305.1001403,306.3060634,302.0773022,303.0250542,302.9772694,302.4893696,300.7576496,301.8813707,303.217355,1
2018-04-09,2018-07-09,304.379697,296.2499992,312.95,16.70000076,-8.570302963,-16.70000076,7.861824448,309.1697189,309.4530372,303.3601391,309.4854383,303.4517767,301.8852865,304.5423748,305.1033232,305.6478658,1
2018-04-10,2018-07-10,302.670665,296.95,313.45,16.5,-10.77933502,-16.5,8.05300365,308.6323554,309.6077973,303.7955677,304.7187016,301.9553759,304.2741129,303.6867344,305.1561968,304.9441674,1
2018-04-11,2018-07-11,302.2700274,295.3000004,312.45,17.14999962,-10.17997265,-17.14999962,8.281588201,308.062442,309.8535051,305.8269159,306.6129939,305.2100746,305.3972017,308.5017743,309.3092975,306.7826925,1
2018-04-12,2018-07-12,304.3687229,296,311.75,15.75,-7.381277084,-15.75,8.478748391,307.4353948,307.6896143,304.7489171,304.4016309,302.8373709,302.4273252,306.5610471,309.3409951,305.5345576,1
2018-04-13,2018-07-13,306.9024612,299.0999996,314.45,15.35000038,-7.547538757,-15.35000038,8.579269934,312.6430225,311.5924234,310.7708952,306.1056225,303.5186998,303.824671,308.9248297,309.9021041,308.2427477,1
2018-04-16,2018-07-16,301.5949419,298.1999996,314.3,16.10000038,-12.7050581,-16.10000038,8.691649673,309.5049537,309.8521207,306.7404306,302.960078,302.5197151,301.0819109,306.6095775,307.1355684,305.3332552,1
2018-04-17,2018-07-17,306.7633299,297.3500008,314.4,17.04999924,-7.636670113,-17.04999924,8.812725925,312.3177289,313.3647036,312.1904329,304.0623621,307.2097138,305.3196215,309.5157722,310.353887,309.0108391,1
2018-04-18,2018-07-18,304.9136816,297.0500008,317.6,20.54999924,-12.6863184,-20.54999924,8.893910852,315.0884694,313.2060081,312.8307754,304.0593239,303.7268835,307.7831312,309.2768608,311.0817042,309.1074264,1
2018-04-19,2018-07-19,303.1030989,296.0499992,319,22.95000076,-15.89690113,-22.95000076,8.962344972,313.3610463,312.631115,316.3289676,304.5616646,305.0267248,308.9758711,308.0791197,309.0301237,309.0108591,1
accuracy, RMSE,,,,,,,,0.523636364,0.563636364,0.596363636,0.669090909,0.618181818,0.694545455,0.661818182,0.701818182,,0.672727273
0.665454545,9.052169,,,,,,,,,,,,,,,,,
