date,index1,index2,loss_profits,pred_date,prediction,real,0.606425703,8.898344397,-8.442857162,24.85000038,-22.25
2017-07-10,310.8,312.8999999,-2.099999905,2017-08-07,-0.208593011,2.099999905,,5.329601252,10.34005107,,
2017-07-11,312.7,312.85,0.150000006,2017-08-08,1.174700975,0.150000006,,1.050012076,,,
2017-07-12,312.6,308.65,3.950000048,2017-08-09,-1.78787601,-3.950000048,,4.674780356,,,
2017-07-13,316.55,307.2499998,-9.300000191,2017-08-10,0.121356897,-9.300000191,,88.76196938,,,
2017-07-14,316.7,301.5000002,-15.19999981,2017-08-11,0.361045599,-15.19999981,,242.1461342,,,
2017-07-17,317.5,304.6000004,12.89999962,2017-08-14,-2.467927933,-12.89999962,,108.8281197,,,
2017-07-18,318.05,304.6000002,-13.44999981,2017-08-15,1.396222234,-13.44999981,,220.410309,,,
2017-07-19,318.7,306.2500002,-12.44999981,2017-08-16,1.166345,-12.44999981,,185.404846,,,
2017-07-20,319.6,307.9000002,-11.69999981,2017-08-17,3.300048351,-11.69999981,,225.0014448,,,
2017-07-21,321.1,307.7499996,13.35000038,2017-08-18,-0.215415895,-13.35000038,,172.5173096,,,
2017-07-24,321.25,307.0500002,-14.19999981,2017-08-21,2.374381542,-14.19999981,,274.7101172,,,
2017-07-25,319.65,308.7000002,-10.94999981,2017-08-22,4.685407639,-10.94999981,,244.4659661,,,
2017-07-26,318.95,308.5999996,-10.35000038,2017-08-23,7.774980068,-10.35000038,,328.5149162,,,
2017-07-27,319.85,310.1,-9.75,2017-08-24,8.625610352,-9.75,,337.6630558,,,
2017-07-28,312.55,310.25,-2.299999952,2017-08-25,10.15302467,-2.299999952,,155.0778222,,,
2017-07-31,313.55,308.2000001,-5.349999905,2017-08-28,3.836019278,-5.349999905,,84.38294843,,,
2017-08-01,316.55,307.1500004,-9.399999619,2017-08-29,3.03142333,-9.399999619,,154.5402765,,,
2017-08-02,317.15,309.0000004,-8.149999619,2017-08-30,0.534671068,-8.149999619,,75.42350494,,,
2017-08-03,311.65,306.65,-5,2017-08-31,3.003014088,-5,,64.04823449,,,
2017-08-04,312.85,306.2999998,-6.550000191,2017-09-01,3.243761063,-6.550000191,,95.9177595,,,
2017-08-07,312.9,303.5000004,9.399999619,2017-09-04,-0.261710227,-9.399999619,,83.50833301,,,
2017-08-08,312.85,302.7000004,-10.14999962,2017-09-05,0.131589115,-10.14999962,,105.7110669,,,
2017-08-09,308.65,302.3000001,-6.349999905,2017-09-06,6.922605991,-6.349999905,,176.1620673,,,
2017-08-10,307.25,306.2,-1.049999952,2017-09-07,8.956923485,-1.049999952,,100.1385167,,,
2017-08-11,301.5,306.25,4.75,2017-09-08,13.01191711,4.75,,68.25927433,,,
2017-08-14,304.6,309.2500001,4.650000095,2017-09-11,11.59095383,4.650000095,,48.17683875,,,
2017-08-15,304.6,309.1999999,4.599999905,2017-09-12,11.62908268,4.599999905,,49.40800466,,,
2017-08-16,306.25,308.55,2.299999952,2017-09-13,12.22481441,2.299999952,,98.50194203,,,
2017-08-17,307.9,310.2499999,2.349999905,2017-09-14,15.30768013,2.349999905,,167.9014768,,,
2017-08-18,307.75,311.2,3.450000048,2017-09-15,12.18932724,3.450000048,,76.37583977,,,
2017-08-21,307.05,316.6999996,9.649999619,2017-09-18,13.36846828,9.649999619,,13.82700918,,,
2017-08-22,308.7,316.0499999,7.349999905,2017-09-19,12.61881542,7.349999905,,27.76041693,,,
2017-08-23,308.6,315.7999998,7.199999809,2017-09-20,15.50534153,7.199999809,,68.9787011,,,
2017-08-24,310.1,316.0499998,5.949999809,2017-09-21,12.69852161,5.949999809,,45.5425465,,,
2017-08-25,310.25,313.75,3.5,2017-09-22,11.95620155,3.5,,71.50734465,,,
2017-08-28,308.2,313.7999999,5.599999905,2017-09-25,12.40232563,5.599999905,,46.27163527,,,
2017-08-29,307.15,311.8000001,4.650000095,2017-09-26,16.43561745,4.650000095,,138.9007764,,,
2017-08-30,309,311.4000001,2.400000095,2017-09-27,10.47193432,2.400000095,,65.15612213,,,
2017-08-31,306.65,311.5999998,4.949999809,2017-09-28,9.273598671,4.949999809,,18.69350712,,,
2017-09-01,306.3,314.3,8,2017-09-29,9.477959633,8,,2.184364677,,,
2017-09-04,303.5,314.3000002,10.80000019,2017-10-02,8.694451332,10.80000019,,4.433335993,,,
2017-09-05,302.7,314.3000004,11.60000038,2017-10-03,11.42953587,11.60000038,,0.029058149,,,
2017-09-06,302.3,314.3,12,2017-10-04,9.88287735,12,,4.482208315,,,
2017-09-07,306.2,314.3000004,8.100000381,2017-10-05,7.531386375,8.100000381,,0.323321888,,,
2017-09-08,306.25,314.3000002,8.050000191,2017-10-06,7.386858463,8.050000191,,0.439756951,,,
2017-09-11,309.25,314.3000002,5.050000191,2017-10-09,1.107526779,5.050000191,,15.5430966,,,
