date,index1,index2,loss_profits,pred_date,prediction,real,0.606425703,8.693708642,-8.758163273,24.85000038,-22.25
2017-07-10,310.8,312.8999999,2.099999905,2017-08-07,3.054023743,2.099999905,,,,,
2017-07-11,312.7,312.85,0.150000006,2017-08-08,2.117663383,0.150000006,,,,,
2017-07-12,312.6,308.65,-3.950000048,2017-08-09,3.785440207,-3.950000048,,,,,
2017-07-13,316.55,307.2499998,9.300000191,2017-08-10,-0.314516038,-9.300000191,,,,,
2017-07-14,316.7,301.5000002,-15.19999981,2017-08-11,0.262204796,-15.19999981,,,,,
2017-07-17,317.5,304.6000004,12.89999962,2017-08-14,-0.365776479,-12.89999962,,,,,
2017-07-18,318.05,304.6000002,13.44999981,2017-08-15,-4.657580853,-13.44999981,,,,,
2017-07-19,318.7,306.2500002,12.44999981,2017-08-16,-2.212406635,-12.44999981,,,,,
2017-07-20,319.6,307.9000002,11.69999981,2017-08-17,-0.570709944,-11.69999981,,,,,
2017-07-21,321.1,307.7499996,13.35000038,2017-08-18,-4.128151417,-13.35000038,,,,,
2017-07-24,321.25,307.0500002,-14.19999981,2017-08-21,1.398674726,-14.19999981,,,,,
2017-07-25,319.65,308.7000002,-10.94999981,2017-08-22,3.298660994,-10.94999981,,,,,
2017-07-26,318.95,308.5999996,-10.35000038,2017-08-23,4.233314037,-10.35000038,,,,,
2017-07-27,319.85,310.1,-9.75,2017-08-24,3.804511547,-9.75,,,,,
2017-07-28,312.55,310.25,-2.299999952,2017-08-25,6.08161974,-2.299999952,,,,,
2017-07-31,313.55,308.2000001,5.349999905,2017-08-28,-0.1773054,-5.349999905,,,,,
2017-08-01,316.55,307.1500004,-9.399999619,2017-08-29,2.497905731,-9.399999619,,,,,
2017-08-02,317.15,309.0000004,-8.149999619,2017-08-30,2.995443344,-8.149999619,,,,,
2017-08-03,311.65,306.65,-5,2017-08-31,7.094648838,-5,,,,,
2017-08-04,312.85,306.2999998,-6.550000191,2017-09-01,3.086893082,-6.550000191,,,,,
2017-08-07,312.9,303.5000004,-9.399999619,2017-09-04,0.708127797,-9.399999619,,,,,
2017-08-08,312.85,302.7000004,-10.14999962,2017-09-05,5.923837185,-10.14999962,,,,,
2017-08-09,308.65,302.3000001,-6.349999905,2017-09-06,7.283778667,-6.349999905,,,,,
2017-08-10,307.25,306.2,-1.049999952,2017-09-07,9.154531479,-1.049999952,,,,,
2017-08-11,301.5,306.25,4.75,2017-09-08,12.26342964,4.75,,,,,
2017-08-14,304.6,309.2500001,4.650000095,2017-09-11,9.356884003,4.650000095,,,,,
2017-08-15,304.6,309.1999999,4.599999905,2017-09-12,10.53474903,4.599999905,,,,,
2017-08-16,306.25,308.55,2.299999952,2017-09-13,9.42043972,2.299999952,,,,,
2017-08-17,307.9,310.2499999,2.349999905,2017-09-14,12.70683575,2.349999905,,,,,
