date,index1,index2,loss_profits,pred_date,prediction,real,0.610441767,,10.73151984
2017-07-10,310.8,312.8999999,2.099999905,2017-08-07,3.050698757,2.099999905,,0.903828307,
2017-07-11,312.7,312.85,0.150000006,2017-08-08,3.200176477,0.150000006,,9.303576504,
2017-07-12,312.6,308.65,-3.950000048,2017-08-09,4.115427494,-3.950000048,,65.05112144,
2017-07-13,316.55,307.2499998,9.300000191,2017-08-10,-1.039363146,-9.300000191,,68.23812439,
2017-07-14,316.7,301.5000002,-15.19999981,2017-08-11,0.945077896,-15.19999981,,260.6635341,
2017-07-17,317.5,304.6000004,12.89999962,2017-08-14,-1.078813791,-12.89999962,,139.7404344,
2017-07-18,318.05,304.6000002,13.44999981,2017-08-15,-3.024866581,-13.44999981,,108.6834028,
2017-07-19,318.7,306.2500002,12.44999981,2017-08-16,-0.944732189,-12.44999981,,132.371183,
2017-07-20,319.6,307.9000002,-11.69999981,2017-08-17,1.980394483,-11.69999981,,187.153188,
2017-07-21,321.1,307.7499996,-13.35000038,2017-08-18,0.849214673,-13.35000038,,201.6177081,
2017-07-24,321.25,307.0500002,-14.19999981,2017-08-21,0.217488647,-14.19999981,,207.8639734,
2017-07-25,319.65,308.7000002,-10.94999981,2017-08-22,4.074575424,-10.94999981,,225.737861,
2017-07-26,318.95,308.5999996,-10.35000038,2017-08-23,4.982525826,-10.35000038,,235.0863599,
2017-07-27,319.85,310.1,-9.75,2017-08-24,5.812495708,-9.75,,242.1912727,
2017-07-28,312.55,310.25,-2.299999952,2017-08-25,7.657026768,-2.299999952,,99.1423811,
2017-07-31,313.55,308.2000001,5.349999905,2017-08-28,-0.892603159,-5.349999905,,19.86838575,
2017-08-01,316.55,307.1500004,9.399999619,2017-08-29,-3.567071438,-9.399999619,,34.02305116,
2017-08-02,317.15,309.0000004,-8.149999619,2017-08-30,1.586313486,-8.149999619,,94.79579288,
2017-08-03,311.65,306.65,-5,2017-08-31,4.030276775,-5,,81.54589863,
2017-08-04,312.85,306.2999998,-6.550000191,2017-09-01,0.197840422,-6.550000191,,45.53335294,
2017-08-07,312.9,303.5000004,-9.399999619,2017-09-04,0.90255785,-9.399999619,,106.1426904,
2017-08-08,312.85,302.7000004,-10.14999962,2017-09-05,2.659178495,-10.14999962,,164.075044,
2017-08-09,308.65,302.3000001,-6.349999905,2017-09-06,4.837110519,-6.349999905,,125.1514396,
2017-08-10,307.25,306.2,-1.049999952,2017-09-07,8.534646034,-1.049999952,,91.86543868,
2017-08-11,301.5,306.25,4.75,2017-09-08,11.6842289,4.75,,48.08353044,
2017-08-14,304.6,309.2500001,4.650000095,2017-09-11,11.47512722,4.650000095,,46.58236027,
2017-08-15,304.6,309.1999999,4.599999905,2017-09-12,9.722239494,4.599999905,,26.23733841,
2017-08-16,306.25,308.55,2.299999952,2017-09-13,12.56250954,2.299999952,,105.319103,
2017-08-17,307.9,310.2499999,2.349999905,2017-09-14,15.36129475,2.349999905,,169.2937935,
2017-08-18,307.75,311.2,3.450000048,2017-09-15,12.83897591,3.450000048,,88.15286774,
2017-08-21,307.05,316.6999996,9.649999619,2017-09-18,12.46409225,9.649999619,,7.919117336,
2017-08-22,308.7,316.0499999,7.349999905,2017-09-19,10.75074005,7.349999905,,11.56503353,
