date,index1,index2,loss_profits,pred_date,prediction,real,0.514056225,,12.19374322
2017-07-10,310.8,312.8999999,2.099999905,2017-08-07,8.310535431,2.099999905,,38.57075152,
2017-07-11,312.7,312.85,0.150000006,2017-08-08,6.241641045,0.150000006,,37.10809054,
2017-07-12,312.6,308.65,-3.950000048,2017-08-09,8.758039474,-3.950000048,,161.4942685,
2017-07-13,316.55,307.2499998,-9.300000191,2017-08-10,5.668595314,-9.300000191,,224.0588514,
2017-07-14,316.7,301.5000002,-15.19999981,2017-08-11,6.35554266,-15.19999981,,464.6414111,
2017-07-17,317.5,304.6000004,-12.89999962,2017-08-14,4.356701374,-12.89999962,,297.7937291,
2017-07-18,318.05,304.6000002,-13.44999981,2017-08-15,6.658028126,-13.44999981,,404.3327874,
2017-07-19,318.7,306.2500002,-12.44999981,2017-08-16,5.042639256,-12.44999981,,305.9924215,
2017-07-20,319.6,307.9000002,-11.69999981,2017-08-17,6.926632404,-11.69999981,,346.9514276,
2017-07-21,321.1,307.7499996,-13.35000038,2017-08-18,4.925663948,-13.35000038,,333.9999067,
2017-07-24,321.25,307.0500002,-14.19999981,2017-08-21,7.428827763,-14.19999981,,467.8061821,
2017-07-25,319.65,308.7000002,-10.94999981,2017-08-22,9.186578751,-10.94999981,,405.4817961,
2017-07-26,318.95,308.5999996,-10.35000038,2017-08-23,8.302372932,-10.35000038,,347.9110302,
2017-07-27,319.85,310.1,-9.75,2017-08-24,9.239948273,-9.75,,360.6181354,
2017-07-28,312.55,310.25,-2.299999952,2017-08-25,10.96105957,-2.299999952,,175.8556997,
2017-07-31,313.55,308.2000001,-5.349999905,2017-08-28,7.099099636,-5.349999905,,154.9800794,
2017-08-01,316.55,307.1500004,-9.399999619,2017-08-29,4.18091774,-9.399999619,,184.4413163,
2017-08-02,317.15,309.0000004,-8.149999619,2017-08-30,3.858812571,-8.149999619,,144.2115702,
2017-08-03,311.65,306.65,-5,2017-08-31,6.344835281,-5,,128.7052876,
2017-08-04,312.85,306.2999998,-6.550000191,2017-09-01,6.668201923,-6.550000191,,174.7208671,
