date,index1,index2,loss_profits,pred_date,prediction,real,0.558232932,,11.00304548
2017-07-10,310.8,312.8999999,-2.099999905,2017-08-07,-2.025785685,2.099999905,,17.02210673,
2017-07-11,312.7,312.85,-0.150000006,2017-08-08,-2.91283083,0.150000006,,9.38093273,
2017-07-12,312.6,308.65,3.950000048,2017-08-09,-1.195385456,-3.950000048,,7.58790155,
2017-07-13,316.55,307.2499998,9.300000191,2017-08-10,-2.872496367,-9.300000191,,41.31280541,
2017-07-14,316.7,301.5000002,15.19999981,2017-08-11,-3.55016017,-15.19999981,,135.7187636,
2017-07-17,317.5,304.6000004,12.89999962,2017-08-14,-3.604329348,-12.89999962,,86.40948581,
2017-07-18,318.05,304.6000002,13.44999981,2017-08-15,-4.275187492,-13.44999981,,84.17718107,
2017-07-19,318.7,306.2500002,12.44999981,2017-08-16,-3.5166471,-12.44999981,,79.80479064,
2017-07-20,319.6,307.9000002,11.69999981,2017-08-17,-3.083830118,-11.69999981,,74.23838016,
2017-07-21,321.1,307.7499996,13.35000038,2017-08-18,-3.022473097,-13.35000038,,106.6578198,
2017-07-24,321.25,307.0500002,14.19999981,2017-08-21,-0.804326952,-14.19999981,,179.4440513,
2017-07-25,319.65,308.7000002,-10.94999981,2017-08-22,1.672755003,-10.94999981,,159.3339391,
2017-07-26,318.95,308.5999996,-10.35000038,2017-08-23,3.996615171,-10.35000038,,205.8253778,
2017-07-27,319.85,310.1,-9.75,2017-08-24,3.734158278,-9.75,,181.8225245,
2017-07-28,312.55,310.25,-2.299999952,2017-08-25,7.774166107,-2.299999952,,101.4888218,
2017-07-31,313.55,308.2000001,-5.349999905,2017-08-28,4.839018345,-5.349999905,,103.8160929,
2017-08-01,316.55,307.1500004,-9.399999619,2017-08-29,1.959234476,-9.399999619,,129.0321992,
2017-08-02,317.15,309.0000004,-8.149999619,2017-08-30,0.53194505,-8.149999619,,75.37616324,
2017-08-03,311.65,306.65,-5,2017-08-31,4.775708199,-5,,95.56447079,
2017-08-04,312.85,306.2999998,-6.550000191,2017-09-01,3.621115446,-6.550000191,,103.4515933,
2017-08-07,312.9,303.5000004,-9.399999619,2017-09-04,2.744499922,-9.399999619,,147.4888691,
2017-08-08,312.85,302.7000004,-10.14999962,2017-09-05,5.309985161,-10.14999962,,239.0111294,
2017-08-09,308.65,302.3000001,-6.349999905,2017-09-06,8.526991844,-6.349999905,,221.3248835,
2017-08-10,307.25,306.2,-1.049999952,2017-09-07,9.541209221,-1.049999952,,112.1737117,
2017-08-11,301.5,306.25,4.75,2017-09-08,16.33070755,4.75,,134.1127874,
2017-08-14,304.6,309.2500001,4.650000095,2017-09-11,12.22257805,4.650000095,,57.34393688,
