date,index1,index2,loss_profits,pred_date,prediction,real,0.570281124,10.63215958
2017-07-10,310.8,312.8999999,2.099999905,2017-08-07,4.746436119,2.099999905,,7.003624635
2017-07-11,312.7,312.85,0.150000006,2017-08-08,2.261082888,0.150000006,,4.456670935
2017-07-12,312.6,308.65,-3.950000048,2017-08-09,3.041246653,-3.950000048,,48.87753043
2017-07-13,316.55,307.2499998,-9.300000191,2017-08-10,0.062343754,-9.300000191,,87.65348414
2017-07-14,316.7,301.5000002,-15.19999981,2017-08-11,4.856466293,-15.19999981,,402.2618325
2017-07-17,317.5,304.6000004,12.89999962,2017-08-14,-3.079181433,-12.89999962,,96.44846986
2017-07-18,318.05,304.6000002,-13.44999981,2017-08-15,5.182127953,-13.44999981,,347.156185
2017-07-19,318.7,306.2500002,12.44999981,2017-08-16,-1.179382324,-12.44999981,,127.0268185
2017-07-20,319.6,307.9000002,-11.69999981,2017-08-17,3.436428785,-11.69999981,,229.1114706
2017-07-21,321.1,307.7499996,13.35000038,2017-08-18,-3.189062357,-13.35000038,,103.2446615
2017-07-24,321.25,307.0500002,-14.19999981,2017-08-21,4.030567169,-14.19999981,,332.3535724
2017-07-25,319.65,308.7000002,-10.94999981,2017-08-22,2.408082247,-10.94999981,,178.4383562
2017-07-26,318.95,308.5999996,-10.35000038,2017-08-23,6.718695641,-10.35000038,,291.3403839
2017-07-27,319.85,310.1,-9.75,2017-08-24,7.223261833,-9.75,,288.0916173
2017-07-28,312.55,310.25,-2.299999952,2017-08-25,9.026376724,-2.299999952,,128.2868086
2017-07-31,313.55,308.2000001,-5.349999905,2017-08-28,1.680992842,-5.349999905,,49.43485901
2017-08-01,316.55,307.1500004,-9.399999619,2017-08-29,4.454407215,-9.399999619,,191.9445887
2017-08-02,317.15,309.0000004,8.149999619,2017-08-30,-0.405294955,-8.149999619,,59.98045033
2017-08-03,311.65,306.65,-5,2017-08-31,6.69857502,-5,,136.8566575
2017-08-04,312.85,306.2999998,-6.550000191,2017-09-01,3.465423107,-6.550000191,,100.3087038
2017-08-07,312.9,303.5000004,-9.399999619,2017-09-04,3.260292768,-9.399999619,,160.2830033
2017-08-08,312.85,302.7000004,-10.14999962,2017-09-05,2.315906763,-10.14999962,,155.3988219
2017-08-09,308.65,302.3000001,-6.349999905,2017-09-06,6.292832851,-6.349999905,,159.8412201
2017-08-10,307.25,306.2,-1.049999952,2017-09-07,9.099310875,-1.049999952,,103.0085103
2017-08-11,301.5,306.25,4.75,2017-09-08,11.25083733,4.75,,42.26088599
2017-08-14,304.6,309.2500001,4.650000095,2017-09-11,10.17185974,4.650000095,,30.49093394
2017-08-15,304.6,309.1999999,4.599999905,2017-09-12,10.56392097,4.599999905,,35.56835447
2017-08-16,306.25,308.55,2.299999952,2017-09-13,9.622849464,2.299999952,,53.62412498
2017-08-17,307.9,310.2499999,2.349999905,2017-09-14,13.3375597,2.349999905,,120.7264702
2017-08-18,307.75,311.2,3.450000048,2017-09-15,9.993436813,3.450000048,,42.8165647
2017-08-21,307.05,316.6999996,9.649999619,2017-09-18,12.78731632,9.649999619,,9.842756082
2017-08-22,308.7,316.0499999,7.349999905,2017-09-19,11.26919556,7.349999905,,15.36009458
2017-08-23,308.6,315.7999998,7.199999809,2017-09-20,13.39603043,7.199999809,,38.39079546
2017-08-24,310.1,316.0499998,5.949999809,2017-09-21,11.27154541,5.949999809,,28.31884758
2017-08-25,310.25,313.75,3.5,2017-09-22,12.06662083,3.5,,73.38699244
2017-08-28,308.2,313.7999999,5.599999905,2017-09-25,10.68997478,5.599999905,,25.90784423
