date,index1,index2,loss_profits,pred_date,prediction,real,0.610441767,,10.40799905
2017-07-10,310.8,312.8999999,2.099999905,2017-08-07,0.672073007,2.099999905,,2.038975226,
2017-07-11,312.7,312.85,0.150000006,2017-08-08,2.020084381,0.150000006,,3.49721557,
2017-07-12,312.6,308.65,3.950000048,2017-08-09,-1.108457923,-3.950000048,,8.074361648,
2017-07-13,316.55,307.2499998,-9.300000191,2017-08-10,0.25388068,-9.300000191,,91.2766397,
2017-07-14,316.7,301.5000002,15.19999981,2017-08-11,-4.182646275,-15.19999981,,121.3820789,
2017-07-17,317.5,304.6000004,12.89999962,2017-08-14,-5.560587406,-12.89999962,,53.86697165,
2017-07-18,318.05,304.6000002,13.44999981,2017-08-15,-2.631279469,-13.44999981,,117.0447098,
2017-07-19,318.7,306.2500002,12.44999981,2017-08-16,-3.322802067,-12.44999981,,83.30573864,
2017-07-20,319.6,307.9000002,11.69999981,2017-08-17,-2.318840742,-11.69999981,,88.00614546,
2017-07-21,321.1,307.7499996,13.35000038,2017-08-18,-5.225480556,-13.35000038,,66.00782237,
2017-07-24,321.25,307.0500002,14.19999981,2017-08-21,-6.1757617,-14.19999981,,64.38839725,
2017-07-25,319.65,308.7000002,-10.94999981,2017-08-22,1.158735871,-10.94999981,,146.6214798,
2017-07-26,318.95,308.5999996,-10.35000038,2017-08-23,2.800213337,-10.35000038,,172.9281208,
2017-07-27,319.85,310.1,-9.75,2017-08-24,4.009159565,-9.75,,189.3144719,
2017-07-28,312.55,310.25,-2.299999952,2017-08-25,9.975767136,-2.299999952,,150.6944576,
2017-07-31,313.55,308.2000001,-5.349999905,2017-08-28,0.314284325,-5.349999905,,32.08411584,
2017-08-01,316.55,307.1500004,9.399999619,2017-08-29,-0.553974152,-9.399999619,,78.25216656,
2017-08-02,317.15,309.0000004,8.149999619,2017-08-30,-0.239018232,-8.149999619,,62.58362651,
2017-08-03,311.65,306.65,-5,2017-08-31,3.873641014,-5,,78.74150485,
2017-08-04,312.85,306.2999998,-6.550000191,2017-09-01,1.870396733,-6.550000191,,70.90308436,
2017-08-07,312.9,303.5000004,-9.399999619,2017-09-04,1.65139854,-9.399999619,,122.1334013,
2017-08-08,312.85,302.7000004,-10.14999962,2017-09-05,2.704318523,-10.14999962,,165.2334949,
2017-08-09,308.65,302.3000001,-6.349999905,2017-09-06,4.244241714,-6.349999905,,112.2379555,
2017-08-10,307.25,306.2,-1.049999952,2017-09-07,5.603012562,-1.049999952,,44.26257551,
2017-08-11,301.5,306.25,4.75,2017-09-08,8.265106201,4.75,,12.3559716,
2017-08-14,304.6,309.2500001,4.650000095,2017-09-11,7.55357933,4.650000095,,8.430772374,
2017-08-15,304.6,309.1999999,4.599999905,2017-09-12,9.13796711,4.599999905,,20.59314635,
2017-08-16,306.25,308.55,2.299999952,2017-09-13,10.41611385,2.299999952,,65.87130481,
2017-08-17,307.9,310.2499999,2.349999905,2017-09-14,11.25354862,2.349999905,,79.27317972,
2017-08-18,307.75,311.2,3.450000048,2017-09-15,8.853293419,3.450000048,,29.19557925,
2017-08-21,307.05,316.6999996,9.649999619,2017-09-18,10.07701015,9.649999619,,0.182337994,
2017-08-22,308.7,316.0499999,7.349999905,2017-09-19,11.58358479,7.349999905,,17.92324098,
2017-08-23,308.6,315.7999998,7.199999809,2017-09-20,13.91482258,7.199999809,,45.08884485,
2017-08-24,310.1,316.0499998,5.949999809,2017-09-21,10.25700855,5.949999809,,18.5503243,
2017-08-25,310.25,313.75,3.5,2017-09-22,10.9454546,3.5,,55.4347942,
2017-08-28,308.2,313.7999999,5.599999905,2017-09-25,10.57662296,5.599999905,,24.76677703,
2017-08-29,307.15,311.8000001,4.650000095,2017-09-26,9.495697975,4.650000095,,23.48078794,
2017-08-30,309,311.4000001,2.400000095,2017-09-27,3.492880344,2.400000095,,1.194387239,
2017-08-31,306.65,311.5999998,4.949999809,2017-09-28,3.939287901,4.949999809,,1.021538561,
2017-09-01,306.3,314.3,8,2017-09-29,5.089286327,8,,8.472254086,
2017-09-04,303.5,314.3000002,10.80000019,2017-10-02,6.316396236,10.80000019,,20.10270442,
2017-09-05,302.7,314.3000004,11.60000038,2017-10-03,7.918447971,11.60000038,,13.55382814,
2017-09-06,302.3,314.3,12,2017-10-04,7.405124187,12,,21.11288374,
2017-09-07,306.2,314.3000004,8.100000381,2017-10-05,1.917316675,8.100000381,,38.22557781,
2017-09-08,306.25,314.3000002,8.050000191,2017-10-06,5.952588081,8.050000191,,4.399137559,
2017-09-11,309.25,314.3000002,5.050000191,2017-10-09,3.966669083,5.050000191,,1.17360629,
2017-09-12,309.2,320.1499998,10.94999981,2017-10-10,3.105459213,10.94999981,,61.53681718,
2017-09-13,308.55,323.2499998,14.69999981,2017-10-11,0.948996305,14.69999981,,189.0900974,
2017-09-14,310.25,325.6499996,-15.39999962,2017-10-12,-1.168813109,15.39999962,,274.5255552,
2017-09-15,311.2,325.3000004,-14.10000038,2017-10-13,-3.121775627,14.10000038,,296.5895688,
2017-09-18,316.7,325.5000002,-8.800000191,2017-10-16,-6.691164494,8.800000191,,239.9761833,
2017-09-19,316.05,325.8,-9.75,2017-10-17,-0.448289752,9.75,,104.0051139,
2017-09-20,315.8,325.8500002,10.05000019,2017-10-18,0.304819882,10.05000019,,94.96853924,
2017-09-21,316.05,324.1000002,8.050000191,2017-10-19,0.138909549,8.050000191,,62.58535515,
2017-09-22,313.75,326.25,12.5,2017-10-20,3.073957443,12.5,,88.85027829,
2017-09-25,313.8,327.05,13.25,2017-10-23,3.578406096,13.25,,93.53972864,
2017-09-26,311.8,326.55,14.75,2017-10-24,4.667181969,14.75,,101.6632194,
2017-09-27,311.4,326.7500004,15.35000038,2017-10-25,9.517352104,15.35000038,,34.01978591,
2017-09-28,311.6,323.7499996,12.14999962,2017-10-26,10.59788513,12.14999962,,2.40905939,
2017-09-29,314.3,326.8500002,12.55000019,2017-10-27,8.128367424,12.55000019,,19.55083632,
2017-10-02,314.3,327.4499996,13.14999962,2017-10-30,1.666561127,13.14999962,,131.8693596,
2017-10-03,314.3,331.05,-16.75,2017-10-31,-3.458021641,16.75,,408.3641386,
2017-10-04,314.3,336.55,-22.25,2017-11-01,-4.752744675,22.25,,729.14822,
2017-10-05,314.3,335.05,-20.75,2017-11-02,-3.991341352,20.75,,612.1339719,
2017-10-06,314.3,336.3499992,-22.04999924,2017-11-03,-3.732403517,22.04999924,,664.7322919,
2017-10-09,314.3,334.1500004,-19.85000038,2017-11-06,-3.201433182,19.85000038,,531.3685893,
2017-10-10,320.15,333.7500004,-13.60000038,2017-11-07,-3.12894249,13.60000038,,279.8575295,
2017-10-11,323.25,335.25,-12,2017-11-08,-0.941597462,12,,167.4849449,
2017-10-12,325.65,333.65,-8,2017-11-09,-4.72799778,8,,162.0019275,
2017-10-13,325.3,332.8999999,-7.599999905,2017-11-10,-3.703571796,7.599999905,,127.7707332,
2017-10-16,325.5,331.5500002,-6.050000191,2017-11-13,-4.312618256,6.050000191,,107.3838611,
2017-10-17,325.8,331.3,-5.5,2017-11-14,-3.709883213,5.5,,84.8219488,
2017-10-18,325.85,329.15,-3.299999952,2017-11-15,-0.153339595,3.299999952,,11.92555403,
2017-10-19,324.1,331.2999998,7.199999809,2017-11-16,0.19557935,7.199999809,,49.06190597,
2017-10-20,326.25,330.9499998,-4.699999809,2017-11-17,-3.976808548,4.699999809,,75.28700326,
2017-10-23,327.05,329.4500001,-2.400000095,2017-11-20,-2.766314983,2.400000095,,26.69081149,
2017-10-24,326.55,330.8500002,-4.300000191,2017-11-21,-2.813140392,4.300000191,,50.59676895,
2017-10-25,326.75,332.5500002,-5.800000191,2017-11-22,-4.682007313,5.800000191,,109.8724813,
2017-10-26,323.75,331.4499998,-7.699999809,2017-11-23,-6.869946003,7.699999809,,212.283321,
2017-10-27,326.85,332.2500001,-5.400000095,2017-11-24,-4.573635101,5.400000095,,99.47339902,
2017-10-30,327.45,325.9,1.549999952,2017-11-27,-2.956283569,-1.549999952,,1.977633611,
