date,index1,index2,loss_profits,pred_date,prediction,real,0.582329317
2017-07-10,310.8,312.8999999,2.099999905,2017-08-07,3.18334651,2.099999905,
2017-07-11,312.7,312.85,0.150000006,2017-08-08,3.125690937,0.150000006,
2017-07-12,312.6,308.65,-3.950000048,2017-08-09,4.835224628,-3.950000048,
2017-07-13,316.55,307.2499998,-9.300000191,2017-08-10,0.092777833,-9.300000191,
2017-07-14,316.7,301.5000002,-15.19999981,2017-08-11,0.606278837,-15.19999981,
2017-07-17,317.5,304.6000004,-12.89999962,2017-08-14,0.071133241,-12.89999962,
2017-07-18,318.05,304.6000002,13.44999981,2017-08-15,-1.593360782,-13.44999981,
2017-07-19,318.7,306.2500002,-12.44999981,2017-08-16,1.448208451,-12.44999981,
2017-07-20,319.6,307.9000002,11.69999981,2017-08-17,-0.04883182,-11.69999981,
2017-07-21,321.1,307.7499996,-13.35000038,2017-08-18,0.455444485,-13.35000038,
2017-07-24,321.25,307.0500002,-14.19999981,2017-08-21,2.835497618,-14.19999981,
2017-07-25,319.65,308.7000002,-10.94999981,2017-08-22,5.511324883,-10.94999981,
2017-07-26,318.95,308.5999996,-10.35000038,2017-08-23,7.126997948,-10.35000038,
2017-07-27,319.85,310.1,-9.75,2017-08-24,7.731301308,-9.75,
2017-07-28,312.55,310.25,-2.299999952,2017-08-25,11.99899101,-2.299999952,
2017-07-31,313.55,308.2000001,5.349999905,2017-08-28,-0.537156522,-5.349999905,
2017-08-01,316.55,307.1500004,-9.399999619,2017-08-29,1.679910779,-9.399999619,
2017-08-02,317.15,309.0000004,-8.149999619,2017-08-30,0.362761945,-8.149999619,
2017-08-03,311.65,306.65,-5,2017-08-31,5.521306515,-5,
2017-08-04,312.85,306.2999998,-6.550000191,2017-09-01,4.649060726,-6.550000191,
2017-08-07,312.9,303.5000004,-9.399999619,2017-09-04,3.162995577,-9.399999619,
2017-08-08,312.85,302.7000004,-10.14999962,2017-09-05,3.390231371,-10.14999962,
2017-08-09,308.65,302.3000001,-6.349999905,2017-09-06,5.648169518,-6.349999905,
2017-08-10,307.25,306.2,-1.049999952,2017-09-07,9.217686653,-1.049999952,
2017-08-11,301.5,306.25,4.75,2017-09-08,11.56680775,4.75,
2017-08-14,304.6,309.2500001,4.650000095,2017-09-11,7.864483833,4.650000095,
2017-08-15,304.6,309.1999999,4.599999905,2017-09-12,9.485219002,4.599999905,
2017-08-16,306.25,308.55,2.299999952,2017-09-13,8.646436691,2.299999952,
2017-08-17,307.9,310.2499999,2.349999905,2017-09-14,9.547842026,2.349999905,
2017-08-18,307.75,311.2,3.450000048,2017-09-15,9.865120888,3.450000048,
2017-08-21,307.05,316.6999996,9.649999619,2017-09-18,10.45303822,9.649999619,
2017-08-22,308.7,316.0499999,7.349999905,2017-09-19,9.863976479,7.349999905,
2017-08-23,308.6,315.7999998,7.199999809,2017-09-20,14.49128437,7.199999809,
2017-08-24,310.1,316.0499998,5.949999809,2017-09-21,11.52933693,5.949999809,
2017-08-25,310.25,313.75,3.5,2017-09-22,6.055521965,3.5,
2017-08-28,308.2,313.7999999,5.599999905,2017-09-25,7.43145752,5.599999905,
2017-08-29,307.15,311.8000001,4.650000095,2017-09-26,7.575509071,4.650000095,
2017-08-30,309,311.4000001,2.400000095,2017-09-27,7.347629547,2.400000095,
2017-08-31,306.65,311.5999998,4.949999809,2017-09-28,6.233258724,4.949999809,
2017-09-01,306.3,314.3,8,2017-09-29,5.260864258,8,
2017-09-04,303.5,314.3000002,10.80000019,2017-10-02,6.329943657,10.80000019,
2017-09-05,302.7,314.3000004,11.60000038,2017-10-03,7.773316383,11.60000038,
2017-09-06,302.3,314.3,12,2017-10-04,7.056121826,12,
2017-09-07,306.2,314.3000004,8.100000381,2017-10-05,2.639131546,8.100000381,
2017-09-08,306.25,314.3000002,8.050000191,2017-10-06,7.343823433,8.050000191,
2017-09-11,309.25,314.3000002,5.050000191,2017-10-09,4.66377449,5.050000191,
2017-09-12,309.2,320.1499998,10.94999981,2017-10-10,4.230805397,10.94999981,
2017-09-13,308.55,323.2499998,14.69999981,2017-10-11,0.933513463,14.69999981,
2017-09-14,310.25,325.6499996,-15.39999962,2017-10-12,-0.03291066,15.39999962,
2017-09-15,311.2,325.3000004,14.10000038,2017-10-13,0.574090421,14.10000038,
2017-09-18,316.7,325.5000002,-8.800000191,2017-10-16,-3.211451769,8.800000191,
