date_base,date_pred,index_pred,index_real,index_today,loss_profits,prediction,real,std
2017-09-12,2017-09-13,310.72877140045165,308.55000002384185,309.2,-0.6499999761581421,1.5287714004516602,-0.6499999761581421,4.830663152
2017-09-13,2017-09-14,309.42142008543016,310.2500000476837,308.55,1.7000000476837158,0.8714200854301453,1.7000000476837158,4.789271238
2017-09-14,2017-09-15,309.60179686546326,311.19999998807907,310.25,-0.949999988079071,-0.6482031345367432,0.949999988079071,4.751880573999999
2017-09-15,2017-09-18,312.10842455625533,316.7,311.2,5.5,0.9084245562553406,5.5,4.791113444
2017-09-18,2017-09-19,315.86763073205947,316.05000002384185,316.7,0.6499999761581421,-0.8323692679405212,-0.6499999761581421,4.81804164
2017-09-19,2017-09-20,315.79389451742173,315.8,316.05,0.25,-0.2561054825782776,-0.25,4.822013947
2017-09-20,2017-09-21,316.069387036562,316.05,315.8,0.25,0.26938703656196594,0.25,4.846478822
2017-09-21,2017-09-22,316.19715795218946,313.7500000476837,316.05,-2.299999952316284,0.1471579521894455,-2.299999952316284,4.84817484
2017-09-22,2017-09-25,314.63930028676987,313.80000000074506,313.75,0.05000000074505806,0.8893002867698669,0.05000000074505806,4.855839194
2017-09-25,2017-09-26,314.60621337890626,311.8,313.8,-2.0,0.80621337890625,-2.0,4.855787213999999
2017-09-26,2017-09-27,311.43005271553994,311.39999999403955,311.8,0.4000000059604645,-0.36994728446006775,-0.4000000059604645,4.853335738
2017-09-27,2017-09-28,312.2791521787643,311.6000000029802,311.4,0.20000000298023224,0.8791521787643433,0.20000000298023224,4.852165456
2017-09-28,2017-09-29,313.25778517723086,314.30000004768374,311.6,2.700000047683716,1.657785177230835,2.700000047683716,4.864717336
2017-09-29,2017-10-02,314.8705327987671,314.3,314.3,-0.0,0.5705327987670898,0.0,4.876628548999999
2017-10-02,2017-10-03,314.70901920199395,314.3,314.3,-0.0,0.40901920199394226,0.0,4.8822296
2017-10-03,2017-10-04,315.223666536808,314.3,314.3,-0.0,0.9236665368080139,0.0,4.89287674
2017-10-04,2017-10-05,314.89442698955537,314.3,314.3,-0.0,0.5944269895553589,0.0,4.902998739
2017-10-05,2017-10-06,315.4939491033554,314.3,314.3,-0.0,1.1939491033554077,0.0,4.909586629
2017-10-06,2017-10-09,314.99263857603074,314.3,314.3,-0.0,0.6926385760307312,0.0,4.917685656000001
