date,index1,index2,loss_profits,pred_date,prediction,real
2017-07-10,310.8,312.8999999046326,2.0999999046325684,2017-08-07,0.9796715378761292,2.0999999046325684
2017-07-11,312.7,312.85000000596045,0.15000000596046448,2017-08-08,0.5904170274734497,0.15000000596046448
2017-07-12,312.6,308.6499999523163,-3.950000047683716,2017-08-09,0.269357293844223,-3.950000047683716
2017-07-13,316.55,307.24999980926515,9.300000190734863,2017-08-10,-3.143716335296631,-9.300000190734863
2017-07-14,316.7,301.50000019073485,15.199999809265137,2017-08-11,-5.803573131561279,-15.199999809265137
2017-07-17,317.5,304.6000003814697,12.899999618530273,2017-08-14,-10.82847785949707,-12.899999618530273
2017-07-18,318.05,304.6000001907349,13.449999809265137,2017-08-15,-12.043251991271973,-13.449999809265137
2017-07-19,318.7,306.25000019073485,12.449999809265137,2017-08-16,-13.33859634399414,-12.449999809265137
2017-07-20,319.6,307.9000001907349,11.699999809265137,2017-08-17,-13.893789291381836,-11.699999809265137
2017-07-21,321.1,307.7499996185303,13.350000381469727,2017-08-18,-12.925559997558594,-13.350000381469727
2017-07-24,321.25,307.05000019073486,14.199999809265137,2017-08-21,-11.949690818786621,-14.199999809265137
2017-07-25,319.65,308.70000019073484,10.949999809265137,2017-08-22,-16.61372947692871,-10.949999809265137
2017-07-26,318.95,308.59999961853026,10.350000381469727,2017-08-23,-19.516862869262695,-10.350000381469727
2017-07-27,319.85,310.1,9.75,2017-08-24,-17.24333953857422,-9.75
2017-07-28,312.55,310.2500000476837,2.299999952316284,2017-08-25,-10.662186622619629,-2.299999952316284
2017-07-31,313.55,308.20000009536744,5.349999904632568,2017-08-28,-0.6551761031150818,-5.349999904632568
2017-08-01,316.55,307.15000038146974,9.399999618530273,2017-08-29,-2.6008753776550293,-9.399999618530273
2017-08-02,317.15,309.0000003814697,8.149999618530273,2017-08-30,-5.923396110534668,-8.149999618530273
2017-08-03,311.65,306.65,5.0,2017-08-31,-0.13035337626934052,-5.0
2017-08-04,312.85,306.29999980926516,6.550000190734863,2017-09-01,-0.7849474549293518,-6.550000190734863
2017-08-07,312.9,303.5000003814697,9.399999618530273,2017-09-04,-0.9283273816108704,-9.399999618530273
2017-08-08,312.85,302.70000038146975,-10.149999618530273,2017-09-05,0.9766411185264587,-10.149999618530273
2017-08-09,308.65,302.3000000953674,-6.349999904632568,2017-09-06,2.681105613708496,-6.349999904632568
2017-08-10,307.25,306.2000000476837,-1.0499999523162842,2017-09-07,5.859837532043457,-1.0499999523162842
2017-08-11,301.5,306.25,4.75,2017-09-08,9.867657661437988,4.75
2017-08-14,304.6,309.25000009536745,4.650000095367432,2017-09-11,6.788960933685303,4.650000095367432
2017-08-15,304.6,309.1999999046326,4.599999904632568,2017-09-12,5.639396667480469,4.599999904632568
2017-08-16,306.25,308.5499999523163,2.299999952316284,2017-09-13,6.472006797790527,2.299999952316284
2017-08-17,307.9,310.24999990463255,2.3499999046325684,2017-09-14,5.410424709320068,2.3499999046325684
2017-08-18,307.75,311.2000000476837,3.450000047683716,2017-09-15,4.510611534118652,3.450000047683716
2017-08-21,307.05,316.6999996185303,9.649999618530273,2017-09-18,6.109163761138916,9.649999618530273
2017-08-22,308.7,316.04999990463256,7.349999904632568,2017-09-19,6.964999675750732,7.349999904632568
2017-08-23,308.6,315.79999980926516,7.199999809265137,2017-09-20,10.17849349975586,7.199999809265137
2017-08-24,310.1,316.04999980926516,5.949999809265137,2017-09-21,11.380454063415527,5.949999809265137
2017-08-25,310.25,313.75,3.5,2017-09-22,12.108963966369629,3.5
2017-08-28,308.2,313.79999990463256,5.599999904632568,2017-09-25,9.398723602294922,5.599999904632568
2017-08-29,307.15,311.8000000953674,4.650000095367432,2017-09-26,6.058830738067627,4.650000095367432
2017-08-30,309.0,311.40000009536743,2.4000000953674316,2017-09-27,3.6963794231414795,2.4000000953674316
2017-08-31,306.65,311.5999998092651,4.949999809265137,2017-09-28,2.746943473815918,4.949999809265137
2017-09-01,306.3,314.3,8.0,2017-09-29,5.710684299468994,8.0
2017-09-04,303.5,314.30000019073486,10.800000190734863,2017-10-02,9.270354270935059,10.800000190734863
2017-09-05,302.7,314.3000003814697,11.600000381469727,2017-10-03,7.918582439422607,11.600000381469727
2017-09-06,302.3,314.3,12.0,2017-10-04,8.617687225341797,12.0
2017-09-07,306.2,314.3000003814697,8.100000381469727,2017-10-05,7.1010260581970215,8.100000381469727
2017-09-08,306.25,314.30000019073486,8.050000190734863,2017-10-06,8.205877304077148,8.050000190734863
2017-09-11,309.25,314.30000019073486,5.050000190734863,2017-10-09,4.56283712387085,5.050000190734863
2017-09-12,309.2,320.1499998092651,10.949999809265137,2017-10-10,5.369583606719971,10.949999809265137
2017-09-13,308.55,323.24999980926515,14.699999809265137,2017-10-11,8.64040756225586,14.699999809265137
2017-09-14,310.25,325.6499996185303,15.399999618530273,2017-10-12,6.083834648132324,15.399999618530273
2017-09-15,311.2,325.3000003814697,14.100000381469727,2017-10-13,6.564825534820557,14.100000381469727
2017-09-18,316.7,325.50000019073485,8.800000190734863,2017-10-16,4.03338623046875,8.800000190734863
2017-09-19,316.05,325.8,9.75,2017-10-17,4.5650715827941895,9.75
2017-09-20,315.8,325.8500001907349,10.050000190734863,2017-10-18,4.979935169219971,10.050000190734863
2017-09-21,316.05,324.1000001907349,8.050000190734863,2017-10-19,5.628594398498535,8.050000190734863
2017-09-22,313.75,326.25,12.5,2017-10-20,7.690204620361328,12.5
2017-09-25,313.8,327.05,13.25,2017-10-23,8.488669395446777,13.25
2017-09-26,311.8,326.55,14.75,2017-10-24,9.917768478393555,14.75
2017-09-27,311.4,326.7500003814697,15.350000381469727,2017-10-25,13.985658645629883,15.350000381469727
2017-09-28,311.6,323.7499996185303,12.149999618530273,2017-10-26,9.60354232788086,12.149999618530273
2017-09-29,314.3,326.8500001907349,12.550000190734863,2017-10-27,3.7198798656463623,12.550000190734863
2017-10-02,314.3,327.4499996185303,-13.149999618530273,2017-10-30,-0.19212642312049866,13.149999618530273
2017-10-03,314.3,331.05,16.75,2017-10-31,0.39334753155708313,16.75
2017-10-04,314.3,336.55,22.25,2017-11-01,0.6087396144866943,22.25
2017-10-05,314.3,335.05,20.75,2017-11-02,0.7124807238578796,20.75
2017-10-06,314.3,336.34999923706056,22.049999237060547,2017-11-03,0.692842960357666,22.049999237060547
2017-10-09,314.3,334.15000038146974,19.850000381469727,2017-11-06,0.5465443134307861,19.850000381469727
2017-10-10,320.15,333.7500003814697,13.600000381469727,2017-11-07,1.3881535530090332,13.600000381469727
2017-10-11,323.25,335.25,12.0,2017-11-08,1.830460786819458,12.0
2017-10-12,325.65,333.65,8.0,2017-11-09,1.353402853012085,8.0
2017-10-13,325.3,332.8999999046326,7.599999904632568,2017-11-10,1.582776427268982,7.599999904632568
2017-10-16,325.5,331.55000019073486,6.050000190734863,2017-11-13,1.6802018880844116,6.050000190734863
2017-10-17,325.8,331.3,5.5,2017-11-14,1.569266438484192,5.5
2017-10-18,325.85,329.1499999523163,3.299999952316284,2017-11-15,2.1298329830169678,3.299999952316284
2017-10-19,324.1,331.29999980926516,7.199999809265137,2017-11-16,3.9327809810638428,7.199999809265137
2017-10-20,326.25,330.94999980926514,4.699999809265137,2017-11-17,5.154638290405273,4.699999809265137
2017-10-23,327.05,329.45000009536744,2.4000000953674316,2017-11-20,6.294561862945557,2.4000000953674316
2017-10-24,326.55,330.8500001907349,4.300000190734863,2017-11-21,8.486542701721191,4.300000190734863
2017-10-25,326.75,332.55000019073486,5.800000190734863,2017-11-22,8.880396842956543,5.800000190734863
2017-10-26,323.75,331.44999980926514,7.699999809265137,2017-11-23,9.498077392578125,7.699999809265137
2017-10-27,326.85,332.25000009536745,5.400000095367432,2017-11-24,9.183459281921387,5.400000095367432
2017-10-30,327.45,325.9000000476837,-1.5499999523162842,2017-11-27,4.483922481536865,-1.5499999523162842
2017-10-31,331.05,327.70000009536744,-3.3499999046325684,2017-11-28,11.732889175415039,-3.3499999046325684
2017-11-01,336.55,327.6999996185303,-8.850000381469727,2017-11-29,6.921288013458252,-8.850000381469727
2017-11-02,335.05,322.24999980926515,-12.800000190734863,2017-11-30,6.753740310668945,-12.800000190734863
2017-11-03,336.35,321.85,-14.5,2017-12-01,3.679654121398926,-14.5
2017-11-06,334.15,325.0000003814697,-9.149999618530273,2017-12-04,4.392464637756348,-9.149999618530273
2017-11-07,333.75,326.59999990463257,-7.150000095367432,2017-12-05,4.349601745605469,-7.150000095367432
2017-11-08,335.25,321.6499996185303,-13.600000381469727,2017-12-06,3.9853055477142334,-13.600000381469727
2017-11-09,333.65,320.70000019073484,-12.949999809265137,2017-12-07,7.521205425262451,-12.949999809265137
2017-11-10,332.9,321.4,-11.5,2017-12-08,8.399469375610352,-11.5
2017-11-13,331.55,321.49999980926515,-10.050000190734863,2017-12-11,7.986410617828369,-10.050000190734863
2017-11-14,331.3,320.4499996185303,-10.850000381469727,2017-12-12,8.322543144226074,-10.850000381469727
2017-11-15,329.15,322.8499998092651,-6.300000190734863,2017-12-13,9.021993637084961,-6.300000190734863
2017-11-16,331.3,324.3,-7.0,2017-12-14,5.193106651306152,-7.0
2017-11-17,330.95,322.75000019073485,-8.199999809265137,2017-12-15,6.007233619689941,-8.199999809265137
2017-11-20,329.45,324.1499998092651,-5.300000190734863,2017-12-18,7.196385383605957,-5.300000190734863
2017-11-21,330.85,323.85,-7.0,2017-12-19,5.079253196716309,-7.0
2017-11-22,332.55,323.55,-9.0,2017-12-20,2.4259204864501953,-9.0
2017-11-23,331.45,316.84999961853026,-14.600000381469727,2017-12-21,5.563621520996094,-14.600000381469727
2017-11-24,332.25,318.5,-13.75,2017-12-22,3.350308895111084,-13.75
2017-11-27,325.9,318.49999990463255,-7.400000095367432,2017-12-25,10.084017753601074,-7.400000095367432
2017-11-28,327.7,317.45,-10.25,2017-12-26,8.309887886047363,-10.25
2017-11-29,327.7,321.2,-6.5,2017-12-27,6.356009006500244,-6.5
2017-11-30,322.25,325.65000009536743,3.4000000953674316,2017-12-28,3.82936429977417,3.4000000953674316
2017-12-01,321.85,325.6499999523163,3.799999952316284,2017-12-29,4.854770660400391,3.799999952316284
2017-12-04,325.0,325.64999997615814,0.6499999761581421,2018-01-01,6.487439155578613,0.6499999761581421
2017-12-05,326.6,326.4999999985099,-0.10000000149011612,2018-01-02,7.337851524353027,-0.10000000149011612
2017-12-06,321.65,327.70000019073484,6.050000190734863,2018-01-03,7.815105438232422,6.050000190734863
2017-12-07,320.7,325.00000019073485,4.300000190734863,2018-01-04,9.653196334838867,4.300000190734863
2017-12-08,321.4,328.95000019073484,7.550000190734863,2018-01-05,8.322067260742188,7.550000190734863
2017-12-11,321.5,331.25,9.75,2018-01-08,8.890608787536621,9.75
2017-12-12,320.45,330.45,10.0,2018-01-09,8.81553840637207,10.0
2017-12-13,322.85,327.85,5.0,2018-01-10,7.275490760803223,5.0
2017-12-14,324.3,326.5000000476837,2.200000047683716,2018-01-11,7.426540851593018,2.200000047683716
2017-12-15,322.75,326.84999990463257,4.099999904632568,2018-01-12,7.820953845977783,4.099999904632568
2017-12-18,324.15,327.3000000953674,3.1500000953674316,2018-01-15,7.718041896820068,3.1500000953674316
2017-12-19,323.85,330.50000009536745,6.650000095367432,2018-01-16,7.177002906799316,6.650000095367432
2017-12-20,323.55,329.20000009536744,5.650000095367432,2018-01-17,6.355842113494873,5.650000095367432
2017-12-21,316.85,329.4000001907349,12.550000190734863,2018-01-18,5.614919662475586,12.550000190734863
2017-12-22,318.5,329.6000003814697,11.100000381469727,2018-01-19,3.583904981613159,11.100000381469727
2017-12-25,318.5,326.25,7.75,2018-01-22,2.5447402000427246,7.75
2017-12-26,317.45,331.25000019073485,13.800000190734863,2018-01-23,2.2983810901641846,13.800000190734863
2017-12-27,321.2,331.59999961853026,-10.399999618530273,2018-01-24,-6.296490669250488,10.399999618530273
2017-12-28,325.65,334.29999961853025,-8.649999618530273,2018-01-25,-3.97381591796875,8.649999618530273
2017-12-29,325.65,335.95000019073484,-10.300000190734863,2018-01-26,-3.328005075454712,10.300000190734863
2018-01-01,325.65,338.5000003814697,-12.850000381469727,2018-01-29,-12.84939956665039,12.850000381469727
2018-01-02,326.5,333.90000009536743,-7.400000095367432,2018-01-30,-11.654333114624023,7.400000095367432
2018-01-03,327.7,334.45,-6.75,2018-01-31,-10.057324409484863,6.75
2018-01-04,325.0,333.6499996185303,-8.649999618530273,2018-02-01,-4.392239093780518,8.649999618530273
2018-01-05,328.95,327.4000000476837,1.5499999523162842,2018-02-02,-15.286513328552246,-1.5499999523162842
2018-01-08,331.25,323.0,8.25,2018-02-05,-15.399198532104492,-8.25
2018-01-09,330.45,317.6499998092651,12.800000190734863,2018-02-06,-10.702197074890137,-12.800000190734863
2018-01-10,327.85,309.4999996185303,18.350000381469727,2018-02-07,-9.499041557312012,-18.350000381469727
2018-01-11,326.5,312.5,14.0,2018-02-08,-6.920959949493408,-14.0
2018-01-12,326.85,303.85,23.0,2018-02-09,-10.520349502563477,-23.0
2018-01-15,327.3,308.09999923706056,19.200000762939453,2018-02-12,-10.515914916992188,-19.200000762939453
2018-01-16,330.5,311.3999996185303,19.100000381469727,2018-02-13,-10.975520133972168,-19.100000381469727
2018-01-17,329.2,314.3000003814697,14.899999618530273,2018-02-14,-9.47948932647705,-14.899999618530273
2018-01-18,329.4,314.29999961853025,15.100000381469727,2018-02-15,-9.6084566116333,-15.100000381469727
2018-01-19,329.6,314.29999980926516,15.300000190734863,2018-02-16,-9.198631286621094,-15.300000190734863
2018-01-22,326.25,316.25,10.0,2018-02-19,-7.2168145179748535,-10.0
2018-01-23,331.25,312.0,19.25,2018-02-20,-8.936866760253906,-19.25
2018-01-24,331.6,314.0500007629395,17.549999237060547,2018-02-21,-7.310522079467773,-17.549999237060547
2018-01-25,334.3,311.84999923706056,22.450000762939453,2018-02-22,-3.6089718341827393,-22.450000762939453
2018-01-26,335.95,316.95,19.0,2018-02-23,-5.706139087677002,-19.0
2018-01-29,338.5,317.1000003814697,21.399999618530273,2018-02-26,-7.570990562438965,-21.399999618530273
2018-01-30,333.9,315.7500003814697,18.149999618530273,2018-02-27,-3.0231924057006836,-18.149999618530273
2018-01-31,334.45,312.45,22.0,2018-02-28,-4.940215110778809,-22.0
2018-02-01,333.65,312.4499992370605,21.200000762939453,2018-03-01,-1.9809274673461914,-21.200000762939453
2018-02-02,327.4,308.15,-19.25,2018-03-02,0.07883266359567642,-19.25
2018-02-05,323.0,303.8500003814697,-19.149999618530273,2018-03-05,0.9357168078422546,-19.149999618530273
2018-02-06,317.65,310.3000000953674,-7.349999904632568,2018-03-06,4.584709167480469,-7.349999904632568
2018-02-07,309.5,310.44999998807907,0.949999988079071,2018-03-07,5.0569257736206055,0.949999988079071
2018-02-08,312.5,313.60000002384186,1.100000023841858,2018-03-08,2.8781192302703857,1.100000023841858
2018-02-09,303.85,317.1,13.25,2018-03-09,1.5053011178970337,13.25
2018-02-12,308.1,320.1,-12.0,2018-03-12,-6.576335430145264,12.0
2018-02-13,311.4,321.5000003814697,-10.100000381469727,2018-03-13,-6.86107873916626,10.100000381469727
2018-02-14,314.3,321.55,-7.25,2018-03-14,-8.004337310791016,7.25
2018-02-15,314.3,322.8500001907349,-8.550000190734863,2018-03-15,-7.753299713134766,8.550000190734863
2018-02-16,314.3,321.99999980926515,-7.699999809265137,2018-03-16,-7.168582916259766,7.699999809265137
2018-02-19,316.25,319.84999990463257,-3.5999999046325684,2018-03-19,-7.746601581573486,3.5999999046325684
2018-02-20,312.0,321.30000019073486,-9.300000190734863,2018-03-20,-4.974056720733643,9.300000190734863
2018-02-21,314.05,321.6000001907349,-7.550000190734863,2018-03-21,-7.430323600769043,7.550000190734863
2018-02-22,311.85,322.1,-10.25,2018-03-22,-6.136075019836426,10.25
2018-02-23,316.95,311.50000019073485,5.449999809265137,2018-03-23,-9.074174880981445,-5.449999809265137
2018-02-26,317.1,314.50000009536745,2.5999999046325684,2018-03-26,-6.241755962371826,-2.5999999046325684
2018-02-27,315.75,315.14999997615814,0.6000000238418579,2018-03-27,-5.052180290222168,-0.6000000238418579
2018-02-28,312.45,310.6500000476837,1.7999999523162842,2018-03-28,-2.91227126121521,-1.7999999523162842
2018-03-01,312.45,314.45,-2.0,2018-03-29,-2.2508037090301514,2.0
2018-03-02,308.15,314.5500000953674,-6.400000095367432,2018-03-30,-0.6839174032211304,6.400000095367432
2018-03-05,303.85,313.45000038146975,9.600000381469727,2018-04-02,0.801651656627655,9.600000381469727
2018-03-06,310.3,312.8,-2.5,2018-04-03,-3.5118277072906494,2.5
2018-03-07,310.45,307.54999990463256,2.9000000953674316,2018-04-04,-4.17063045501709,-2.9000000953674316
2018-03-08,313.6,312.9500000238419,0.6499999761581421,2018-04-05,-8.440885543823242,-0.6499999761581421
2018-03-09,317.1,311.1999999046326,5.900000095367432,2018-04-06,-9.447943687438965,-5.900000095367432
2018-03-12,320.1,312.9499999046326,7.150000095367432,2018-04-09,-6.371142387390137,-7.150000095367432
2018-03-13,321.5,313.44999980926514,8.050000190734863,2018-04-10,-4.175663948059082,-8.050000190734863
2018-03-14,321.55,312.4499996185303,9.100000381469727,2018-04-11,-2.7721505165100098,-9.100000381469727
2018-03-15,322.85,311.7499996185303,11.100000381469727,2018-04-12,-1.1865394115447998,-11.100000381469727
2018-03-16,322.0,314.44999980926514,7.550000190734863,2018-04-13,-0.1536504626274109,-7.550000190734863
2018-03-19,319.85,314.29999980926516,-5.550000190734863,2018-04-16,2.597705602645874,-5.550000190734863
2018-03-20,321.3,314.3999999046326,-6.900000095367432,2018-04-17,3.457828998565674,-6.900000095367432
2018-03-21,321.6,317.6,-4.0,2018-04-18,5.077873706817627,-4.0
2018-03-22,322.1,319.00000009536745,-3.0999999046325684,2018-04-19,3.5085065364837646,-3.0999999046325684
2018-03-23,311.5,316.90000009536743,5.400000095367432,2018-04-20,18.280044555664062,5.400000095367432
2018-03-26,314.5,317.09999990463257,2.5999999046325684,2018-04-23,7.654995441436768,2.5999999046325684
2018-03-27,315.15,315.3500000029802,0.20000000298023224,2018-04-24,5.958438873291016,0.20000000298023224
2018-03-28,310.65,312.94999995231626,2.299999952316284,2018-04-25,8.811775207519531,2.299999952316284
2018-03-29,314.45,317.45,3.0,2018-04-26,6.584500789642334,3.0
2018-03-30,314.55,320.1499999046326,5.599999904632568,2018-04-27,1.7974231243133545,5.599999904632568
2018-04-02,313.45,321.6499998092651,-8.199999809265137,2018-04-30,-0.133536696434021,8.199999809265137
2018-04-03,312.8,321.65000038146974,-8.850000381469727,2018-05-01,-9.209510803222656,8.850000381469727
2018-04-04,307.55,319.74999980926515,-12.199999809265137,2018-05-02,-12.46752643585205,12.199999809265137
2018-04-05,312.95,318.00000019073485,-5.050000190734863,2018-05-03,-11.708517074584961,5.050000190734863
2018-04-06,311.2,316.45,-5.25,2018-05-04,-9.19262409210205,5.25
2018-04-09,312.95,316.45,-3.5,2018-05-07,-9.260987281799316,3.5
2018-04-10,313.45,314.05000002384185,-0.6000000238418579,2018-05-08,-11.686692237854004,0.6000000238418579
2018-04-11,312.45,314.05000002384185,-1.600000023841858,2018-05-09,-11.636873245239258,1.600000023841858
2018-04-12,311.75,315.84999990463257,-4.099999904632568,2018-05-10,-12.345378875732422,4.099999904632568
2018-04-13,314.45,317.6500000476837,-3.200000047683716,2018-05-11,-11.146604537963867,3.200000047683716
2018-04-16,314.3,316.8499999523163,-2.549999952316284,2018-05-14,-10.052115440368652,2.549999952316284
2018-04-17,314.4,313.75000002384184,0.6499999761581421,2018-05-15,-9.38502025604248,-0.6499999761581421
2018-04-18,317.6,314.8999999523163,2.700000047683716,2018-05-16,-9.252484321594238,-2.700000047683716
2018-04-19,319.0,313.40000009536743,5.599999904632568,2018-05-17,-5.1582865715026855,-5.599999904632568
2018-04-20,316.9,314.74999990463255,2.1500000953674316,2018-05-18,-2.995776414871216,-2.1500000953674316
2018-04-23,317.1,315.1,2.0,2018-05-21,-0.5745224952697754,-2.0
2018-04-24,315.35,315.1,-0.25,2018-05-22,2.0799689292907715,-0.25
2018-04-25,312.95,317.1499998092651,4.199999809265137,2018-05-23,5.057661533355713,4.199999809265137
2018-04-26,317.45,316.55000002384185,-0.8999999761581421,2018-05-24,5.660416603088379,-0.8999999761581421
2018-04-27,320.15,317.3000000953674,-2.8499999046325684,2018-05-25,7.528623580932617,-2.8499999046325684
2018-04-30,321.65,318.1000000476837,-3.549999952316284,2018-05-28,6.490426063537598,-3.549999952316284
2018-05-01,321.65,314.9,-6.75,2018-05-29,3.8487939834594727,-6.75
2018-05-02,319.75,307.55000019073486,-12.199999809265137,2018-05-30,3.324423313140869,-12.199999809265137
2018-05-03,318.0,309.1499996185303,-8.850000381469727,2018-05-31,2.3170006275177,-8.850000381469727
2018-05-04,316.45,311.3999998092651,-5.050000190734863,2018-06-01,2.0138697624206543,-5.050000190734863
2018-05-07,316.45,313.1500000476837,-3.299999952316284,2018-06-04,2.130281925201416,-3.299999952316284
2018-05-08,314.05,313.7499999880791,-0.30000001192092896,2018-06-05,1.870355248451233,-0.30000001192092896
2018-05-09,314.05,313.7499999880791,-0.30000001192092896,2018-06-06,3.814455986022949,-0.30000001192092896
2018-05-10,315.85,316.85,1.0,2018-06-07,0.8307283520698547,1.0
2018-05-11,317.65,313.3000000953674,-4.349999904632568,2018-06-08,1.6564723253250122,-4.349999904632568
2018-05-14,316.85,316.15000001192095,-0.699999988079071,2018-06-11,3.4796977043151855,-0.699999988079071
2018-05-15,313.75,315.64999997615814,1.899999976158142,2018-06-12,6.275153160095215,1.899999976158142
2018-05-16,314.9,315.65,0.75,2018-06-13,4.111265659332275,0.75
2018-05-17,313.4,310.4,-3.0,2018-06-14,4.348177433013916,-3.0
2018-05-18,314.75,309.19999980926514,-5.550000190734863,2018-06-15,0.878453254699707,-5.550000190734863
2018-05-21,315.1,305.85,-9.25,2018-06-18,2.898876190185547,-9.25
2018-05-22,315.1,301.35,-13.75,2018-06-19,2.901456356048584,-13.75
2018-05-23,317.15,304.20000019073484,-12.949999809265137,2018-06-20,4.3388671875,-12.949999809265137
2018-05-24,316.55,300.74999980926515,-15.800000190734863,2018-06-21,6.462883472442627,-15.800000190734863
2018-05-25,317.3,303.65000038146974,-13.649999618530273,2018-06-22,10.033682823181152,-13.649999618530273
2018-05-28,318.1,303.2499996185303,-14.850000381469727,2018-06-25,5.601426601409912,-14.850000381469727
2018-05-29,314.9,302.4,-12.5,2018-06-26,7.896499156951904,-12.5
2018-05-30,307.55,301.55,-6.0,2018-06-27,14.332457542419434,-6.0
2018-05-31,309.15,299.0999998092651,-10.050000190734863,2018-06-28,9.724688529968262,-10.050000190734863
2018-06-01,311.4,300.0000003814697,-11.399999618530273,2018-06-29,8.750253677368164,-11.399999618530273
2018-06-04,313.15,292.9,-20.25,2018-07-02,9.95841121673584,-20.25
2018-06-05,313.75,293.75,-20.0,2018-07-03,8.447793006896973,-20.0
2018-06-06,313.75,292.54999923706055,-21.200000762939453,2018-07-04,7.945587635040283,-21.200000762939453
2018-06-07,316.85,291.9999996185303,-24.850000381469727,2018-07-05,5.313639163970947,-24.850000381469727
2018-06-08,313.3,296.9499996185303,-16.350000381469727,2018-07-06,8.589547157287598,-16.350000381469727
2018-06-11,316.15,295.29999961853025,-20.850000381469727,2018-07-09,8.776934623718262,-20.850000381469727
2018-06-12,315.65,296.0000003814697,-19.649999618530273,2018-07-10,8.284708023071289,-19.649999618530273
2018-06-13,315.65,299.10000076293943,-16.549999237060547,2018-07-11,7.829875469207764,-16.549999237060547
2018-06-14,310.4,298.20000019073484,-12.199999809265137,2018-07-12,12.97720718383789,-12.199999809265137
2018-06-15,309.2,297.34999961853026,-11.850000381469727,2018-07-13,13.324566841125488,-11.850000381469727
2018-06-18,305.85,297.04999980926516,-8.800000190734863,2018-07-16,14.000996589660645,-8.800000190734863
2018-06-19,301.35,296.04999980926516,-5.300000190734863,2018-07-17,14.557046890258789,-5.300000190734863
2018-06-20,304.2,297.04999990463256,-7.150000095367432,2018-07-18,8.621085166931152,-7.150000095367432
2018-06-21,300.75,296.05000019073486,-4.699999809265137,2018-07-19,7.284745693206787,-4.699999809265137
accuracy, RMSE
0.5783132530120482, 11.256617
