date_base,date_pred,index_pred,index_real,index_today,loss_profits,prediction,real,std,,BT,BB,
2018-01-15,2018-04-16,319.2212914,314.3,327.3,13,-8.078708649,-13,8.449251645,,328.2412652,300.3587348,1
2018-01-16,2018-04-17,322.800395,314.3999996,330.5,16.10000038,-7.699604988,-16.10000038,8.315728118,,328.120951,300.6790482,1
2018-01-17,2018-04-18,325.4816861,317.5999996,329.2,11.60000038,-3.718313932,-11.60000038,8.192488791,,331.1176061,304.0823931,1
2018-01-18,2018-04-19,320.9974703,319.0000004,329.4,10.39999962,-8.402529716,-10.39999962,8.060885348,,332.3004612,305.6995396,1
2018-01-19,2018-04-20,330.3898824,316.9000002,329.6,-12.69999981,0.789882421,-12.69999981,7.916586015,,329.9623671,303.8376333,0
2018-01-22,2018-04-23,324.4482782,317.1000004,326.25,9.149999619,-1.801721811,-9.149999619,7.836679736,,330.030522,304.1694788,1
2018-01-23,2018-04-24,320.7957077,315.3500004,331.25,15.89999962,-10.4542923,-15.89999962,7.636948787,,327.9509659,302.7490349,1
2018-01-24,2018-04-25,325.5414902,312.9500004,331.6,18.64999962,-6.058509827,-18.64999962,7.425657022,,325.2023345,300.6976663,0
2018-01-25,2018-04-26,331.8083179,317.4499996,334.3,16.85000038,-2.491682053,-16.85000038,7.086997167,,329.1435449,305.7564543,0
2018-01-26,2018-04-27,325.7888681,320.1499998,335.95,15.80000019,-10.16113186,-15.80000019,6.664760224,,331.1468542,309.1531454,1
2018-01-29,2018-04-30,329.5364285,321.6499996,338.5,16.85000038,-8.963571548,-16.85000038,6.085073261,,331.6903705,311.6096287,1
2018-01-30,2018-05-01,327.1815356,321.65,333.9,12.25,-6.718464375,-12.25,5.69646198,,331.0491623,312.2508377,1
2018-01-31,2018-05-02,345.4824335,319.7500002,334.45,-14.69999981,11.03243351,-14.69999981,5.212523404,,328.3506638,311.1493366,0
2018-02-01,2018-05-03,339.2045487,318.0000004,333.65,-15.64999962,5.55454874,-15.64999962,4.696735133,,325.7496134,310.2503874,0
2018-02-02,2018-05-04,345.0275997,316.4500002,327.4,-10.94999981,17.62759972,-10.94999981,4.443839864,,323.782336,309.1176644,0
2018-02-05,2018-05-07,349.0791302,316.4499998,323,-6.550000191,26.07913017,-6.550000191,4.334481326,,323.601894,309.2981056,0
2018-02-06,2018-05-08,334.2566895,314.0500001,317.65,-3.599999905,16.60668945,-3.599999905,4.322876035,,321.1827456,306.9172546,0
2018-02-07,2018-05-09,331.6881046,314.0500002,309.5,4.550000191,22.18810463,4.550000191,4.270104034,,321.0956719,307.0043285,0
2018-02-08,2018-05-10,329.3919735,315.8499999,312.5,3.349999905,16.8919735,3.349999905,4.259671829,,322.8784584,308.8215414,0
2018-02-09,2018-05-11,320.9159027,317.6500002,303.85,13.80000019,17.06590271,13.80000019,4.03042411,,324.3002,310.9998004,1
2018-02-12,2018-05-14,325.0686527,316.85,308.1,8.75,16.96865273,8.75,3.932371966,,323.3384137,310.3615863,0
2018-02-13,2018-05-15,322.6059793,313.7499999,311.4,2.349999905,11.20597935,2.349999905,3.905756046,,320.1944974,307.3055024,0
2018-02-14,2018-05-16,323.5551384,314.9,314.3,0.600000024,9.255138397,0.600000024,3.903742965,,321.3411759,308.4588241,0
2018-02-15,2018-05-17,320.3627542,313.4,314.3,-0.899999976,6.062754154,-0.899999976,3.90945261,,319.8505968,306.9494032,0
2018-02-16,2018-05-18,325.3313158,314.75,314.3,0.449999988,11.0313158,0.449999988,3.907819762,,321.1979026,308.3020974,0
2018-02-19,2018-05-21,327.2304039,315.1,316.25,-1.149999976,10.9804039,-1.149999976,3.906680669,,321.5460231,308.6539769,0
2018-02-20,2018-05-22,315.0880461,315.0999999,312,3.099999905,3.088046074,3.099999905,3.883147762,,321.5071937,308.6928061,1
2018-02-21,2018-05-23,319.8166364,317.1499999,314.05,3.099999905,5.766636372,3.099999905,3.884519634,,323.5594573,310.7405425,1
2018-02-22,2018-05-24,317.9950181,316.5499998,311.85,4.699999809,6.145018101,4.699999809,3.858913259,,322.9172067,310.1827929,1
2018-02-23,2018-05-25,324.3924071,317.3,316.95,0.349999994,7.442407131,0.349999994,3.861089642,,323.6707979,310.9292021,0
2018-02-26,2018-05-28,320.02342,318.1,317.1,1,2.923419952,1,3.869177853,,324.4841435,311.7158565,1
2018-02-27,2018-05-29,311.9934707,314.9,315.75,0.850000024,-3.756529331,-0.850000024,3.870123017,,321.285703,308.514297,1
2018-02-28,2018-05-30,318.833492,307.5499999,312.45,-4.900000095,6.383491993,-4.900000095,3.978522115,,314.1145614,300.9854384,0
2018-03-01,2018-05-31,314.4368785,309.15,312.45,-3.299999952,1.986878514,-3.299999952,4.038887443,,315.8141643,302.4858357,0
2018-03-02,2018-06-01,314.794381,311.4,308.15,3.25,6.644381046,3.25,3.966347016,,317.9444726,304.8555274,1
2018-03-05,2018-06-04,311.203755,313.1500002,303.85,9.300000191,7.353754997,9.300000191,3.697512807,,319.2508963,307.0491041,1
2018-03-06,2018-06-05,310.5180775,313.75,310.3,3.450000048,0.218077451,3.450000048,3.643728642,,319.7621523,307.7378477,1
2018-03-07,2018-06-06,311.7914111,313.75,310.45,3.299999952,1.341411114,3.299999952,3.591860624,,319.67657,307.82343,1
2018-03-08,2018-06-07,312.5156425,316.85,313.6,-3.25,-1.0843575,3.25,3.583869276,,322.7633843,310.9366157,0
2018-03-09,2018-06-08,314.3934403,313.3,317.1,3.799999952,-2.706559658,-3.799999952,3.593554426,,319.2293648,307.3706352,1
2018-03-12,2018-06-11,318.1150647,316.15,320.1,3.950000048,-1.984935284,-3.950000048,3.552109002,,322.0109799,310.2890201,1
2018-03-13,2018-06-12,314.0993066,315.6500001,321.5,5.849999905,-7.400693417,-5.849999905,3.476035402,,321.3854585,309.9145417,1
2018-03-14,2018-06-13,316.2289289,315.6499999,321.55,5.900000095,-5.321071148,-5.900000095,3.394454612,,321.25085,310.0491498,1
2018-03-15,2018-06-14,308.7227903,310.4000002,322.85,12.44999981,-14.12720966,-12.44999981,3.324613193,,315.885612,304.9143884,1
2018-03-16,2018-06-15,315.0499215,309.1999998,322,12.80000019,-6.950078487,-12.80000019,3.301953821,,314.6482236,303.751776,0
2018-03-19,2018-06-18,318.1140021,305.85,319.85,14,-1.735997915,-14,3.442615425,,311.5303155,300.1696845,0
2018-03-20,2018-06-19,311.379237,301.3499992,321.3,19.95000076,-9.920763016,-19.95000076,3.740512036,,307.5218441,295.1781543,0
2018-03-21,2018-06-20,307.6046959,304.2000004,321.6,17.39999962,-13.99530411,-17.39999962,3.852936255,,310.5573452,297.8426556,1
2018-03-22,2018-06-21,311.6654507,300.7499996,322.1,21.35000038,-10.43454933,-21.35000038,4.083849964,,307.488352,294.0116472,0
2018-03-23,2018-06-22,307.841867,303.6500001,311.5,7.849999905,-3.65813303,-7.849999905,4.270952734,,310.6970721,296.6029281,1
2018-03-26,2018-06-25,318.3294997,303.25,314.5,-11.25,3.829499722,-11.25,4.469073482,,310.6239712,295.8760288,0
2018-03-27,2018-06-26,319.7329167,302.4,315.15,-12.75,4.582916737,-12.75,4.679889078,,310.121817,294.678183,0
2018-03-28,2018-06-27,308.3135418,301.5499996,310.65,9.100000381,-2.336458206,-9.100000381,4.898046731,,309.6317767,293.4682225,1
2018-03-29,2018-06-28,302.7459175,299.0999996,314.45,15.35000038,-11.70408249,-15.35000038,5.20590537,,307.6897435,290.5102557,1
2018-03-30,2018-06-29,300.7548512,299.9999998,314.55,14.55000019,-13.79514885,-14.55000019,5.451422053,,308.9948462,291.0051534,1
2018-04-02,2018-07-02,307.45,292.9000008,313.45,6,-6,-20.54999924,5.989417551,,302.7825398,283.0174618,0
2018-04-03,2018-07-03,310.8,293.7500008,312.8,2,-2,-19.04999924,6.429470534,,304.3586272,283.1413744,0
2018-04-04,2018-07-04,282.55,292.55,307.55,25,-25,-15,6.857853794,,303.8654588,281.2345412,1
2018-04-05,2018-07-05,295.95,291.9999992,312.95,17,-17,-20.95000076,7.294615539,,304.0361148,279.9638836,1
2018-04-06,2018-07-06,302.2,293.5999996,311.2,9,-9,-17.60000038,7.6342921,,306.1965816,281.0034176,1
2018-04-09,2018-07-09,296.95,296.2499992,312.95,16,-16,-16.70000076,7.861824448,,309.2220095,283.2779889,1
2018-04-10,2018-07-10,290.45,296.95,313.45,23,-23,-16.5,8.05300365,,310.237456,283.662544,1
2018-04-11,2018-07-11,285.45,295.3000004,312.45,27,-27,-17.14999962,8.281588201,,308.9646209,281.6353799,1
2018-04-12,2018-07-12,301.75,296,311.75,10,-10,-15.75,8.478748391,,309.9899348,282.0100652,1
2018-04-13,2018-07-13,283.45,299.0999996,314.45,31,-31,-15.35000038,8.579269934,,313.255795,284.9442042,0
2018-04-16,2018-07-16,310.3,298.1999996,314.3,4,-4,-16.10000038,8.691649673,,312.5412216,283.8587776,1
2018-04-17,2018-07-17,287.4,297.3500008,314.4,27,-27,-17.04999924,8.812725925,,311.8909986,282.809003,1
2018-04-18,2018-07-18,301.6,297.0500008,317.6,16,-16,-20.54999924,8.893910852,,311.7249537,282.3750479,1
2018-04-19,2018-07-19,318,296.0499992,319,1,-1,-22.95000076,8.962344972,,310.8378684,281.26213,0
accuracy, RMSE,,,,0.756363636,,,,,,,0.610909091
0.68,10.849335,,,,,,,,,,,
