date_base,date_pred,index_pred,index_real,index_today,loss_profits,prediction,real,std,,index_pred,index_pred,,¾Ó»óºí,profit,
2017-03-31,2017-06-30,306.8230988,311.5500008,281.6,29.95000076,25.22309875,29.95000076,11.90461505,,295.8825603,299.4876972,,300.7311188,29.95000076,1
2017-04-03,2017-07-03,303.104113,311.9499992,281.9,30.04999924,21.20411301,30.04999924,11.91659305,,297.9915051,301.2766613,,300.7907598,30.04999924,1
2017-04-04,2017-07-04,301.4648529,309.6499992,281.35,28.29999924,20.11485291,28.29999924,11.85819215,,295.1233183,299.8760944,,298.8214219,28.29999924,1
2017-04-05,2017-07-05,294.5570236,311.1,280.85,30.25,13.70702362,30.25,11.79643377,,292.5318867,294.0020596,,293.69699,30.25,1
2017-04-06,2017-07-06,291.3871826,311.1000008,279.9,31.20000076,11.48718262,31.20000076,11.69295086,,294.9623245,298.1568569,,294.8354547,31.20000076,1
2017-04-07,2017-07-07,293.0447121,310.25,279.25,31,13.79471207,31,11.53775799,,294.7354317,297.5015945,,295.0939128,31,1
2017-04-10,2017-07-10,296.0561279,310.8000015,277.65,33.15000153,18.40612793,33.15000153,11.32296408,,299.1085686,302.481728,,299.2154748,33.15000153,1
2017-04-11,2017-07-11,292.4914536,312.6999992,275.9,36.79999924,16.59145355,36.79999924,11.05558579,,297.221455,302.0795006,,297.2641364,36.79999924,1
2017-04-12,2017-07-12,291.5175526,312.6000015,276.95,35.65000153,14.56755257,35.65000153,10.78599686,,300.3653118,301.6001331,,297.8276658,35.65000153,1
2017-04-13,2017-07-13,288.9752258,316.5500015,279.15,37.40000153,9.82522583,37.40000153,10.63473525,,296.7598766,297.856852,,294.5306515,37.40000153,0
2017-04-14,2017-07-14,286.3407242,316.7,277.7,39,8.640724182,39,10.4024231,,294.1166546,297.4219887,,292.6264558,39,0
2017-04-17,2017-07-17,282.5563573,317.4999985,278.65,38.84999847,3.906357288,38.84999847,10.18220426,,293.5579895,300.4738335,,292.1960601,38.84999847,0
2017-04-18,2017-07-18,280.4829834,318.0500008,278.35,39.70000076,2.132983446,39.70000076,9.922219263,,295.6194473,299.9009586,,292.0011298,39.70000076,0
2017-04-19,2017-07-19,280.7687682,318.6999985,276.85,41.84999847,3.918768167,41.84999847,9.568923622,,294.9043575,296.4375626,,290.7035628,41.84999847,0
2017-04-20,2017-07-20,279.5608696,319.5999985,278.25,41.34999847,1.310869575,41.34999847,9.242264372,,298.7395515,298.9265118,,292.4089776,41.34999847,0
2017-04-21,2017-07-21,282.8691782,321.1000015,280.7,40.40000153,2.169178247,40.40000153,9.006403104,,296.8828899,300.8802292,,293.5440991,40.40000153,0
2017-04-24,2017-07-24,284.9447704,321.2500015,281.85,39.40000153,3.094770432,39.40000153,8.772810035,,299.4072948,300.3256565,,294.8925739,39.40000153,0
2017-04-25,2017-07-25,288.1994144,319.6500008,285.2,34.45000076,2.999414444,34.45000076,8.582615549,,299.9776108,301.5906231,,296.5892161,34.45000076,0
2017-04-26,2017-07-26,284.2993121,318.95,286.45,-32.5,-2.150687933,32.5,8.38471688,,299.0134842,297.6415436,,293.6514466,32.5,0
2017-04-27,2017-07-27,285.5392028,319.85,287.35,-32.5,-1.810797215,32.5,8.206821228,,303.6620632,305.6656052,,298.2889571,32.5,0
2017-04-28,2017-07-28,288.1584697,312.55,287.8,24.75,0.358469665,24.75,7.881278633,,302.9230755,300.7755821,,297.2857091,24.75,0
2017-05-01,2017-07-31,284.1600874,313.55,287.8,-25.75,-3.639912605,25.75,7.533613617,,299.7682751,293.0234235,,292.317262,25.75,0
2017-05-02,2017-08-01,284.6829699,316.55,290.05,-26.5,-5.367030144,26.5,7.285671363,,296.7137688,296.1547239,,292.5171542,26.5,0
2017-05-03,2017-08-02,284.6351731,317.1500004,290.05,-27.10000038,-5.41482687,27.10000038,7.016293708,,296.6452439,294.7833341,,292.0212504,27.10000038,0
2017-05-04,2017-08-03,287.8288364,311.6499996,292.75,-18.89999962,-4.921163559,18.89999962,6.745785543,,297.0044641,294.0900284,,292.974443,18.89999962,0
2017-05-05,2017-08-04,288.2694073,312.8500004,292.75,-20.10000038,-4.480592728,20.10000038,6.460258501,,295.6047146,293.8466672,,292.5735964,-20.10000038,0
2017-05-08,2017-08-07,291.402095,312.8999998,300.7,-12.19999981,-9.297904968,12.19999981,6.39347643,,305.8377697,300.8279438,,299.3559362,-12.19999981,0
2017-05-09,2017-08-08,290.1582958,312.8499996,300.7,-12.14999962,-10.54170418,12.14999962,6.319893138,,306.5196287,302.8821814,,299.8533686,-12.14999962,0
2017-05-10,2017-08-09,288.4995629,308.6499998,296.45,-12.19999981,-7.950437069,12.19999981,6.108970095,,308.5734789,299.99215,,299.0217306,12.19999981,1
2017-05-11,2017-08-10,292.9292723,307.2500001,300.1,-7.150000095,-7.17072773,7.150000095,6.000102864,,310.4829746,306.1573621,,303.1898697,7.150000095,1
2017-05-12,2017-08-11,293.7082705,301.4999999,298.65,-2.849999905,-4.941729546,2.849999905,5.9285993,,308.6960329,302.6553458,,301.6865497,2.849999905,1
2017-05-15,2017-08-14,296.7075609,304.5999998,299.65,-4.949999809,-2.942439079,4.949999809,5.828780962,,300.9987247,301.045847,,299.5840442,-4.949999809,0
2017-05-16,2017-08-15,294.7444744,304.5999999,299.25,-5.349999905,-4.505525589,5.349999905,5.714854758,,303.0303082,305.9897618,,301.2548481,5.349999905,1
2017-05-17,2017-08-16,292.813386,306.25,299.5,-6.75,-6.686614037,6.75,5.583999936,,299.5090838,297.2461824,,296.5228841,-6.75,0
2017-05-18,2017-08-17,293.2229947,307.9,298.65,-9.25,-5.427005291,9.25,5.406939763,,297.4672437,295.3405203,,295.3435862,-9.25,0
2017-05-19,2017-08-18,293.9990206,307.75,298.25,-9.5,-4.250979424,9.5,5.206907395,,291.2275414,296.6359761,,293.9541794,-9.5,0
2017-05-22,2017-08-21,294.0739327,307.0499998,300.6,-6.449999809,-6.526067257,6.449999809,5.080547366,,301.8819518,299.9941998,,298.6500281,-6.449999809,0
2017-05-23,2017-08-22,293.8343919,308.7000001,301.05,-7.650000095,-7.21560812,7.650000095,4.949270537,,302.7799665,301.2345382,,299.2829655,-7.650000095,0
2017-05-24,2017-08-23,293.9444322,308.5999998,301.9,-6.699999809,-7.955567837,6.699999809,4.83709723,,309.3054818,306.170112,,303.1400087,6.699999809,1
2017-05-25,2017-08-24,297.6460934,310.0999999,305.5,-4.599999905,-7.853906631,4.599999905,4.795610974,,309.901988,311.7253852,,306.4244889,4.599999905,1
2017-05-26,2017-08-25,302.0036884,310.2500001,307.35,-2.900000095,-5.346311569,2.900000095,4.77821554,,311.8540412,308.5003929,,307.4527075,2.900000095,1
2017-05-29,2017-08-28,301.9977668,308.2,306.8,-1.399999976,-4.802233219,1.399999976,4.763677424,,306.1777059,307.625835,,305.2671026,-1.399999976,0
2017-05-30,2017-08-29,302.2549604,307.15,304.35,-2.799999952,-2.095039606,2.799999952,4.717968669,,308.0904976,310.6046449,,306.9833676,2.799999952,1
2017-05-31,2017-08-30,302.5322018,309,305.05,-3.950000048,-2.517798185,3.950000048,4.668919199,,306.0624857,308.1633366,,305.586008,3.950000048,1
2017-06-01,2017-08-31,300.0898026,306.65,304.15,-2.5,-4.060197353,2.5,4.62348039,,303.7221393,309.1807798,,304.3309072,2.5,1
2017-06-02,2017-09-01,304.3361712,306.3,307.75,1.450000048,-3.41382885,-1.450000048,4.642003955,,306.0941957,312.379487,,307.6032846,1.450000048,1
2017-06-05,2017-09-04,304.5218004,303.5000001,307.6,4.099999905,-3.078199625,-4.099999905,4.713492678,,310.57298,312.6515184,,309.2487663,-4.099999905,0
2017-06-06,2017-09-05,305.0220126,302.6999999,307.6,4.900000095,-2.577987432,-4.900000095,4.802809049,,311.4441243,315.6766554,,310.7142641,-4.900000095,0
2017-06-07,2017-09-06,307.2126953,302.3000001,305.4,-3.099999905,1.812695265,-3.099999905,4.870798855,,315.0825781,316.6872972,,312.9941902,-3.099999905,0
2017-06-08,2017-09-07,307.7775898,306.2,306.65,-0.449999988,1.127589822,-0.449999988,4.87683915,,319.4541391,321.7146839,,316.3154709,-0.449999988,0
2017-06-09,2017-09-08,306.8878116,306.25,308.55,2.299999952,-1.662188411,-2.299999952,4.900295566,,313.387625,317.2168329,,312.4974232,-2.299999952,0
2017-06-12,2017-09-11,309.1923221,309.25,305.3,3.950000048,3.892322063,3.950000048,4.858193045,,313.1364625,319.5616835,,313.9634894,3.950000048,1
2017-06-13,2017-09-12,310.6012197,309.2000001,307.05,2.150000095,3.551219702,2.150000095,4.840698853,,312.7501324,318.4748867,,313.9420796,2.150000095,1
2017-06-14,2017-09-13,308.7257881,308.55,307.4,1.149999976,1.32578814,1.149999976,4.830663152,,311.781712,315.1552085,,311.8875695,1.149999976,1
2017-06-15,2017-09-14,308.8965167,310.2499999,305.65,4.599999905,3.246516705,4.599999905,4.789271238,,308.4214341,314.0865063,,310.4681524,4.599999905,1
2017-06-16,2017-09-15,310.6428018,311.1999998,306,5.199999809,4.642801762,5.199999809,4.751880574,,309.1137161,314.3962889,,311.3842689,5.199999809,1
2017-06-19,2017-09-18,311.099015,316.6999996,307.8,8.899999619,3.299015045,8.899999619,4.791113444,,313.5820401,317.9809664,,314.2206738,8.899999619,1
2017-06-20,2017-09-19,310.9002813,316.0499998,308.1,7.949999809,2.800281286,7.949999809,4.81804164,,312.9619628,318.5896975,,314.1506472,7.949999809,1
2017-06-21,2017-09-20,315.3657368,315.8,306.8,9,8.565736771,9,4.822013947,,324.6490906,321.7526281,,320.5891518,9,1
2017-06-22,2017-09-21,318.5687645,316.05,308.55,7.5,10.0187645,7.5,4.846478822,,328.5374802,327.7981499,,324.9681315,7.5,0
2017-06-23,2017-09-22,317.8340302,313.75,309.25,4.5,8.584030151,4.5,4.84817484,,310.5362153,319.9170456,,316.0957637,4.5,1
2017-06-26,2017-09-25,319.4546097,313.8,310.55,3.25,8.90460968,3.25,4.855839194,,313.3859928,317.7670372,,316.8692132,3.25,1
2017-06-27,2017-09-26,317.344792,311.8,311.1,0.699999988,6.244791985,0.699999988,4.855787214,,308.4062546,315.8742791,,313.8751086,0.699999988,1
2017-06-28,2017-09-27,319.1411667,311.4,310.25,1.149999976,8.891166687,1.149999976,4.853335738,,314.7786093,316.6413312,,316.8537024,1.149999976,1
2017-06-29,2017-09-28,321.5518814,311.6,312.35,-0.75,9.201881409,-0.75,4.852165456,,311.5234638,320.5242201,,317.8665218,-0.75,0
2017-06-30,2017-09-29,322.1935471,314.3,311.55,2.75,10.64354706,2.75,4.864717336,,320.2006748,319.4125441,,320.6022553,2.75,1
2017-07-03,2017-10-02,316.9780375,314.2999999,311.95,2.349999905,5.028037548,2.349999905,4.876628549,,315.9270257,318.1009814,,317.0020149,2.349999905,1
2017-07-04,2017-10-03,321.6515268,314.3000001,309.65,4.650000095,12.00152683,4.650000095,4.8822296,,317.5483741,319.8970398,,319.6989802,4.650000095,1
2017-07-05,2017-10-04,322.5810047,314.3,311.1,3.200000048,11.48100471,3.200000048,4.89287674,,319.4926744,321.4118715,,321.1618502,3.200000048,1
2017-07-06,2017-10-05,325.1091105,314.3,311.1,3.200000048,14.00911045,3.200000048,4.902998739,,321.9346434,325.2888342,,324.1108627,3.200000048,0
2017-07-07,2017-10-06,324.4153175,314.3000002,310.25,4.050000191,14.16531754,4.050000191,4.909586629,,318.1126699,322.7548876,,321.7609583,4.050000191,1
2017-07-10,2017-10-09,326.7350519,314.3,310.8,3.5,15.93505192,3.5,4.917685656,,322.2221525,324.9101561,,324.6224535,3.5,0
2017-07-11,2017-10-10,328.8401424,320.1499998,312.7,7.449999809,16.14014244,7.449999809,5.023503413,,321.1205532,320.5920288,,323.5175748,7.449999809,1
2017-07-12,2017-10-11,326.1909796,323.2499996,312.6,10.64999962,13.59097958,10.64999962,5.214620603,,319.3998309,324.9928051,,323.5278719,10.64999962,1
2017-07-13,2017-10-12,327.4912565,325.6500004,316.55,9.100000381,10.94125652,9.100000381,5.451959444,,323.9511703,324.5853746,,325.3426005,9.100000381,1
2017-07-14,2017-10-13,328.7847797,325.3000004,316.7,8.600000381,12.08477974,8.600000381,5.661527234,,323.4156301,324.6965243,,325.6323114,8.600000381,1
2017-07-17,2017-10-16,332.0789986,325.5,317.5,8,14.57899857,8,5.85768777,,324.825604,326.1453924,,327.6833317,8,1
2017-07-18,2017-10-17,334.2155579,325.8,318.05,7.75,16.16555786,7.75,6.047734795,,328.2936399,330.3626259,,330.9572746,7.75,1
2017-07-19,2017-10-18,333.5926344,325.8500001,318.7,7.150000095,14.89263439,7.150000095,6.222146879,,327.1427423,324.6926624,,328.476013,7.150000095,1
2017-07-20,2017-10-19,333.538467,324.1,319.6,4.5,13.93846703,4.5,6.323733626,,329.6189314,326.2433163,,329.8002382,4.5,1
2017-07-21,2017-10-20,331.6175934,326.2500001,321.1,5.150000095,10.51759338,5.150000095,6.45987309,,329.6161095,331.1026379,,330.7787803,5.150000095,1
2017-07-24,2017-10-23,335.2551327,327.0500002,321.25,5.800000191,14.00513268,5.800000191,6.615194394,,331.6619205,331.6539049,,332.856986,5.800000191,1
2017-07-25,2017-10-24,334.8563446,326.5500001,319.65,6.900000095,15.2063446,6.900000095,6.777117449,,328.3876404,328.3824762,,330.5421537,6.900000095,1
2017-07-26,2017-10-25,332.4414055,326.7500002,318.95,7.800000191,13.49140549,7.800000191,6.949258659,,323.5718657,321.0300946,,325.6811219,7.800000191,1
2017-07-27,2017-10-26,333.8034855,323.7500001,319.85,3.900000095,13.95348549,3.900000095,7.023866166,,332.8273846,336.2428261,,334.2912321,3.900000095,1
2017-07-28,2017-10-27,329.9255817,326.8500002,312.55,14.30000019,17.37558174,14.30000019,7.221924668,,325.447191,329.2926682,,328.2218136,14.30000019,1
2017-07-31,2017-10-30,325.2720249,327.4499996,313.55,13.89999962,11.72202492,13.89999962,7.42644241,,318.9273036,320.994047,,321.7311252,13.89999962,1
2017-08-01,2017-10-31,328.7612637,331.05,316.55,14.5,12.21126366,14.5,7.72486487,,328.0665329,324.8592375,,327.2290114,14.5,1
2017-08-02,2017-11-01,329.1880106,336.5499996,317.15,19.39999962,12.0380106,19.39999962,8.2105999,,326.9505991,323.9183349,,326.6856482,19.39999962,1
2017-08-03,2017-11-02,325.4235729,335.0499996,311.65,23.39999962,13.77357292,23.39999962,8.599430256,,324.0849174,322.249082,,323.9191908,23.39999962,1
2017-08-04,2017-11-03,332.2057491,336.35,312.85,23.5,19.35574913,23.5,9.00929588,,328.4955393,324.4409252,,328.3807379,23.5,1
2017-08-07,2017-11-06,332.7537598,334.15,312.9,21.25,19.85375977,21.25,9.314030076,,329.7330536,323.3870405,,328.624618,21.25,1
2017-08-08,2017-11-07,333.4994122,333.7499996,312.85,20.89999962,20.64941216,20.89999962,9.585625506,,328.157704,324.5611311,,328.7394158,20.89999962,1
2017-08-09,2017-11-08,332.0688747,335.2500004,308.65,26.60000038,23.41887474,26.60000038,9.848415531,,329.0440582,328.13283,,329.7485876,26.60000038,1
2017-08-10,2017-11-09,333.4998684,333.6499996,307.25,26.39999962,26.24986839,26.39999962,10.0242763,,331.582922,325.2825203,,330.1217702,26.39999962,1
2017-08-11,2017-11-10,334.5094833,332.8999996,301.5,31.39999962,33.00948334,31.39999962,10.05074624,,328.3406715,318.7980709,,327.2160752,31.39999962,1
2017-08-14,2017-11-13,339.4520279,331.5500008,304.6,26.95000076,34.85202789,26.95000076,10.09120797,,333.4650532,329.4997784,,334.1389532,26.95000076,1
