date_pred,datet_base,index_pred,index_real,index_today,loss_profits,prediction,real
2018-07-06,2018-04-06,312.1410272836685,293.59999961853026,311.2,-17.600000381469727,0.9410272836685181,-17.600000381469727
2018-07-09,2018-04-09,309.27203435897826,296.24999923706054,312.95,16.700000762939453,-3.6779656410217285,-16.700000762939453
2018-07-10,2018-04-10,309.74582452774047,296.95,313.45,16.5,-3.7041754722595215,-16.5
2018-07-11,2018-04-11,311.75090856552123,295.3000003814697,312.45,17.149999618530273,-0.6990914344787598,-17.149999618530273
2018-07-12,2018-04-12,308.35833501815796,296.0,311.75,15.75,-3.391664981842041,-15.75
2018-07-13,2018-04-13,305.89482231140136,299.09999961853026,314.45,15.350000381469727,-8.555177688598633,-15.350000381469727
2018-07-16,2018-04-16,302.88749294281007,298.1999996185303,314.3,16.100000381469727,-11.412507057189941,-16.100000381469727
2018-07-17,2018-04-17,308.46586790084837,297.35000076293943,314.4,17.049999237060547,-5.934132099151611,-17.049999237060547
2018-07-18,2018-04-18,310.2758990287781,297.0500007629395,317.6,20.549999237060547,-7.324100971221924,-20.549999237060547
2018-07-19,2018-04-19,314.0878176689148,296.04999923706055,319.0,22.950000762939453,-4.912182331085205,-22.950000762939453
accuracy, RMSE
0.66, 4.1716695
