date,index_pred,index_real,index_today,loss_profits,pred_date,prediction,real
2017-11-01,339.31741790771486,334.45000009536744,336.55,-2.0999999046325684,2018-01-31,2.7674179077148438,-2.0999999046325684
2017-11-02,340.0524037361145,333.65000002384187,335.05,-1.399999976158142,2018-02-01,5.002403736114502,-1.399999976158142
2017-11-03,335.0472053050995,327.4000001907349,336.35,8.949999809265137,2018-02-02,-1.3027946949005127,-8.949999809265137
2017-11-06,339.16405096054075,323.0000003814697,334.15,-11.149999618530273,2018-02-05,5.0140509605407715,-11.149999618530273
2017-11-07,333.7621194347739,317.6499996185303,333.75,-16.100000381469727,2018-02-06,0.012119434773921967,-16.100000381469727
2017-11-08,335.187932215631,309.5,335.25,25.75,2018-02-07,-0.06206778436899185,-25.75
2017-11-09,333.5182645857334,312.5000003814697,333.65,21.149999618530273,2018-02-08,-0.1317354142665863,-21.149999618530273
2017-11-10,324.6269115447998,303.85000076293943,332.9,29.049999237060547,2018-02-09,-8.273088455200195,-29.049999237060547
2017-11-13,327.09877996444703,308.09999923706056,331.55,23.450000762939453,2018-02-12,-4.4512200355529785,-23.450000762939453
2017-11-14,324.55952100753785,311.40000038146974,331.3,19.899999618530273,2018-02-13,-6.740478992462158,-19.899999618530273
2017-11-15,321.5917767524719,314.29999961853025,329.15,14.850000381469727,2018-02-14,-7.558223247528076,-14.850000381469727
2017-11-16,323.331955242157,314.3,331.3,17.0,2018-02-15,-7.968044757843018,-17.0
2017-11-17,325.0203763961792,314.3000003814697,330.95,16.649999618530273,2018-02-16,-5.929623603820801,-16.649999618530273
2017-11-20,334.06260080337523,316.25000019073485,329.45,-13.199999809265137,2018-02-19,4.612600803375244,-13.199999809265137
2017-11-21,334.0608979225159,311.9999996185303,330.85,-18.850000381469727,2018-02-20,3.210897922515869,-18.850000381469727
2017-11-22,334.16432349681855,314.05,332.55,-18.5,2018-02-21,1.6143234968185425,-18.5
2017-11-23,335.31328864097594,311.84999961853026,331.45,-19.600000381469727,2018-02-22,3.863288640975952,-19.600000381469727
2017-11-24,337.24186611175537,316.94999980926514,332.25,-15.300000190734863,2018-02-23,4.991866111755371,-15.300000190734863
2017-11-27,334.7174352645874,317.0999998092651,325.9,-8.800000190734863,2018-02-26,8.817435264587402,-8.800000190734863
2017-11-28,332.26843614578246,315.75000019073485,327.7,-11.949999809265137,2018-02-27,4.568436145782471,-11.949999809265137
2017-11-29,334.71935815811156,312.45,327.7,-15.25,2018-02-28,7.019358158111572,-15.25
2017-11-30,326.8730034828186,312.44999980926514,322.25,-9.800000190734863,2018-03-01,4.6230034828186035,-9.800000190734863
2017-12-01,327.1921587944031,308.1500001907349,321.85,-13.699999809265137,2018-03-02,5.342158794403076,-13.699999809265137
2017-12-04,332.596302986145,303.8500003814697,325.0,-21.149999618530273,2018-03-05,7.5963029861450195,-21.149999618530273
2017-12-05,333.38508186340334,310.3000007629395,326.6,-16.299999237060547,2018-03-06,6.78508186340332,-16.299999237060547
2017-12-06,331.5855993270874,310.45000019073484,321.65,-11.199999809265137,2018-03-07,9.935599327087402,-11.199999809265137
2017-12-07,329.3607093811035,313.6000000953674,320.7,-7.099999904632568,2018-03-08,8.660709381103516,-7.099999904632568
2017-12-08,326.17030611038206,317.0999998092651,321.4,-4.300000190734863,2018-03-09,4.77030611038208,-4.300000190734863
2017-12-11,329.78580951690674,320.10000002384186,321.5,-1.399999976158142,2018-03-12,8.285809516906738,-1.399999976158142
2017-12-12,328.77254695892333,321.4999999523163,320.45,1.0499999523162842,2018-03-13,8.32254695892334,1.0499999523162842
2017-12-13,329.32989797592165,321.55000004768374,322.85,-1.2999999523162842,2018-03-14,6.479897975921631,-1.2999999523162842
2017-12-14,333.87255840301515,322.8499999523163,324.3,-1.4500000476837158,2018-03-15,9.572558403015137,-1.4500000476837158
2017-12-15,328.2791066169739,322.0,322.75,-0.75,2018-03-16,5.529106616973877,-0.75
2017-12-18,332.293253326416,319.8499998092651,324.15,-4.300000190734863,2018-03-19,8.143253326416016,-4.300000190734863
2017-12-19,335.5557847976685,321.30000004768374,323.85,-2.549999952316284,2018-03-20,11.705784797668457,-2.549999952316284
2017-12-20,331.30579500198365,321.5999999523163,323.55,-1.9500000476837158,2018-03-21,7.755795001983643,-1.9500000476837158
2017-12-21,330.25443229675295,322.1,316.85,5.25,2018-03-22,13.40443229675293,5.25
2017-12-22,332.4034729003906,311.5,318.5,-7.0,2018-03-23,13.903472900390625,-7.0
2017-12-25,332.63540840148926,314.5,318.5,-4.0,2018-03-26,14.135408401489258,-4.0
2017-12-26,331.40308113098143,315.1500000476837,317.45,-2.299999952316284,2018-03-27,13.953081130981445,-2.299999952316284
2017-12-27,337.61841316223143,310.6499998092651,321.2,-10.550000190734863,2018-03-28,16.418413162231445,-10.550000190734863
2017-12-28,339.87647476196287,314.45000019073484,325.65,-11.199999809265137,2018-03-29,14.22647476196289,-11.199999809265137
2017-12-29,339.2957710266113,314.54999961853025,325.65,-11.100000381469727,2018-03-30,13.645771026611328,-11.100000381469727
2018-01-01,331.49287309646604,313.45000019073484,325.65,-12.199999809265137,2018-04-02,5.8428730964660645,-12.199999809265137
2018-01-02,331.4930086135864,312.80000019073486,326.5,-13.699999809265137,2018-04-03,4.993008613586426,-13.699999809265137
2018-01-03,335.8233158111572,307.5500003814697,327.7,-20.149999618530273,2018-04-04,8.123315811157227,-20.149999618530273
2018-01-04,332.51417112350464,312.94999980926514,325.0,-12.050000190734863,2018-04-05,7.514171123504639,-12.050000190734863
2018-01-05,334.19427461624144,311.2,328.95,-17.75,2018-04-06,5.244274616241455,-17.75
2018-01-08,335.4042820930481,312.95000076293945,331.25,-18.299999237060547,2018-04-09,4.154282093048096,-18.299999237060547
2018-01-09,334.7946736335754,313.45,330.45,-17.0,2018-04-10,4.3446736335754395,-17.0
