date,index1,index2,loss_profits,pred_date,prediction,real,0.614457831,10.51490854
2017-07-10,310.8,312.8999999,2.099999905,2017-08-07,0.133111745,2.099999905,,3.868649032
2017-07-11,312.7,312.85,-0.150000006,2017-08-08,-0.006134108,0.150000006,,0.024377861
2017-07-12,312.6,308.65,-3.950000048,2017-08-09,0.393102795,-3.950000048,,18.8625423
2017-07-13,316.55,307.2499998,9.300000191,2017-08-10,-2.882735729,-9.300000191,,41.18128317
2017-07-14,316.7,301.5000002,15.19999981,2017-08-11,-2.97086072,-15.19999981,,149.5518429
2017-07-17,317.5,304.6000004,12.89999962,2017-08-14,-5.128758907,-12.89999962,,60.39218219
2017-07-18,318.05,304.6000002,13.44999981,2017-08-15,-4.744558811,-13.44999981,,75.78470297
2017-07-19,318.7,306.2500002,12.44999981,2017-08-16,-5.376646519,-12.44999981,,50.03232677
2017-07-20,319.6,307.9000002,11.69999981,2017-08-17,-1.615051627,-11.69999981,,101.7061798
2017-07-21,321.1,307.7499996,13.35000038,2017-08-18,-5.680389881,-13.35000038,,58.82292523
2017-07-24,321.25,307.0500002,14.19999981,2017-08-21,-1.898006439,-14.19999981,,151.3390409
2017-07-25,319.65,308.7000002,10.94999981,2017-08-22,-3.736157894,-10.94999981,,52.03951518
2017-07-26,318.95,308.5999996,10.35000038,2017-08-23,-2.29590416,-10.35000038,,64.86846595
2017-07-27,319.85,310.1,9.75,2017-08-24,-0.903646588,-9.75,,78.25796868
2017-07-28,312.55,310.25,-2.299999952,2017-08-25,4.117073536,-2.299999952,,41.17883215
2017-07-31,313.55,308.2000001,5.349999905,2017-08-28,-0.547329903,-5.349999905,,23.06563915
2017-08-01,316.55,307.1500004,9.399999619,2017-08-29,-0.495243579,-9.399999619,,79.29468012
2017-08-02,317.15,309.0000004,8.149999619,2017-08-30,-0.562537789,-8.149999619,,57.56957701
2017-08-03,311.65,306.65,-5,2017-08-31,5.057474613,-5,,101.1527956
2017-08-04,312.85,306.2999998,-6.550000191,2017-09-01,2.950800896,-6.550000191,,90.26522128
2017-08-07,312.9,303.5000004,-9.399999619,2017-09-04,4.105389595,-9.399999619,,182.3955378
2017-08-08,312.85,302.7000004,-10.14999962,2017-09-05,3.8889575,-10.14999962,,197.092317
2017-08-09,308.65,302.3000001,-6.349999905,2017-09-06,8.600672722,-6.349999905,,223.522612
2017-08-10,307.25,306.2,-1.049999952,2017-09-07,8.051314354,-1.049999952,,82.8339221
2017-08-11,301.5,306.25,4.75,2017-09-08,15.69693947,4.75,,119.8354837
2017-08-14,304.6,309.2500001,4.650000095,2017-09-11,12.05912781,4.650000095,,54.89517346
2017-08-15,304.6,309.1999999,4.599999905,2017-09-12,13.6312294,4.599999905,,81.56310621
2017-08-16,306.25,308.55,2.299999952,2017-09-13,12.39488888,2.299999952,,101.9067824
2017-08-17,307.9,310.2499999,2.349999905,2017-09-14,12.25990582,2.349999905,,98.20623515
2017-08-18,307.75,311.2,3.450000048,2017-09-15,11.88749027,3.450000048,,71.19124129
2017-08-21,307.05,316.6999996,9.649999619,2017-09-18,15.45615578,9.649999619,,33.71144934
2017-08-22,308.7,316.0499999,7.349999905,2017-09-19,13.21984386,7.349999905,,34.45506811
2017-08-23,308.6,315.7999998,7.199999809,2017-09-20,15.55658627,7.199999809,,69.8325372
2017-08-24,310.1,316.0499998,5.949999809,2017-09-21,12.32807159,5.949999809,,40.67979969
2017-08-25,310.25,313.75,3.5,2017-09-22,13.5831461,3.5,,101.6698352
2017-08-28,308.2,313.7999999,5.599999905,2017-09-25,13.73408985,5.599999905,,66.16341926
2017-08-29,307.15,311.8000001,4.650000095,2017-09-26,16.48196983,4.650000095,,139.9955079
2017-08-30,309,311.4000001,2.400000095,2017-09-27,11.61656475,2.400000095,,84.94506405
2017-08-31,306.65,311.5999998,4.949999809,2017-09-28,10.48979855,4.949999809,,30.68937004
2017-09-01,306.3,314.3,8,2017-09-29,10.57509613,8,,6.631120081
2017-09-04,303.5,314.3000002,10.80000019,2017-10-02,12.14501667,10.80000019,,1.80906933
2017-09-05,302.7,314.3000004,11.60000038,2017-10-03,11.35801506,11.60000038,,0.058556896
2017-09-06,302.3,314.3,12,2017-10-04,11.96574783,12,,0.001173211
2017-09-07,306.2,314.3000004,8.100000381,2017-10-05,8.983010292,8.100000381,,0.779706502
2017-09-08,306.25,314.3000002,8.050000191,2017-10-06,8.726876259,8.050000191,,0.458161212
2017-09-11,309.25,314.3000002,5.050000191,2017-10-09,4.510671139,5.050000191,,0.290875826
2017-09-12,309.2,320.1499998,10.94999981,2017-10-10,6.410042286,10.94999981,,20.61121431
2017-09-13,308.55,323.2499998,14.69999981,2017-10-11,4.395578861,14.69999981,,106.1810911
2017-09-14,310.25,325.6499996,15.39999962,2017-10-12,4.744407177,15.39999962,,113.5416503
2017-09-15,311.2,325.3000004,14.10000038,2017-10-13,1.686669111,14.10000038,,154.0907932
2017-09-18,316.7,325.5000002,-8.800000191,2017-10-16,-1.274842978,8.800000191,,101.5024649
2017-09-19,316.05,325.8,9.75,2017-10-17,2.280699253,9.75,,55.79045365
2017-09-20,315.8,325.8500002,-10.05000019,2017-10-18,-0.259600192,10.05000019,,106.2878601
2017-09-21,316.05,324.1000002,8.050000191,2017-10-19,3.669966221,8.050000191,,19.18469758
2017-09-22,313.75,326.25,12.5,2017-10-20,3.939970016,12.5,,73.27411332
2017-09-25,313.8,327.05,13.25,2017-10-23,6.636398792,13.25,,43.73972093
2017-09-26,311.8,326.55,14.75,2017-10-24,8.996157646,14.75,,33.10670183
2017-09-27,311.4,326.7500004,15.35000038,2017-10-25,7.870063782,15.35000038,,55.94945154
2017-09-28,311.6,323.7499996,12.14999962,2017-10-26,9.249241829,12.14999962,,8.414395754
2017-09-29,314.3,326.8500002,12.55000019,2017-10-27,5.331872463,12.55000019,,52.10136789
2017-10-02,314.3,327.4499996,13.14999962,2017-10-30,3.278986454,13.14999962,,97.43690089
2017-10-03,314.3,331.05,16.75,2017-10-31,0.360641748,16.75,,268.6110639
2017-10-04,314.3,336.55,22.25,2017-11-01,1.656787038,22.25,,424.0804201
2017-10-05,314.3,335.05,-20.75,2017-11-02,-0.347735882,20.75,,445.1144593
2017-10-06,314.3,336.3499992,22.04999924,2017-11-03,2.795944214,22.04999924,,370.7186348
2017-10-09,314.3,334.1500004,19.85000038,2017-11-06,0.503722906,19.85000038,,374.2784522
2017-10-10,320.15,333.7500004,13.60000038,2017-11-07,1.538025141,13.60000038,,145.4912467
2017-10-11,323.25,335.25,-12,2017-11-08,-1.338377237,12,,177.9123073
2017-10-12,325.65,333.65,-8,2017-11-09,-2.163204193,8,,103.2907195
2017-10-13,325.3,332.8999999,-7.599999905,2017-11-10,-3.924887657,7.599999905,,132.8230333
2017-10-16,325.5,331.5500002,-6.050000191,2017-11-13,-2.945503712,6.050000191,,80.91909046
2017-10-17,325.8,331.3,-5.5,2017-11-14,-2.814240932,5.5,,69.12660228
2017-10-18,325.85,329.15,-3.299999952,2017-11-15,-3.28857708,3.299999952,,43.40934731
2017-10-19,324.1,331.2999998,-7.199999809,2017-11-16,-1.124594808,7.199999809,,69.29887554
2017-10-20,326.25,330.9499998,-4.699999809,2017-11-17,-3.100882053,4.699999809,,60.85375783
2017-10-23,327.05,329.4500001,-2.400000095,2017-11-20,-2.044989109,2.400000095,,19.75792903
2017-10-24,326.55,330.8500002,-4.300000191,2017-11-21,-5.653931618,4.300000191,,99.08075845
2017-10-25,326.75,332.5500002,-5.800000191,2017-11-22,-5.768648624,5.800000191,,133.8336354
2017-10-26,323.75,331.4499998,-7.699999809,2017-11-23,-5.525642872,7.699999809,,174.9176243
2017-10-27,326.85,332.2500001,-5.400000095,2017-11-24,-7.649312973,5.400000095,,170.2845716
2017-10-30,327.45,325.9,1.549999952,2017-11-27,-7.091705322,-1.549999952,,30.71049841
2017-10-31,331.05,327.7000001,3.349999905,2017-11-28,-0.298831552,-3.349999905,,9.309628314
2017-11-01,336.55,327.6999996,8.850000381,2017-11-29,-4.361558437,-8.850000381,,20.14611109
2017-11-02,335.05,322.2499998,12.80000019,2017-11-30,-4.647919178,-12.80000019,,66.45642484
2017-11-03,336.35,321.85,14.5,2017-12-01,-0.969110131,-14.5,,183.0849806
2017-11-06,334.15,325.0000004,9.149999619,2017-12-04,-0.923426986,-9.149999619,,67.67649728
2017-11-07,333.75,326.5999999,7.150000095,2017-12-05,-1.828321695,-7.150000095,,28.32026099
2017-11-08,335.25,321.6499996,-13.60000038,2017-12-06,1.099164844,-13.60000038,,216.0654583
2017-11-09,333.65,320.7000002,12.94999981,2017-12-07,-0.163980633,-12.94999981,,163.4822864
2017-11-10,332.9,321.4,11.5,2017-12-08,-2.087539434,-11.5,,88.5944139
2017-11-13,331.55,321.4999998,10.05000019,2017-12-11,-2.193465233,-10.05000019,,61.72514154
2017-11-14,331.3,320.4499996,10.85000038,2017-12-12,-2.562999249,-10.85000038,,68.67438778
2017-11-15,329.15,322.8499998,-6.300000191,2017-12-13,1.127058029,-6.300000191,,55.1611938
2017-11-16,331.3,324.3,7,2017-12-14,-2.59589982,-7,,19.39609839
2017-11-17,330.95,322.7500002,8.199999809,2017-12-15,-0.706987739,-8.199999809,,56.14522989
2017-11-20,329.45,324.1499998,5.300000191,2017-12-18,-1.432238579,-5.300000191,,14.95957989
2017-11-21,330.85,323.85,7,2017-12-19,-0.256869286,-7,,45.46981182
2017-11-22,332.55,323.55,9,2017-12-20,-4.979004383,-9,,16.16840575
2017-11-23,331.45,316.8499996,-14.60000038,2017-12-21,1.207602978,-14.60000038,,249.880324
2017-11-24,332.25,318.5,-13.75,2017-12-22,2.332119226,-13.75,,258.6345588
2017-11-27,325.9,318.4999999,-7.400000095,2017-12-25,3.660288572,-7.400000095,,122.3299854
2017-11-28,327.7,317.45,-10.25,2017-12-26,2.844358444,-10.25,,171.4622231
2017-11-29,327.7,321.2,-6.5,2017-12-27,2.643084049,-6.5,,83.59598593
2017-11-30,322.25,325.6500001,3.400000095,2017-12-28,3.069289207,3.400000095,,0.109369691
2017-12-01,321.85,325.65,3.799999952,2017-12-29,3.041316032,3.799999952,,0.57560129
2017-12-04,325,325.65,0.649999976,2018-01-01,0.743492603,0.649999976,,0.008740871
2017-12-05,326.6,326.5,0.100000001,2018-01-02,-0.543941855,-0.100000001,,0.19708437
2017-12-06,321.65,327.7000002,6.050000191,2018-01-03,0.738106608,6.050000191,,28.21621343
2017-12-07,320.7,325.0000002,4.300000191,2018-01-04,1.114195704,4.300000191,,10.14935022
2017-12-08,321.4,328.9500002,-7.550000191,2018-01-05,-1.980516672,7.550000191,,90.83075167
2017-12-11,321.5,331.25,-9.75,2018-01-08,-3.007630825,9.75,,162.7571443
2017-12-12,320.45,330.45,-10,2018-01-09,-1.410336614,10,,130.1957816
2017-12-13,322.85,327.85,-5,2018-01-10,-4.724122524,5,,94.55855887
2017-12-14,324.3,326.5,-2.200000048,2018-01-11,-0.446538508,2.200000048,,7.004166326
2017-12-15,322.75,326.8499999,-4.099999905,2018-01-12,-2.403733492,4.099999905,,42.29854809
2017-12-18,324.15,327.3000001,3.150000095,2018-01-15,2.409605742,3.150000095,,0.548183799
2017-12-19,323.85,330.5000001,6.650000095,2018-01-16,0.07598865,6.650000095,,43.21762648
2017-12-20,323.55,329.2000001,5.650000095,2018-01-17,5.041802883,5.650000095,,0.369903849
2017-12-21,316.85,329.4000002,12.55000019,2018-01-18,4.33781147,12.55000019,,67.44004358
