date,index_pred,index_real,index_today,loss_profits,pred_date,prediction,real
2017-07-10,312.9625621318817,312.8999999046326,310.8,2.0999999046325684,2017-08-07,2.162562131881714,2.0999999046325684
2017-07-11,315.4025225162506,312.85000000596045,312.7,0.15000000596046448,2017-08-08,2.7025225162506104,0.15000000596046448
2017-07-12,315.1345733165741,308.6499999523163,312.6,-3.950000047683716,2017-08-09,2.5345733165740967,-3.950000047683716
2017-07-13,318.01716928482057,307.24999980926515,316.55,-9.300000190734863,2017-08-10,1.4671692848205566,-9.300000190734863
2017-07-14,316.7789110958576,301.50000019073485,316.7,-15.199999809265137,2017-08-11,0.07891109585762024,-15.199999809265137
2017-07-17,314.354043006897,304.6000003814697,317.5,12.899999618530273,2017-08-14,-3.1459569931030273,-12.899999618530273
2017-07-18,311.6976058959961,304.6000001907349,318.05,13.449999809265137,2017-08-15,-6.352394104003906,-13.449999809265137
2017-07-19,313.53015155792235,306.25000019073485,318.7,12.449999809265137,2017-08-16,-5.169848442077637,-12.449999809265137
2017-07-20,316.54176983833315,307.9000001907349,319.6,11.699999809265137,2017-08-17,-3.05823016166687,-11.699999809265137
2017-07-21,316.5852457046509,307.7499996185303,321.1,13.350000381469727,2017-08-18,-4.514754295349121,-13.350000381469727
2017-07-24,319.0106155872345,307.05000019073486,321.25,14.199999809265137,2017-08-21,-2.239384412765503,-14.199999809265137
2017-07-25,323.56317272186277,308.70000019073484,319.65,-10.949999809265137,2017-08-22,3.913172721862793,-10.949999809265137
2017-07-26,326.3815614700317,308.59999961853026,318.95,-10.350000381469727,2017-08-23,7.431561470031738,-10.350000381469727
2017-07-27,326.21990451812746,310.1,319.85,-9.75,2017-08-24,6.369904518127441,-9.75
2017-07-28,321.94058589935304,310.2500000476837,312.55,-2.299999952316284,2017-08-25,9.390585899353027,-2.299999952316284
2017-07-31,313.96303431987764,308.20000009536744,313.55,-5.349999904632568,2017-08-28,0.4130343198776245,-5.349999904632568
2017-08-01,317.76504759788514,307.15000038146974,316.55,-9.399999618530273,2017-08-29,1.2150475978851318,-9.399999618530273
2017-08-02,319.3900801181793,309.0000003814697,317.15,-8.149999618530273,2017-08-30,2.2400801181793213,-8.149999618530273
2017-08-03,315.7070764541626,306.65,311.65,-5.0,2017-08-31,4.057076454162598,-5.0
2017-08-04,313.8082287669182,306.29999980926516,312.85,-6.550000190734863,2017-09-01,0.9582287669181824,-6.550000190734863
2017-08-07,314.9832891464233,303.5000003814697,312.9,-9.399999618530273,2017-09-04,2.08328914642334,-9.399999618530273
2017-08-08,315.8393770217896,302.70000038146975,312.85,-10.149999618530273,2017-09-05,2.989377021789551,-10.149999618530273
2017-08-09,313.867547416687,302.3000000953674,308.65,-6.349999904632568,2017-09-06,5.217547416687012,-6.349999904632568
2017-08-10,313.1451416015625,306.2000000476837,307.25,-1.0499999523162842,2017-09-07,5.8951416015625,-1.0499999523162842
2017-08-11,309.886155128479,306.25,301.5,4.75,2017-09-08,8.386155128479004,4.75
2017-08-14,313.5197692871094,309.25000009536745,304.6,4.650000095367432,2017-09-11,8.919769287109375,4.650000095367432
2017-08-15,314.1751113891602,309.1999999046326,304.6,4.599999904632568,2017-09-12,9.575111389160156,4.599999904632568
2017-08-16,316.1268253326416,308.5499999523163,306.25,2.299999952316284,2017-09-13,9.876825332641602,2.299999952316284
2017-08-17,318.94914093017576,310.24999990463255,307.9,2.3499999046325684,2017-09-14,11.049140930175781,2.3499999046325684
2017-08-18,318.008846282959,311.2000000476837,307.75,3.450000047683716,2017-09-15,10.258846282958984,3.450000047683716
2017-08-21,316.20457153320314,316.6999996185303,307.05,9.649999618530273,2017-09-18,9.154571533203125,9.649999618530273
2017-08-22,318.78526039123534,316.04999990463256,308.7,7.349999904632568,2017-09-19,10.085260391235352,7.349999904632568
2017-08-23,320.6583553314209,315.79999980926516,308.6,7.199999809265137,2017-09-20,12.058355331420898,7.199999809265137
2017-08-24,321.2056232452393,316.04999980926516,310.1,5.949999809265137,2017-09-21,11.105623245239258,5.949999809265137
2017-08-25,319.64666080474854,313.75,310.25,3.5,2017-09-22,9.396660804748535,3.5
2017-08-28,318.6534273147583,313.79999990463256,308.2,5.599999904632568,2017-09-25,10.4534273147583,5.599999904632568
