date,index_pred,index_real,index_today,loss_profits,pred_date,prediction,real
2017-12-01,316.4364229202271,308.1500001907349,321.85,13.699999809265137,2018-03-02,-5.413577079772949,-13.699999809265137
2017-12-04,319.61297369003296,303.8500003814697,325.0,21.149999618530273,2018-03-05,-5.387026309967041,-21.149999618530273
2017-12-05,316.2796293258667,310.3000007629395,326.6,16.299999237060547,2018-03-06,-10.3203706741333,-16.299999237060547
2017-12-06,326.4651636123657,310.45000019073484,321.65,-11.199999809265137,2018-03-07,4.815163612365723,-11.199999809265137
2017-12-07,322.57014508247374,313.6000000953674,320.7,-7.099999904632568,2018-03-08,1.8701450824737549,-7.099999904632568
2017-12-08,321.4022490471601,317.0999998092651,321.4,-4.300000190734863,2018-03-09,0.0022490471601486206,-4.300000190734863
2017-12-11,315.29897451400757,320.10000002384186,321.5,1.399999976158142,2018-03-12,-6.201025485992432,-1.399999976158142
2017-12-12,315.7412058830261,321.4999999523163,320.45,-1.0499999523162842,2018-03-13,-4.708794116973877,1.0499999523162842
2017-12-13,325.72644839286806,321.55000004768374,322.85,-1.2999999523162842,2018-03-14,2.876448392868042,-1.2999999523162842
2017-12-14,333.6765859603882,322.8499999523163,324.3,-1.4500000476837158,2018-03-15,9.376585960388184,-1.4500000476837158
2017-12-15,326.4386646747589,322.0,322.75,-0.75,2018-03-16,3.688664674758911,-0.75
2017-12-18,325.142934346199,319.8499998092651,324.15,-4.300000190734863,2018-03-19,0.9929343461990356,-4.300000190734863
2017-12-19,330.1514125823975,321.30000004768374,323.85,-2.549999952316284,2018-03-20,6.301412582397461,-2.549999952316284
2017-12-20,327.33380513191224,321.5999999523163,323.55,-1.9500000476837158,2018-03-21,3.7838051319122314,-1.9500000476837158
2017-12-21,331.4072671890259,322.1,316.85,5.25,2018-03-22,14.557267189025879,5.25
2017-12-22,326.7091293334961,311.5,318.5,-7.0,2018-03-23,8.209129333496094,-7.0
2017-12-25,327.2222833633423,314.5,318.5,-4.0,2018-03-26,8.722283363342285,-4.0
2017-12-26,331.69988842010497,315.1500000476837,317.45,-2.299999952316284,2018-03-27,14.24988842010498,-2.299999952316284
2017-12-27,328.74048919677733,310.6499998092651,321.2,-10.550000190734863,2018-03-28,7.540489196777344,-10.550000190734863
2017-12-28,333.9513639450073,314.45000019073484,325.65,-11.199999809265137,2018-03-29,8.301363945007324,-11.199999809265137
2017-12-29,329.70348300933836,314.54999961853025,325.65,-11.100000381469727,2018-03-30,4.053483009338379,-11.100000381469727
2018-01-01,326.87350525856016,313.45000019073484,325.65,-12.199999809265137,2018-04-02,1.2235052585601807,-12.199999809265137
2018-01-02,327.353102684021,312.80000019073486,326.5,-13.699999809265137,2018-04-03,0.8531026840209961,-13.699999809265137
2018-01-03,327.8596516519785,307.5500003814697,327.7,-20.149999618530273,2018-04-04,0.15965165197849274,-20.149999618530273
2018-01-04,326.2179250717163,312.94999980926514,325.0,-12.050000190734863,2018-04-05,1.2179250717163086,-12.050000190734863
