date,index1,index2,loss_profits,pred_date,prediction,real,0.514056225,11.87451294
2017-07-10,310.8,312.8999999,2.099999905,2017-08-07,5.014884949,2.099999905,,8.49655482
2017-07-11,312.7,312.85,0.150000006,2017-08-08,1.234345675,0.150000006,,1.175805529
2017-07-12,312.6,308.65,-3.950000048,2017-08-09,4.126299858,-3.950000048,,65.22662017
2017-07-13,316.55,307.2499998,-9.300000191,2017-08-10,2.927404165,-9.300000191,,149.5094173
2017-07-14,316.7,301.5000002,-15.19999981,2017-08-11,5.472187996,-15.19999981,,427.3393487
2017-07-17,317.5,304.6000004,-12.89999962,2017-08-14,7.06434536,-12.89999962,,398.5750704
2017-07-18,318.05,304.6000002,-13.44999981,2017-08-15,2.634507895,-13.44999981,,258.7113881
2017-07-19,318.7,306.2500002,-12.44999981,2017-08-16,6.394459724,-12.44999981,,355.1136551
2017-07-20,319.6,307.9000002,-11.69999981,2017-08-17,5.094106674,-11.69999981,,282.0420126
2017-07-21,321.1,307.7499996,-13.35000038,2017-08-18,6.709416389,-13.35000038,,402.3802012
2017-07-24,321.25,307.0500002,-14.19999981,2017-08-21,7.246998787,-14.19999981,,459.9737488
2017-07-25,319.65,308.7000002,-10.94999981,2017-08-22,6.756602287,-10.94999981,,313.5237578
2017-07-26,318.95,308.5999996,-10.35000038,2017-08-23,10.27993774,-10.35000038,,425.5943471
2017-07-27,319.85,310.1,-9.75,2017-08-24,8.61034584,-9.75,,337.1022994
2017-07-28,312.55,310.25,-2.299999952,2017-08-25,12.50661182,-2.299999952,,219.2357523
2017-07-31,313.55,308.2000001,-5.349999905,2017-08-28,4.413490295,-5.349999905,,95.32574089
2017-08-01,316.55,307.1500004,-9.399999619,2017-08-29,5.706929207,-9.399999619,,228.2192985
2017-08-02,317.15,309.0000004,-8.149999619,2017-08-30,5.257827759,-8.149999619,,179.769835
2017-08-03,311.65,306.65,-5,2017-08-31,8.88513279,-5,,192.7969126
2017-08-04,312.85,306.2999998,-6.550000191,2017-09-01,7.278625488,-6.550000191,,191.2308882
2017-08-07,312.9,303.5000004,-9.399999619,2017-09-04,1.779737234,-9.399999619,,124.9865161
2017-08-08,312.85,302.7000004,-10.14999962,2017-09-05,6.359919548,-10.14999962,,272.5774309
2017-08-09,308.65,302.3000001,-6.349999905,2017-09-06,7.76833725,-6.349999905,,199.327444
2017-08-10,307.25,306.2,-1.049999952,2017-09-07,8.530656815,-1.049999952,,91.78898408
2017-08-11,301.5,306.25,4.75,2017-09-08,11.28319454,4.75,,42.68263092
2017-08-14,304.6,309.2500001,4.650000095,2017-09-11,8.672466278,4.650000095,,16.18023419
