date,index_pred,index_real,index_today,loss_profits,pred_date,prediction,real
2017-11-01,343.430090713501,334.45000009536744,336.55,-2.0999999046325684,2018-01-31,6.880090713500977,-2.0999999046325684
2017-11-02,341.3703482627869,333.65000002384187,335.05,-1.399999976158142,2018-02-01,6.320348262786865,-1.399999976158142
2017-11-03,341.45014963150027,327.4000001907349,336.35,-8.949999809265137,2018-02-02,5.100149631500244,-8.949999809265137
2017-11-06,338.5400728225708,323.0000003814697,334.15,-11.149999618530273,2018-02-05,4.390072822570801,-11.149999618530273
2017-11-07,336.31050181388855,317.6499996185303,333.75,-16.100000381469727,2018-02-06,2.56050181388855,-16.100000381469727
2017-11-08,338.5919578075409,309.5,335.25,-25.75,2018-02-07,3.3419578075408936,-25.75
2017-11-09,338.2887686729431,312.5000003814697,333.65,-21.149999618530273,2018-02-08,4.638768672943115,-21.149999618530273
2017-11-10,331.7132662773132,303.85000076293943,332.9,29.049999237060547,2018-02-09,-1.1867337226867676,-29.049999237060547
2017-11-13,330.65055524110795,308.09999923706056,331.55,23.450000762939453,2018-02-12,-0.8994447588920593,-23.450000762939453
2017-11-14,331.18915959745647,311.40000038146974,331.3,19.899999618530273,2018-02-13,-0.11084040254354477,-19.899999618530273
2017-11-15,331.4388464927673,314.29999961853025,329.15,-14.850000381469727,2018-02-14,2.288846492767334,-14.850000381469727
2017-11-16,329.70209937095643,314.3,331.3,17.0,2018-02-15,-1.597900629043579,-17.0
2017-11-17,333.06510229110717,314.3000003814697,330.95,-16.649999618530273,2018-02-16,2.1151022911071777,-16.649999618530273
2017-11-20,330.7070275068283,316.25000019073485,329.45,-13.199999809265137,2018-02-19,1.257027506828308,-13.199999809265137
2017-11-21,332.4064388036728,311.9999996185303,330.85,-18.850000381469727,2018-02-20,1.5564388036727905,-18.850000381469727
2017-11-22,334.6452904224396,314.05,332.55,-18.5,2018-02-21,2.095290422439575,-18.5
2017-11-23,332.3811707615852,311.84999961853026,331.45,-19.600000381469727,2018-02-22,0.9311707615852356,-19.600000381469727
2017-11-24,338.4401535987854,316.94999980926514,332.25,-15.300000190734863,2018-02-23,6.1901535987854,-15.300000190734863
2017-11-27,336.8198122024536,317.0999998092651,325.9,-8.800000190734863,2018-02-26,10.919812202453613,-8.800000190734863
2017-11-28,335.54259939193724,315.75000019073485,327.7,-11.949999809265137,2018-02-27,7.842599391937256,-11.949999809265137
2017-11-29,337.8249008178711,312.45,327.7,-15.25,2018-02-28,10.124900817871094,-15.25
2017-11-30,327.8613266944885,312.44999980926514,322.25,-9.800000190734863,2018-03-01,5.611326694488525,-9.800000190734863
2017-12-01,326.2392970085144,308.1500001907349,321.85,-13.699999809265137,2018-03-02,4.389297008514404,-13.699999809265137
2017-12-04,329.54832124710083,303.8500003814697,325.0,-21.149999618530273,2018-03-05,4.54832124710083,-21.149999618530273
2017-12-05,329.3325832843781,310.3000007629395,326.6,-16.299999237060547,2018-03-06,2.7325832843780518,-16.299999237060547
2017-12-06,329.02371349334715,310.45000019073484,321.65,-11.199999809265137,2018-03-07,7.373713493347168,-11.199999809265137
2017-12-07,328.36202878952025,313.6000000953674,320.7,-7.099999904632568,2018-03-08,7.662028789520264,-7.099999904632568
2017-12-08,328.0865096092224,317.0999998092651,321.4,-4.300000190734863,2018-03-09,6.686509609222412,-4.300000190734863
2017-12-11,330.7836027145386,320.10000002384186,321.5,-1.399999976158142,2018-03-12,9.283602714538574,-1.399999976158142
2017-12-12,329.1900846481323,321.4999999523163,320.45,1.0499999523162842,2018-03-13,8.740084648132324,1.0499999523162842
2017-12-13,326.1089786052704,321.55000004768374,322.85,-1.2999999523162842,2018-03-14,3.2589786052703857,-1.2999999523162842
2017-12-14,333.10126667022706,322.8499999523163,324.3,-1.4500000476837158,2018-03-15,8.80126667022705,-1.4500000476837158
2017-12-15,331.3114137649536,322.0,322.75,-0.75,2018-03-16,8.561413764953613,-0.75
2017-12-18,333.3341650009155,319.8499998092651,324.15,-4.300000190734863,2018-03-19,9.184165000915527,-4.300000190734863
2017-12-19,332.9051700592041,321.30000004768374,323.85,-2.549999952316284,2018-03-20,9.055170059204102,-2.549999952316284
2017-12-20,331.23188428878785,321.5999999523163,323.55,-1.9500000476837158,2018-03-21,7.681884288787842,-1.9500000476837158
2017-12-21,328.1544996261597,322.1,316.85,5.25,2018-03-22,11.304499626159668,5.25
2017-12-22,332.0620050430298,311.5,318.5,-7.0,2018-03-23,13.562005043029785,-7.0
2017-12-25,333.32901191711426,314.5,318.5,-4.0,2018-03-26,14.829011917114258,-4.0
2017-12-26,333.6414291381836,315.1500000476837,317.45,-2.299999952316284,2018-03-27,16.191429138183594,-2.299999952316284
2017-12-27,338.7393028259277,310.6499998092651,321.2,-10.550000190734863,2018-03-28,17.539302825927734,-10.550000190734863
2017-12-28,339.48602333068845,314.45000019073484,325.65,-11.199999809265137,2018-03-29,13.836023330688477,-11.199999809265137
2017-12-29,339.0714925765991,314.54999961853025,325.65,-11.100000381469727,2018-03-30,13.421492576599121,-11.100000381469727
2018-01-01,328.42974224090574,313.45000019073484,325.65,-12.199999809265137,2018-04-02,2.7797422409057617,-12.199999809265137
2018-01-02,330.633291721344,312.80000019073486,326.5,-13.699999809265137,2018-04-03,4.133291721343994,-13.699999809265137
2018-01-03,331.33233041763305,307.5500003814697,327.7,-20.149999618530273,2018-04-04,3.6323304176330566,-20.149999618530273
2018-01-04,331.1889476776123,312.94999980926514,325.0,-12.050000190734863,2018-04-05,6.188947677612305,-12.050000190734863
2018-01-05,334.63244314193724,311.2,328.95,-17.75,2018-04-06,5.682443141937256,-17.75
2018-01-08,335.16721081733704,312.95000076293945,331.25,-18.299999237060547,2018-04-09,3.917210817337036,-18.299999237060547
2018-01-09,334.6614567756653,313.45,330.45,-17.0,2018-04-10,4.211456775665283,-17.0
2018-01-10,330.14395055770876,312.45000038146975,327.85,-15.399999618530273,2018-04-11,2.2939505577087402,-15.399999618530273
2018-01-11,328.5228569507599,311.75,326.5,-14.75,2018-04-12,2.0228569507598877,-14.75
2018-01-12,327.18303847908976,314.45000038146975,326.85,-12.399999618530273,2018-04-13,0.33303847908973694,-12.399999618530273
2018-01-15,327.47456176877023,314.3,327.3,-13.0,2018-04-16,0.1745617687702179,-13.0
2018-01-16,328.0939054489136,314.3999996185303,330.5,16.100000381469727,2018-04-17,-2.406094551086426,-16.100000381469727
2018-01-17,328.67703033685683,317.59999961853026,329.2,11.600000381469727,2018-04-18,-0.522969663143158,-11.600000381469727
2018-01-18,326.8502234458923,319.0000003814697,329.4,10.399999618530273,2018-04-19,-2.549776554107666,-10.399999618530273
2018-01-19,330.20242396593096,316.9000001907349,329.6,-12.699999809265137,2018-04-20,0.6024239659309387,-12.699999809265137
2018-01-22,326.5461914241314,317.1000003814697,326.25,-9.149999618530273,2018-04-23,0.29619142413139343,-9.149999618530273
2018-01-23,327.92477536201477,315.3500003814697,331.25,15.899999618530273,2018-04-24,-3.3252246379852295,-15.899999618530273
2018-01-24,331.39162332415583,312.95000038146975,331.6,18.649999618530273,2018-04-25,-0.2083766758441925,-18.649999618530273
2018-01-25,331.3187473297119,317.4499996185303,334.3,16.850000381469727,2018-04-26,-2.981252670288086,-16.850000381469727
2018-01-26,335.60779241919516,320.1499998092651,335.95,15.800000190734863,2018-04-27,-0.34220758080482483,-15.800000190734863
2018-01-29,340.433909535408,321.6499996185303,338.5,-16.850000381469727,2018-04-30,1.93390953540802,-16.850000381469727
2018-01-30,337.63059129714964,321.65,333.9,-12.25,2018-05-01,3.730591297149658,-12.25
2018-01-31,333.92269469499587,319.75000019073485,334.45,14.699999809265137,2018-05-02,-0.5273053050041199,-14.699999809265137
2018-02-01,331.41424360275266,318.0000003814697,333.65,15.649999618530273,2018-05-03,-2.2357563972473145,-15.649999618530273
2018-02-02,334.8477066993713,316.45000019073484,327.4,-10.949999809265137,2018-05-04,7.447706699371338,-10.949999809265137
2018-02-05,337.1758337020874,316.44999980926514,323.0,-6.550000190734863,2018-05-07,14.175833702087402,-6.550000190734863
2018-02-06,337.32641448974607,314.0500000953674,317.65,-3.5999999046325684,2018-05-08,19.676414489746094,-3.5999999046325684
2018-02-07,322.0440216064453,314.05000019073486,309.5,4.550000190734863,2018-05-09,12.544021606445312,4.550000190734863
2018-02-08,320.29453229904175,315.84999990463257,312.5,3.3499999046325684,2018-05-10,7.794532299041748,3.3499999046325684
2018-02-09,325.40729293823244,317.6500001907349,303.85,13.800000190734863,2018-05-11,21.557292938232422,13.800000190734863
2018-02-12,325.76977691650393,316.85,308.1,8.75,2018-05-14,17.669776916503906,8.75
2018-02-13,328.59617080688474,313.74999990463255,311.4,2.3499999046325684,2018-05-15,17.196170806884766,2.3499999046325684
2018-02-14,328.6459405899048,314.90000002384187,314.3,0.6000000238418579,2018-05-16,14.345940589904785,0.6000000238418579
2018-02-15,330.74413375854493,313.40000002384187,314.3,-0.8999999761581421,2018-05-17,16.444133758544922,-0.8999999761581421
2018-02-16,326.9355791091919,314.7499999880791,314.3,0.44999998807907104,2018-05-18,12.635579109191895,0.44999998807907104
2018-02-19,323.967031955719,315.10000002384186,316.25,-1.149999976158142,2018-05-21,7.717031955718994,-1.149999976158142
2018-02-20,320.90954303741455,315.09999990463257,312.0,3.0999999046325684,2018-05-22,8.90954303741455,3.0999999046325684
2018-02-21,320.55360441207887,317.1499999046326,314.05,3.0999999046325684,2018-05-23,6.503604412078857,3.0999999046325684
2018-02-22,322.21936950683596,316.54999980926516,311.85,4.699999809265137,2018-05-24,10.369369506835938,4.699999809265137
2018-02-23,321.88573331832885,317.2999999940395,316.95,0.3499999940395355,2018-05-25,4.935733318328857,0.3499999940395355
2018-02-26,320.5214861392975,318.1,317.1,1.0,2018-05-28,3.4214861392974854,1.0
2018-02-27,319.0584065914154,314.89999997615814,315.75,-0.8500000238418579,2018-05-29,3.3084065914154053,-0.8500000238418579
2018-02-28,314.3909643411636,307.54999990463256,312.45,-4.900000095367432,2018-05-30,1.9409643411636353,-4.900000095367432
2018-03-01,316.5575186729431,309.1500000476837,312.45,-3.299999952316284,2018-05-31,4.107518672943115,-3.299999952316284
2018-03-02,314.55699052810667,311.4,308.15,3.25,2018-06-01,6.4069905281066895,3.25
