date_base,date_pred,index_pred,index_real,index_today,loss_profits,prediction,real
2017-03-31,2017-06-30,298.9049945831299,311.5500007629395,281.6,29.950000762939453,17.304994583129883,29.950000762939453
2017-04-03,2017-07-03,299.82462348937986,311.9499992370605,281.9,30.049999237060547,17.924623489379883,30.049999237060547
2017-04-04,2017-07-04,301.93778190612795,309.64999923706057,281.35,28.299999237060547,20.58778190612793,28.299999237060547
2017-04-05,2017-07-05,300.6951900482178,311.1,280.85,30.25,19.845190048217773,30.25
2017-04-06,2017-07-06,301.72792472839353,311.10000076293943,279.9,31.200000762939453,21.827924728393555,31.200000762939453
2017-04-07,2017-07-07,295.1045322418213,310.25,279.25,31.0,15.854532241821289,31.0
2017-04-10,2017-07-10,293.8700298309326,310.8000015258789,277.65,33.150001525878906,16.220029830932617,33.150001525878906
2017-04-11,2017-07-11,295.740799331665,312.6999992370605,275.9,36.79999923706055,19.84079933166504,36.79999923706055
2017-04-12,2017-07-12,296.21631355285643,312.6000015258789,276.95,35.650001525878906,19.266313552856445,35.650001525878906
2017-04-13,2017-07-13,293.87515296936033,316.5500015258789,279.15,37.400001525878906,14.725152969360352,37.400001525878906
2017-04-14,2017-07-14,289.50284309387206,316.7,277.7,39.0,11.80284309387207,39.0
2017-04-17,2017-07-17,289.24433650970457,317.49999847412107,278.65,38.849998474121094,10.59433650970459,38.849998474121094
2017-04-18,2017-07-18,292.3616662979126,318.0500007629395,278.35,39.70000076293945,14.011666297912598,39.70000076293945
2017-04-19,2017-07-19,294.1026206970215,318.6999984741211,276.85,41.849998474121094,17.252620697021484,41.849998474121094
2017-04-20,2017-07-20,289.98122787475586,319.5999984741211,278.25,41.349998474121094,11.73122787475586,41.349998474121094
2017-04-21,2017-07-21,287.0917965888977,321.1000015258789,280.7,40.400001525878906,6.391796588897705,40.400001525878906
2017-04-24,2017-07-24,291.4290367126465,321.25000152587893,281.85,39.400001525878906,9.579036712646484,39.400001525878906
2017-04-25,2017-07-25,292.653631401062,319.65000076293944,285.2,34.45000076293945,7.453631401062012,34.45000076293945
2017-04-26,2017-07-26,291.9838444709778,318.95,286.45,32.5,5.533844470977783,32.5
2017-04-27,2017-07-27,295.57000598907473,319.85,287.35,32.5,8.220005989074707,32.5
2017-04-28,2017-07-28,297.6883848190308,312.55,287.8,24.75,9.888384819030762,24.75
2017-05-01,2017-07-31,295.0207717895508,313.55,287.8,25.75,7.220771789550781,25.75
2017-05-02,2017-08-01,293.2595398902893,316.55,290.05,26.5,3.2095398902893066,26.5
2017-05-03,2017-08-02,291.96222012043,317.15000038146974,290.05,27.100000381469727,1.9122201204299927,27.100000381469727
2017-05-04,2017-08-03,292.26635777950287,311.6499996185303,292.75,-18.899999618530273,-0.48364222049713135,18.899999618530273
2017-05-05,2017-08-04,291.3659780025482,312.8500003814697,292.75,-20.100000381469727,-1.3840219974517822,20.100000381469727
2017-05-08,2017-08-07,295.3662321090698,312.8999998092651,300.7,-12.199999809265137,-5.333767890930176,12.199999809265137
2017-05-09,2017-08-08,297.15431089401244,312.84999961853026,300.7,-12.149999618530273,-3.545689105987549,12.149999618530273
2017-05-10,2017-08-09,297.5924270868301,308.6499998092651,296.45,12.199999809265137,1.1424270868301392,12.199999809265137
