date,index_pred,index_real,index_today,loss_profits,pred_date,prediction,real
2017-11-01,341.15456705093385,334.45000009536744,336.55,-2.0999999046325684,2018-01-31,4.604567050933838,-2.0999999046325684
2017-11-02,341.51074676513673,333.65000002384187,335.05,-1.399999976158142,2018-02-01,6.460746765136719,-1.399999976158142
2017-11-03,341.4519244194031,327.4000001907349,336.35,-8.949999809265137,2018-02-02,5.101924419403076,-8.949999809265137
2017-11-06,342.5290760040283,323.0000003814697,334.15,-11.149999618530273,2018-02-05,8.37907600402832,-11.149999618530273
2017-11-07,340.6108469963074,317.6499996185303,333.75,-16.100000381469727,2018-02-06,6.860846996307373,-16.100000381469727
2017-11-08,342.2809443473816,309.5,335.25,-25.75,2018-02-07,7.030944347381592,-25.75
2017-11-09,341.3863610267639,312.5000003814697,333.65,-21.149999618530273,2018-02-08,7.736361026763916,-21.149999618530273
2017-11-10,335.63118662834165,303.85000076293943,332.9,-29.049999237060547,2018-02-09,2.731186628341675,-29.049999237060547
2017-11-13,338.5886075973511,308.09999923706056,331.55,-23.450000762939453,2018-02-12,7.038607597351074,-23.450000762939453
2017-11-14,335.90998725891114,311.40000038146974,331.3,-19.899999618530273,2018-02-13,4.609987258911133,-19.899999618530273
2017-11-15,332.4181708335876,314.29999961853025,329.15,-14.850000381469727,2018-02-14,3.2681708335876465,-14.850000381469727
2017-11-16,338.66903619766236,314.3,331.3,-17.0,2018-02-15,7.3690361976623535,-17.0
2017-11-17,345.32934017181395,314.3000003814697,330.95,-16.649999618530273,2018-02-16,14.379340171813965,-16.649999618530273
2017-11-20,346.13144607543944,316.25000019073485,329.45,-13.199999809265137,2018-02-19,16.681446075439453,-13.199999809265137
2017-11-21,343.8783489227295,311.9999996185303,330.85,-18.850000381469727,2018-02-20,13.028348922729492,-18.850000381469727
2017-11-22,345.44408493041993,314.05,332.55,-18.5,2018-02-21,12.894084930419922,-18.5
2017-11-23,341.56886024475097,311.84999961853026,331.45,-19.600000381469727,2018-02-22,10.118860244750977,-19.600000381469727
2017-11-24,343.665958404541,316.94999980926514,332.25,-15.300000190734863,2018-02-23,11.415958404541016,-15.300000190734863
2017-11-27,343.3924087524414,317.0999998092651,325.9,-8.800000190734863,2018-02-26,17.492408752441406,-8.800000190734863
2017-11-28,335.47720022201537,315.75000019073485,327.7,-11.949999809265137,2018-02-27,7.777200222015381,-11.949999809265137
2017-11-29,336.09998626708983,312.45,327.7,-15.25,2018-02-28,8.399986267089844,-15.25
2017-11-30,328.5493326187134,312.44999980926514,322.25,-9.800000190734863,2018-03-01,6.299332618713379,-9.800000190734863
2017-12-01,328.70230398178103,308.1500001907349,321.85,-13.699999809265137,2018-03-02,6.852303981781006,-13.699999809265137
2017-12-04,329.6550917625427,303.8500003814697,325.0,-21.149999618530273,2018-03-05,4.655091762542725,-21.149999618530273
2017-12-05,330.8624206542969,310.3000007629395,326.6,-16.299999237060547,2018-03-06,4.262420654296875,-16.299999237060547
2017-12-06,328.0399164199829,310.45000019073484,321.65,-11.199999809265137,2018-03-07,6.38991641998291,-11.199999809265137
2017-12-07,327.31191272735595,313.6000000953674,320.7,-7.099999904632568,2018-03-08,6.611912727355957,-7.099999904632568
2017-12-08,326.77426805496214,317.0999998092651,321.4,-4.300000190734863,2018-03-09,5.374268054962158,-4.300000190734863
2017-12-11,329.30479764938354,320.10000002384186,321.5,-1.399999976158142,2018-03-12,7.804797649383545,-1.399999976158142
2017-12-12,327.82881088256835,321.4999999523163,320.45,1.0499999523162842,2018-03-13,7.378810882568359,1.0499999523162842
2017-12-13,328.64515314102175,321.55000004768374,322.85,-1.2999999523162842,2018-03-14,5.7951531410217285,-1.2999999523162842
