date,index1,index2,loss_profits,pred_date,prediction,real,0.610441767,,11.22201863
2017-07-10,310.8,312.8999999,2.099999905,2017-08-07,6.16352129,2.099999905,,16.51220605,
2017-07-11,312.7,312.85,0.150000006,2017-08-08,1.863730907,0.150000006,,2.936873601,
2017-07-12,312.6,308.65,-3.950000048,2017-08-09,1.056277275,-3.950000048,,25.06281263,
2017-07-13,316.55,307.2499998,9.300000191,2017-08-10,-2.922866106,-9.300000191,,40.66783914,
2017-07-14,316.7,301.5000002,15.19999981,2017-08-11,-6.729976177,-15.19999981,,71.74130034,
2017-07-17,317.5,304.6000004,12.89999962,2017-08-14,-7.023189068,-12.89999962,,34.53690226,
2017-07-18,318.05,304.6000002,13.44999981,2017-08-15,-9.839925766,-13.44999981,,13.0326346,
2017-07-19,318.7,306.2500002,12.44999981,2017-08-16,-8.04234314,-12.44999981,,19.42743732,
2017-07-20,319.6,307.9000002,11.69999981,2017-08-17,-6.921332359,-11.69999981,,22.83566261,
2017-07-21,321.1,307.7499996,13.35000038,2017-08-18,-7.821813583,-13.35000038,,30.56084926,
2017-07-24,321.25,307.0500002,14.19999981,2017-08-21,-8.643744469,-14.19999981,,30.87197341,
2017-07-25,319.65,308.7000002,10.94999981,2017-08-22,-4.204426765,-10.94999981,,45.50275571,
2017-07-26,318.95,308.5999996,10.35000038,2017-08-23,-4.042356014,-10.35000038,,39.78637745,
2017-07-27,319.85,310.1,9.75,2017-08-24,-0.360976994,-9.75,,88.15375301,
2017-07-28,312.55,310.25,-2.299999952,2017-08-25,8.533672333,-2.299999952,,117.3684552,
2017-07-31,313.55,308.2000001,-5.349999905,2017-08-28,5.843739986,-5.349999905,,125.2998127,
2017-08-01,316.55,307.1500004,-9.399999619,2017-08-29,3.35882926,-9.399999619,,162.7877144,
2017-08-02,317.15,309.0000004,-8.149999619,2017-08-30,3.069423676,-8.149999619,,125.8754591,
2017-08-03,311.65,306.65,-5,2017-08-31,6.211163044,-5,,125.6901768,
2017-08-04,312.85,306.2999998,-6.550000191,2017-09-01,6.09151268,-6.550000191,,159.8078477,
2017-08-07,312.9,303.5000004,-9.399999619,2017-09-04,1.633627653,-9.399999619,,121.7409308,
2017-08-08,312.85,302.7000004,-10.14999962,2017-09-05,1.02536571,-10.14999962,,124.8887903,
2017-08-09,308.65,302.3000001,-6.349999905,2017-09-06,5.926276684,-6.349999905,,150.7069669,
