date_base,date_pred,index_pred,index_real,index_today,loss_profits,prediction,real
2017-03-31,2017-06-30,291.04844722747805,311.5500007629395,281.6,29.950000762939453,9.448447227478027,29.950000762939453
2017-04-03,2017-07-03,288.9150141716003,311.9499992370605,281.9,30.049999237060547,7.015014171600342,30.049999237060547
2017-04-04,2017-07-04,289.5825248718262,309.64999923706057,281.35,28.299999237060547,8.232524871826172,28.299999237060547
2017-04-05,2017-07-05,292.4843336105347,311.1,280.85,30.25,11.634333610534668,30.25
2017-04-06,2017-07-06,293.3199810028076,311.10000076293943,279.9,31.200000762939453,13.419981002807617,31.200000762939453
2017-04-07,2017-07-07,291.2686767578125,310.25,279.25,31.0,12.0186767578125,31.0
2017-04-10,2017-07-10,301.98442497253416,310.8000015258789,277.65,33.150001525878906,24.33442497253418,33.150001525878906
2017-04-11,2017-07-11,298.0042308807373,312.6999992370605,275.9,36.79999923706055,22.104230880737305,36.79999923706055
2017-04-12,2017-07-12,296.4799320220947,312.6000015258789,276.95,35.650001525878906,19.529932022094727,35.650001525878906
2017-04-13,2017-07-13,290.3088554382324,316.5500015258789,279.15,37.400001525878906,11.158855438232422,37.400001525878906
2017-04-14,2017-07-14,287.3679344177246,316.7,277.7,39.0,9.66793441772461,39.0
2017-04-17,2017-07-17,291.29798259735105,317.49999847412107,278.65,38.849998474121094,12.647982597351074,38.849998474121094
2017-04-18,2017-07-18,297.4589191436768,318.0500007629395,278.35,39.70000076293945,19.108919143676758,39.70000076293945
2017-04-19,2017-07-19,295.6932846069336,318.6999984741211,276.85,41.849998474121094,18.843284606933594,41.849998474121094
2017-04-20,2017-07-20,296.0626754760742,319.5999984741211,278.25,41.349998474121094,17.81267547607422,41.349998474121094
2017-04-21,2017-07-21,295.8813230514526,321.1000015258789,280.7,40.400001525878906,15.181323051452637,40.400001525878906
2017-04-24,2017-07-24,300.2548652648926,321.25000152587893,281.85,39.400001525878906,18.404865264892578,39.400001525878906
2017-04-25,2017-07-25,304.2625133514404,319.65000076293944,285.2,34.45000076293945,19.06251335144043,34.45000076293945
2017-04-26,2017-07-26,301.6898052215576,318.95,286.45,32.5,15.239805221557617,32.5
2017-04-27,2017-07-27,305.29664001464846,319.85,287.35,32.5,17.946640014648438,32.5
2017-04-28,2017-07-28,300.377787399292,312.55,287.8,24.75,12.577787399291992,24.75
2017-05-01,2017-07-31,290.80323939323426,313.55,287.8,25.75,3.003239393234253,25.75
2017-05-02,2017-08-01,291.952822971344,316.55,290.05,26.5,1.9028229713439941,26.5
2017-05-03,2017-08-02,291.8336666107178,317.15000038146974,290.05,27.100000381469727,1.7836666107177734,27.100000381469727
2017-05-04,2017-08-03,291.4406566619873,311.6499996185303,292.75,-18.899999618530273,-1.3093433380126953,18.899999618530273
2017-05-05,2017-08-04,291.82041931152344,312.8500003814697,292.75,-20.100000381469727,-0.9295806884765625,20.100000381469727
2017-05-08,2017-08-07,300.3198887825012,312.8999998092651,300.7,-12.199999809265137,-0.3801112174987793,12.199999809265137
2017-05-09,2017-08-08,299.70782096385955,312.84999961853026,300.7,-12.149999618530273,-0.9921790361404419,12.149999618530273
2017-05-10,2017-08-09,298.3551501750946,308.6499998092651,296.45,12.199999809265137,1.9051501750946045,12.199999809265137
2017-05-11,2017-08-10,300.8275362014771,307.25000009536745,300.1,7.150000095367432,0.7275362014770508,7.150000095367432
2017-05-12,2017-08-11,295.51307859420774,301.49999990463255,298.65,-2.8499999046325684,-3.1369214057922363,2.8499999046325684
2017-05-15,2017-08-14,297.8128576517105,304.5999998092651,299.65,-4.949999809265137,-1.8371423482894897,4.949999809265137
2017-05-16,2017-08-15,300.42822325229645,304.59999990463257,299.25,5.349999904632568,1.1782232522964478,5.349999904632568
2017-05-17,2017-08-16,298.8132658004761,306.25,299.5,-6.75,-0.6867341995239258,6.75
2017-05-18,2017-08-17,296.1076199054718,307.9,298.65,-9.25,-2.5423800945281982,9.25
2017-05-19,2017-08-18,295.9687325954437,307.75,298.25,-9.5,-2.2812674045562744,9.5
2017-05-22,2017-08-21,302.2549351215363,307.04999980926516,300.6,6.449999809265137,1.6549351215362549,6.449999809265137
2017-05-23,2017-08-22,303.90935521125795,308.70000009536744,301.05,7.650000095367432,2.8593552112579346,7.650000095367432
2017-05-24,2017-08-23,309.199512386322,308.5999998092651,301.9,6.699999809265137,7.2995123863220215,6.699999809265137
2017-05-25,2017-08-24,314.78949451446533,310.09999990463257,305.5,4.599999904632568,9.289494514465332,4.599999904632568
2017-05-26,2017-08-25,315.21337089538576,310.25000009536745,307.35,2.9000000953674316,7.863370895385742,2.9000000953674316
