date,index1,index2,loss_profits,pred_date,prediction,real,
2017-07-10,310.8,391.4908155,80.69081546,2017-10-09,0.583755434,0.265475988,1
2017-07-11,312.7,454.7963169,-142.0963169,2017-10-10,0.920047104,0.468766868,1
2017-07-12,312.6,589.0768414,276.4768414,2017-10-11,1.330527425,0.900830388,1
2017-07-13,316.55,737.5421705,-420.9921705,2017-10-12,0.764606416,1.375719666,1
2017-07-14,316.7,840.2388066,-523.5388066,2017-10-13,0.164480954,1.701862812,1
2017-07-17,317.5,911.6122193,-594.1122193,2017-10-16,0.373282462,1.926805854,1
2017-07-18,318.05,972.3244831,-654.2744831,2017-10-17,0.093500048,2.116749287,1
2017-07-19,318.7,1054.349145,-735.6491454,2017-10-18,-0.426813513,2.373242617,0
2017-07-20,319.6,1043.08232,-723.4823201,2017-10-19,0.362046808,2.331307411,1
2017-07-21,321.1,1010.429032,-689.3290317,2017-10-20,-0.729718447,2.220927238,0
2017-07-24,321.25,980.1359051,-658.8859051,2017-10-23,-0.314900815,2.119043112,0
2017-07-25,319.65,933.4733703,-613.8233703,2017-10-24,-0.383918375,1.966515303,0
2017-07-26,318.95,892.0329462,-573.0829462,2017-10-25,-0.143630534,1.830906987,0
2017-07-27,319.85,750.0012171,-430.1512171,2017-10-26,0.736715198,1.377333641,1
2017-07-28,312.55,724.1114332,411.5614332,2017-10-27,0.657110333,1.294905186,1
2017-07-31,313.55,685.4488767,-371.8988767,2017-10-30,-0.974953473,1.171822429,0
2017-08-01,316.55,747.74322,-431.19322,2017-10-31,-0.431720585,1.36661303,0
2017-08-02,317.15,904.3707222,-587.2207222,2017-11-01,-0.834379196,1.859602451,0
2017-08-03,311.65,892.6529141,581.0029141,2017-11-02,-0.073699802,1.82230556,0
2017-08-04,312.85,897.6124778,584.7624778,2017-11-03,0.165309221,1.836820245,1
2017-08-07,312.9,746.878536,433.978536,2017-11-06,0.686479151,1.359656692,1
2017-08-08,312.85,696.0079755,383.1579755,2017-11-07,0.725146234,1.198886275,1
2017-08-09,308.65,609.0069395,300.3569395,2017-11-08,1.433426023,0.925226629,1
2017-08-10,307.25,452.4545205,145.2045205,2017-11-09,1.110809565,0.432430059,1
2017-08-11,301.5,91.25052481,-210.2494752,2017-11-10,-0.474342018,-0.710412323,1
2017-08-14,304.6,-86.84134912,-391.4413491,2017-11-13,-0.535982728,-1.27616024,1
2017-08-15,304.6,-227.5823537,-532.1823537,2017-11-14,-0.685693622,-1.725275397,1
2017-08-16,306.25,-298.5243654,-604.7743654,2017-11-15,-0.764536619,-1.953249454,1
2017-08-17,307.9,-357.3982192,-665.2982192,2017-11-16,-0.338794798,-2.143381596,1
2017-08-18,307.75,-323.2661399,-631.0161399,2017-11-17,-0.258216292,-2.03640008,1
2017-08-21,307.05,-245.2423312,-552.2923312,2017-11-20,0.05047873,-1.788047433,0
