date,index1,index2,loss_profits,pred_date,prediction,real,0.559055118,4.336619727,-4.854090912,,,,,BT,BT,실재지수,예측지수,,
2018-05-01,321.65,314.0499997,7.600000271,2018-05-08,-0.995702505,-2.362816811,,,,321.65,1.696583254,,2018-05-08,317.4431662,310.6568332,321.65,318.4473229,0,0
2018-05-02,319.75,314.0499999,5.700000104,2018-05-09,-0.251886278,-1.782642722,,,,319.75,2.347557521,,2018-05-09,318.7451149,309.3548849,319.75,318.9445936,0,0
2018-05-03,318,315.8500001,2.149999945,2018-05-10,-0.071783051,-0.676100612,,,,318,2.645824665,,2018-05-10,321.1416494,310.5583508,318,317.7717299,1,1
2018-05-04,316.45,317.65,1.200000033,2018-05-11,0.54890573,0.379206836,,,,316.45,2.734862644,,2018-05-11,323.1197253,312.1802747,316.45,318.1870122,1,1
2018-05-07,316.45,316.85,0.399999995,2018-05-14,0.209939629,0.126402274,,,,316.45,2.723247867,,2018-05-14,322.2964957,311.4035043,316.45,317.114354,1,1
2018-05-08,314.05,313.75,0.299999995,2018-05-15,-0.936079264,-0.095526189,,,,314.05,2.726883704,,2018-05-15,319.2037674,308.2962326,314.05,311.1102431,1,1
2018-05-09,314.05,314.9,-0.850000002,2018-05-16,-0.582247376,0.270657539,,,,314.05,2.73042796,,2018-05-16,320.3608559,309.4391441,314.05,312.2214521,1,0
2018-05-10,315.85,313.4,-2.449999982,2018-05-17,0.768338084,-0.775684655,,,,315.85,2.76528765,,2018-05-17,318.9305753,307.8694247,315.85,318.2767958,1,0
2018-05-11,317.65,314.75,2.899999999,2018-05-18,-0.365387261,-0.912954509,,,,317.65,2.678760269,,2018-05-18,320.1075205,309.3924795,317.65,316.4893474,1,1
2018-05-14,316.85,315.0999999,-1.750000058,2018-05-21,1.167351842,-0.552311838,,,,316.85,2.648608125,,2018-05-21,320.3972162,309.8027837,316.85,320.5487543,0,0
2018-05-15,313.75,315.1,1.35000004,2018-05-22,1.154718518,0.430278897,,,,313.75,2.661789811,,2018-05-22,320.4235796,309.7764204,313.75,317.3729294,1,1
2018-05-16,314.9,317.1499999,2.249999947,2018-05-23,0.628273606,0.714512527,,,,314.9,2.674494542,,2018-05-23,322.498989,311.8010108,314.9,316.8784336,1,1
2018-05-17,313.4,316.5499999,-3.149999876,2018-05-24,-0.624646068,1.005105257,,,,313.4,2.815983515,,2018-05-24,322.1819669,310.9180329,313.4,311.4423592,1,0
2018-05-18,314.75,317.2999999,-2.549999928,2018-05-25,-0.372231185,0.810166776,,,,314.75,3.032858431,,2018-05-25,323.3657168,311.234283,314.75,313.5784023,1,0
2018-05-21,315.1,318.1,-2.999999984,2018-05-28,-0.102065071,0.9520787,,,,315.1,3.523152745,,2018-05-28,325.1463055,311.0536945,315.1,314.778393,1,0
2018-05-22,315.1,314.9,-0.199999999,2018-05-29,1.545850039,-0.063471913,,,,315.1,4.428890648,,2018-05-29,323.7577813,306.0422187,315.1,319.9709735,1,0
2018-05-23,317.15,307.5499997,-9.600000286,2018-05-30,1.905206323,-3.026958942,,,,317.15,4.706255635,,2018-05-30,316.962511,298.1374884,317.15,323.1923619,0,0
2018-05-24,316.55,309.1499997,-7.400000323,2018-05-31,1.361721873,-2.337703466,,,,316.55,5.235717414,,2018-05-31,319.6214345,298.6785649,316.55,320.8605306,0,0
2018-05-25,317.3,311.4,5.899999996,2018-06-01,-0.185183048,-1.859439015,,,,317.3,5.31791597,,2018-06-01,322.0358319,300.7641681,317.3,316.7124142,1,1
2018-05-28,318.1,313.15,-4.950000018,2018-06-04,1.754868984,-1.556114435,,,,318.1,5.272343432,,2018-06-04,323.6946869,302.6053131,318.1,323.6822382,1,0
2018-05-29,314.9,313.75,-1.150000013,2018-06-05,2.052095413,-0.365195304,,,,314.9,5.399644238,,2018-06-05,324.5492885,302.9507115,314.9,321.3620485,1,0
2018-05-30,307.55,313.7499999,6.199999855,2018-06-06,3.161194086,2.015932322,,,,307.55,5.666183158,,2018-06-06,325.0823662,302.4176336,307.55,317.2722524,1,1
2018-05-31,309.15,316.8499998,7.699999807,2018-06-07,1.161051631,2.490700245,,,,309.15,6.088606162,,2018-06-07,329.0272121,304.6727875,309.15,312.7393911,1,1
2018-06-01,311.4,313.3,1.899999983,2018-06-08,0.144279391,0.610147715,,,,311.4,6.337990612,,2018-06-08,325.9759812,300.6240188,311.4,311.849286,1,1
2018-06-04,313.15,316.15,2.999999972,2018-06-11,1.070850134,0.958007336,,,,313.15,7.049133952,,2018-06-11,330.2482679,302.0517321,313.15,316.5033672,1,1
2018-06-05,313.75,315.6500001,1.900000057,2018-06-12,0.128986999,0.605577707,,,,313.75,7.446353753,,2018-06-12,330.5427076,300.7572926,313.75,314.1546967,1,1
2018-06-06,313.75,315.6500001,1.900000057,2018-06-13,0.180544913,0.605577707,,,,313.75,7.78408464,,2018-06-13,331.2181694,300.0818308,313.75,314.3164597,1,1
2018-06-07,316.85,310.3999999,6.450000132,2018-06-14,-0.747413158,-2.035663605,,,,316.85,7.763685285,,2018-06-14,325.9273705,294.8726293,316.85,314.4818214,1,1
2018-06-08,313.3,309.1999999,-4.100000129,2018-06-15,1.305753589,-1.308649898,,,,313.3,7.763685285,,2018-06-15,324.7273705,293.6726293,313.3,317.390926,1,0
2018-06-11,316.15,305.8499999,-10.30000009,2018-06-18,1.19751668,-3.257947206,,,,316.15,7.763685285,,2018-06-18,321.3773705,290.3226293,316.15,319.935949,1,0
2018-06-12,315.65,301.3500007,-14.29999926,2018-06-19,0.334874421,-4.530333996,,,,315.65,7.763685285,,2018-06-19,316.8773713,285.8226301,315.65,316.7070311,1,0
2018-06-13,315.65,304.2,11.44999998,2018-06-20,-0.092023194,-3.627435446,,,,315.65,7.763685285,,2018-06-20,319.7273706,288.6726294,315.65,315.3595288,1,1
2018-06-14,310.4,300.7500001,9.649999916,2018-06-21,-0.887871683,-3.108891726,,,,310.4,7.763685285,,2018-06-21,316.2773707,285.2226295,310.4,307.6440463,1,1
2018-06-15,309.2,303.6499998,-5.55000017,2018-06-22,0.809165955,-1.794954777,,,,309.2,7.763685285,,2018-06-22,319.1773704,288.1226292,309.2,311.7019411,1,0
2018-06-18,305.85,303.25,-2.599999983,2018-06-25,1.314381242,-0.850089908,,,,305.85,7.763685285,,2018-06-25,318.7773706,287.7226294,305.85,309.870035,1,0
2018-06-19,301.35,302.4,1.050000025,2018-06-26,3.338827848,0.348432064,,,,301.35,7.763685285,,2018-06-26,317.9273706,286.8726294,301.35,311.4115577,1,1
2018-06-20,304.2,301.5500001,-2.649999912,2018-06-27,3.240592957,-0.871137381,,,,304.2,7.763685285,,2018-06-27,317.0773707,286.0226295,304.2,314.0578838,1,0
2018-06-21,300.75,299.0999999,-1.650000062,2018-06-28,1.489593267,-0.548628449,,,,300.75,7.763685285,,2018-06-28,314.6273705,283.5726293,300.75,305.2299518,1,0
2018-06-22,303.65,299.9999999,-3.650000121,2018-06-29,1.695836782,-1.202041864,,,,303.65,7.763685285,,2018-06-29,315.5273705,284.4726293,303.65,308.7994084,1,0
2018-06-25,303.25,292.8999998,-10.35000019,2018-07-02,2.761649132,-3.413025618,,,,303.25,7.763685285,,2018-07-02,308.4273704,277.3726292,303.25,311.624701,0,0
2018-06-26,302.4,293.7499998,-8.650000168,2018-07-03,3.144446611,-2.860449791,,,,302.4,7.763685285,,2018-07-03,309.2773704,278.2226292,302.4,311.9088066,0,0
2018-06-27,301.55,292.5500003,-8.999999673,2018-07-04,1.608087301,-2.984579563,,,,301.55,7.763685285,,2018-07-04,308.0773709,277.0226297,301.55,306.3991873,1,0
2018-06-28,299.1,291.9999997,-7.100000262,2018-07-05,2.773749352,-2.373788118,,,,299.1,7.763685285,,2018-07-05,307.5273703,276.4726291,299.1,307.3962843,1,0
,,,,,,,,,,,,,,,,,,0.811023622,0.507874016
