date,index1,index2,loss_profits,pred_date,prediction,real,0.634020619,12.86788618,-9.290845024,31.4,-25.75000017,,,BT,BB,실재지수,에측지수,
2018-03-13,321.5,315.6499998,-5.850000158,2018-06-12,1.025155663,-1.819595695,,,,,,3.476035402,2018-06-12,322.6020706,308.697929,315.6499998,324.7958755,0
2018-03-14,321.55,315.6500001,5.899999891,2018-06-13,-1.300815582,-1.834862351,,,,,,3.394454612,2018-06-13,322.4389093,308.8610909,315.6500001,317.3672275,1
2018-03-15,322.85,310.3999997,12.45000027,2018-06-14,-1.328509927,-3.856280088,,,,,,3.324613193,2018-06-14,317.0492261,303.7507733,310.3999997,318.5609057,0
2018-03-16,322,309.1999998,12.80000024,2018-06-15,-1.710716486,-3.975155354,,,,,,3.301953821,2018-06-15,315.8039074,302.5960921,309.1999998,316.4914929,0
2018-03-19,319.85,305.8499997,14.00000028,2018-06-18,-0.089951023,-4.37705183,,,,,,3.442615425,2018-06-18,312.7352306,298.9647689,305.8499997,319.5622917,0
2018-03-20,321.3,301.35,19.94999996,2018-06-19,-0.488299787,-6.209150314,,,,,,3.740512036,2018-06-19,308.8310241,293.868976,301.35,319.7310928,0
2018-03-21,321.6,304.2000005,17.39999947,2018-06-20,-2.826435089,-5.410447598,,,,,,3.852936255,2018-06-20,311.905873,296.494128,304.2000005,312.5101848,0
2018-03-22,322.1,300.7499993,21.35000065,2018-06-21,-4.919377327,-6.628376484,,,,,,4.083849964,2018-06-21,308.9176993,292.5822994,300.7499993,306.2546856,1
2018-03-23,311.5,303.6500003,-7.84999972,2018-06-22,5.050571442,-2.520064116,,,,,,4.270952734,2018-06-22,312.1919057,295.1080948,303.6500003,327.23253,0
2018-03-26,314.5,303.2500001,-11.24999987,2018-06-25,4.223218441,-3.577106476,,,,,,4.469073482,2018-06-25,312.1881471,294.3118532,303.2500001,327.782022,0
2018-03-27,315.15,302.4000003,12.74999974,2018-06-26,-0.711855531,-4.045692444,,,,,,4.679889078,2018-06-26,311.7597784,293.0402221,302.4000003,312.9065873,0
2018-03-28,310.65,301.5499997,9.10000028,2018-06-27,-0.162711605,-2.929341793,,,,,,4.898046731,2018-06-27,311.3460932,291.7539063,301.5499997,310.1445364,1
2018-03-29,314.45,299.0999995,15.35000047,2018-06-28,-8.287414551,-4.881539345,,,,,,5.20590537,2018-06-28,309.5118103,288.6881888,299.0999995,288.3902249,0
2018-03-30,314.55,300.0000001,14.54999985,2018-06-29,-3.385485411,-4.625655651,,,,,,5.451422053,2018-06-29,310.9028443,289.097156,300.0000001,303.9009556,1
2018-04-02,313.45,292.9000005,-20.54999945,2018-07-02,3.024376392,-6.556069374,,,,,,5.989417551,2018-07-02,304.8788356,280.9211654,292.9000005,322.9299078,0
2018-04-03,312.8,293.7500007,19.04999926,2018-07-03,-0.867111027,-6.090153217,,,,,,6.429470534,2018-07-03,306.6089418,280.8910597,293.7500007,310.0876767,0
2018-04-04,307.55,292.5499994,-15.00000057,2018-07-04,1.800655723,-4.877255917,,,,,,6.857853794,2018-07-04,306.265707,278.8342918,292.5499994,313.0879167,0
2018-04-05,312.95,291.9999996,20.95000042,2018-07-05,-4.870221615,-6.694360256,,,,,,7.294615539,2018-07-05,306.5892307,277.4107685,291.9999996,297.7086415,1
,,,,,,,,,,,,,,,,,,0.5
